region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value
West,WestSouth,electricity,,h5961,demand,22.8756
West,WestSouth,electricity,,h5962,demand,24.0924
West,WestSouth,electricity,,h5963,demand,25.0602
West,WestSouth,electricity,,h5964,demand,26.3814
West,WestSouth,electricity,,h5965,demand,25.5318
West,WestSouth,electricity,,h5966,demand,24.177
West,WestSouth,electricity,,h5967,demand,23.1018
West,WestSouth,electricity,,h5968,demand,22.4286
West,WestSouth,electricity,,h5969,demand,22.5336
West,WestSouth,electricity,,h5970,demand,23.601
West,WestSouth,electricity,,h5971,demand,24.8916
West,WestSouth,electricity,,h5972,demand,25.743
West,WestSouth,electricity,,h5973,demand,25.7184
West,WestSouth,electricity,,h5974,demand,25.9614
West,WestSouth,electricity,,h5975,demand,26.6214
West,WestSouth,electricity,,h5976,demand,24.7356
West,WestSouth,electricity,,h5977,demand,23.211
West,WestSouth,electricity,,h5978,demand,22.3284
West,WestSouth,electricity,,h5979,demand,21.0768
West,WestSouth,electricity,,h5980,demand,20.9442
West,WestSouth,electricity,,h5981,demand,22.3926
West,WestSouth,electricity,,h5982,demand,25.6518
West,WestSouth,electricity,,h5983,demand,28.2774
West,WestSouth,electricity,,h5984,demand,29.8074
West,WestSouth,electricity,,h5985,demand,30.7368
West,WestSouth,electricity,,h5986,demand,31.098
West,WestSouth,electricity,,h5987,demand,31.6038
West,WestSouth,electricity,,h5988,demand,31.9116
West,WestSouth,electricity,,h5989,demand,31.4208
West,WestSouth,electricity,,h5990,demand,31.017
West,WestSouth,electricity,,h5991,demand,30.1608
West,WestSouth,electricity,,h5992,demand,29.3004
West,WestSouth,electricity,,h5993,demand,28.827
West,WestSouth,electricity,,h5994,demand,29.4642
West,WestSouth,electricity,,h5995,demand,29.9748
West,WestSouth,electricity,,h5996,demand,29.52
West,WestSouth,electricity,,h5997,demand,28.677
West,WestSouth,electricity,,h5998,demand,28.527
West,WestSouth,electricity,,h5999,demand,28.77
West,WestSouth,electricity,,h6000,demand,26.586
West,WestSouth,electricity,,h6001,demand,24.8016
West,WestSouth,electricity,,h6002,demand,23.9814
West,WestSouth,electricity,,h6003,demand,22.6584
West,WestSouth,electricity,,h6004,demand,22.3458
West,WestSouth,electricity,,h6005,demand,23.4192
West,WestSouth,electricity,,h6006,demand,26.6034
West,WestSouth,electricity,,h6007,demand,29.2152
West,WestSouth,electricity,,h6008,demand,30.5526
West,WestSouth,electricity,,h6009,demand,31.3836
West,WestSouth,electricity,,h6010,demand,31.6992
West,WestSouth,electricity,,h6011,demand,32.0244
West,WestSouth,electricity,,h6012,demand,32.139
West,WestSouth,electricity,,h6013,demand,31.7028
West,WestSouth,electricity,,h6014,demand,31.416
West,WestSouth,electricity,,h6015,demand,30.5928
West,WestSouth,electricity,,h6016,demand,29.7204
West,WestSouth,electricity,,h6017,demand,29.1744
West,WestSouth,electricity,,h6018,demand,29.7102
West,WestSouth,electricity,,h6019,demand,30.0426
West,WestSouth,electricity,,h6020,demand,29.8296
West,WestSouth,electricity,,h6021,demand,28.8066
West,WestSouth,electricity,,h6022,demand,28.6332
West,WestSouth,electricity,,h6023,demand,28.8684
West,WestSouth,electricity,,h6024,demand,26.6598
West,WestSouth,electricity,,h6025,demand,24.9798
West,WestSouth,electricity,,h6026,demand,24.09
West,WestSouth,electricity,,h6027,demand,22.7292
West,WestSouth,electricity,,h6028,demand,22.3584
West,WestSouth,electricity,,h6029,demand,23.5308
West,WestSouth,electricity,,h6030,demand,26.4714
West,WestSouth,electricity,,h6031,demand,29.0382
West,WestSouth,electricity,,h6032,demand,30.4416
West,WestSouth,electricity,,h6033,demand,31.245
West,WestSouth,electricity,,h6034,demand,31.608
West,WestSouth,electricity,,h6035,demand,31.9332
West,WestSouth,electricity,,h6036,demand,32.2494
West,WestSouth,electricity,,h6037,demand,31.7826
West,WestSouth,electricity,,h6038,demand,31.5672
West,WestSouth,electricity,,h6039,demand,30.594
West,WestSouth,electricity,,h6040,demand,29.898
West,WestSouth,electricity,,h6041,demand,29.4954
West,WestSouth,electricity,,h6042,demand,30.0042
West,WestSouth,electricity,,h6043,demand,30.3072
West,WestSouth,electricity,,h6044,demand,29.886
West,WestSouth,electricity,,h6045,demand,28.7574
West,WestSouth,electricity,,h6046,demand,28.587
West,WestSouth,electricity,,h6047,demand,28.824
West,WestSouth,electricity,,h6048,demand,26.7102
West,WestSouth,electricity,,h6049,demand,24.9348
West,WestSouth,electricity,,h6050,demand,23.9712
West,WestSouth,electricity,,h6051,demand,22.6392
West,WestSouth,electricity,,h6052,demand,22.2462
West,WestSouth,electricity,,h6053,demand,23.43
West,WestSouth,electricity,,h6054,demand,26.4996
West,WestSouth,electricity,,h6055,demand,29.1588
West,WestSouth,electricity,,h6056,demand,30.402
West,WestSouth,electricity,,h6057,demand,31.2552
West,WestSouth,electricity,,h6058,demand,31.6362
West,WestSouth,electricity,,h6059,demand,32.0988
West,WestSouth,electricity,,h6060,demand,32.2782
West,WestSouth,electricity,,h6061,demand,31.815
West,WestSouth,electricity,,h6062,demand,31.6404
West,WestSouth,electricity,,h6063,demand,30.978
West,WestSouth,electricity,,h6064,demand,30.1458
West,WestSouth,electricity,,h6065,demand,29.544
West,WestSouth,electricity,,h6066,demand,29.9856
West,WestSouth,electricity,,h6067,demand,30.0894
West,WestSouth,electricity,,h6068,demand,29.796
West,WestSouth,electricity,,h6069,demand,28.7556
West,WestSouth,electricity,,h6070,demand,28.6146
West,WestSouth,electricity,,h6071,demand,28.9704
West,WestSouth,electricity,,h6072,demand,26.6862
West,WestSouth,electricity,,h6073,demand,25.0044
West,WestSouth,electricity,,h6074,demand,24.0768
West,WestSouth,electricity,,h6075,demand,22.7814
West,WestSouth,electricity,,h6076,demand,22.4376
West,WestSouth,electricity,,h6077,demand,23.604
West,WestSouth,electricity,,h6078,demand,26.5986
West,WestSouth,electricity,,h6079,demand,29.2524
West,WestSouth,electricity,,h6080,demand,30.3252
West,WestSouth,electricity,,h6081,demand,31.2942
West,WestSouth,electricity,,h6082,demand,31.5918
West,WestSouth,electricity,,h6083,demand,31.8642
West,WestSouth,electricity,,h6084,demand,31.9878
West,WestSouth,electricity,,h6085,demand,31.3434
West,WestSouth,electricity,,h6086,demand,30.981
West,WestSouth,electricity,,h6087,demand,30.0942
West,WestSouth,electricity,,h6088,demand,29.2212
West,WestSouth,electricity,,h6089,demand,28.8732
West,WestSouth,electricity,,h6090,demand,29.1972
West,WestSouth,electricity,,h6091,demand,29.3238
West,WestSouth,electricity,,h6092,demand,29.4516
West,WestSouth,electricity,,h6093,demand,28.3068
West,WestSouth,electricity,,h6094,demand,28.1814
West,WestSouth,electricity,,h6095,demand,28.4316
West,WestSouth,electricity,,h6096,demand,26.0706
West,WestSouth,electricity,,h6097,demand,24.2256
West,WestSouth,electricity,,h6098,demand,22.9074
West,WestSouth,electricity,,h6099,demand,21.3108
West,WestSouth,electricity,,h6100,demand,20.5152
West,WestSouth,electricity,,h6101,demand,20.7444
West,WestSouth,electricity,,h6102,demand,21.5328
West,WestSouth,electricity,,h6103,demand,22.0776
West,WestSouth,electricity,,h6104,demand,23.781
West,WestSouth,electricity,,h6105,demand,25.7808
West,WestSouth,electricity,,h6106,demand,26.904
West,WestSouth,electricity,,h6107,demand,27.528
West,WestSouth,electricity,,h6108,demand,28.8228
West,WestSouth,electricity,,h6109,demand,27.8784
West,WestSouth,electricity,,h6110,demand,26.8896
West,WestSouth,electricity,,h6111,demand,25.8912
West,WestSouth,electricity,,h6112,demand,25.1418
West,WestSouth,electricity,,h6113,demand,25.0926
West,WestSouth,electricity,,h6114,demand,25.7526
West,WestSouth,electricity,,h6115,demand,26.1318
West,WestSouth,electricity,,h6116,demand,26.3376
West,WestSouth,electricity,,h6117,demand,25.4898
West,WestSouth,electricity,,h6118,demand,26.0364
West,WestSouth,electricity,,h6119,demand,26.793
West,WestSouth,electricity,,h6120,demand,24.8544
West,WestSouth,electricity,,h6121,demand,23.238
West,WestSouth,electricity,,h6122,demand,22.0284
West,WestSouth,electricity,,h6123,demand,20.454
West,WestSouth,electricity,,h6124,demand,19.7022
West,WestSouth,electricity,,h6125,demand,19.4646
West,WestSouth,electricity,,h6126,demand,19.8462
West,WestSouth,electricity,,h6127,demand,19.83
West,WestSouth,electricity,,h6128,demand,20.823
West,WestSouth,electricity,,h6129,demand,22.7172
West,WestSouth,electricity,,h6130,demand,24.2508
West,WestSouth,electricity,,h6131,demand,25.4538
West,WestSouth,electricity,,h6132,demand,26.8536
West,WestSouth,electricity,,h6133,demand,25.8276
West,WestSouth,electricity,,h6134,demand,24.5946
West,WestSouth,electricity,,h6135,demand,23.5878
West,WestSouth,electricity,,h6136,demand,22.9158
West,WestSouth,electricity,,h6137,demand,23.0808
West,WestSouth,electricity,,h6138,demand,24.2052
West,WestSouth,electricity,,h6139,demand,25.6014
West,WestSouth,electricity,,h6140,demand,26.3604
West,WestSouth,electricity,,h6141,demand,25.5564
West,WestSouth,electricity,,h6142,demand,25.7892
West,WestSouth,electricity,,h6143,demand,26.4852
West,WestSouth,electricity,,h6144,demand,24.432
West,WestSouth,electricity,,h6145,demand,22.7874
West,WestSouth,electricity,,h6146,demand,21.8514
West,WestSouth,electricity,,h6147,demand,20.4768
West,WestSouth,electricity,,h6148,demand,20.1996
West,WestSouth,electricity,,h6149,demand,21.6534
West,WestSouth,electricity,,h6150,demand,24.9312
West,WestSouth,electricity,,h6151,demand,27.8094
West,WestSouth,electricity,,h6152,demand,29.196
West,WestSouth,electricity,,h6153,demand,30.171
West,WestSouth,electricity,,h6154,demand,30.6066
West,WestSouth,electricity,,h6155,demand,31.0068
West,WestSouth,electricity,,h6156,demand,31.3104
West,WestSouth,electricity,,h6157,demand,31.0188
West,WestSouth,electricity,,h6158,demand,30.6816
West,WestSouth,electricity,,h6159,demand,29.8122
West,WestSouth,electricity,,h6160,demand,29.0634
West,WestSouth,electricity,,h6161,demand,28.4994
West,WestSouth,electricity,,h6162,demand,29.0676
West,WestSouth,electricity,,h6163,demand,29.7234
West,WestSouth,electricity,,h6164,demand,29.6838
West,WestSouth,electricity,,h6165,demand,28.1412
West,WestSouth,electricity,,h6166,demand,27.9096
West,WestSouth,electricity,,h6167,demand,28.2414
West,WestSouth,electricity,,h6168,demand,25.9932
West,WestSouth,electricity,,h6169,demand,24.3084
West,WestSouth,electricity,,h6170,demand,23.3928
West,WestSouth,electricity,,h6171,demand,22.0944
West,WestSouth,electricity,,h6172,demand,21.7758
West,WestSouth,electricity,,h6173,demand,22.947
West,WestSouth,electricity,,h6174,demand,26.1438
West,WestSouth,electricity,,h6175,demand,29.1582
West,WestSouth,electricity,,h6176,demand,30.5106
West,WestSouth,electricity,,h6177,demand,31.3626
West,WestSouth,electricity,,h6178,demand,31.3626
West,WestSouth,electricity,,h6179,demand,32.0826
West,WestSouth,electricity,,h6180,demand,32.0934
West,WestSouth,electricity,,h6181,demand,31.4994
West,WestSouth,electricity,,h6182,demand,31.2462
West,WestSouth,electricity,,h6183,demand,30.5712
West,WestSouth,electricity,,h6184,demand,29.9394
West,WestSouth,electricity,,h6185,demand,29.475
West,WestSouth,electricity,,h6186,demand,30.1662
West,WestSouth,electricity,,h6187,demand,31.02
West,WestSouth,electricity,,h6188,demand,30.5982
West,WestSouth,electricity,,h6189,demand,28.6782
West,WestSouth,electricity,,h6190,demand,28.5348
West,WestSouth,electricity,,h6191,demand,28.9116
West,WestSouth,electricity,,h6192,demand,26.7156
West,WestSouth,electricity,,h6193,demand,24.9204
West,WestSouth,electricity,,h6194,demand,23.9844
West,WestSouth,electricity,,h6195,demand,22.695
West,WestSouth,electricity,,h6196,demand,22.206
West,WestSouth,electricity,,h6197,demand,23.3646
West,WestSouth,electricity,,h6198,demand,26.4042
West,WestSouth,electricity,,h6199,demand,29.3994
West,WestSouth,electricity,,h6200,demand,30.9786
West,WestSouth,electricity,,h6201,demand,31.9542
West,WestSouth,electricity,,h6202,demand,32.3028
West,WestSouth,electricity,,h6203,demand,33.0948
West,WestSouth,electricity,,h6204,demand,33.0966
West,WestSouth,electricity,,h6205,demand,32.3136
West,WestSouth,electricity,,h6206,demand,32.1402
West,WestSouth,electricity,,h6207,demand,31.377
West,WestSouth,electricity,,h6208,demand,30.5412
West,WestSouth,electricity,,h6209,demand,30.0858
West,WestSouth,electricity,,h6210,demand,30.6024
West,WestSouth,electricity,,h6211,demand,31.05
West,WestSouth,electricity,,h6212,demand,30.735
West,WestSouth,electricity,,h6213,demand,28.9086
West,WestSouth,electricity,,h6214,demand,28.7352
West,WestSouth,electricity,,h6215,demand,29.1156
West,WestSouth,electricity,,h6216,demand,26.8422
West,WestSouth,electricity,,h6217,demand,24.9306
West,WestSouth,electricity,,h6218,demand,23.9832
West,WestSouth,electricity,,h6219,demand,22.6158
West,WestSouth,electricity,,h6220,demand,22.3002
West,WestSouth,electricity,,h6221,demand,23.3184
West,WestSouth,electricity,,h6222,demand,26.5116
West,WestSouth,electricity,,h6223,demand,29.6994
West,WestSouth,electricity,,h6224,demand,31.158
West,WestSouth,electricity,,h6225,demand,32.1912
West,WestSouth,electricity,,h6226,demand,32.6106
West,WestSouth,electricity,,h6227,demand,32.9466
West,WestSouth,electricity,,h6228,demand,32.979
West,WestSouth,electricity,,h6229,demand,32.1906
West,WestSouth,electricity,,h6230,demand,31.6374
West,WestSouth,electricity,,h6231,demand,30.7746
West,WestSouth,electricity,,h6232,demand,29.8998
West,WestSouth,electricity,,h6233,demand,29.538
West,WestSouth,electricity,,h6234,demand,30.0402
West,WestSouth,electricity,,h6235,demand,30.6186
West,WestSouth,electricity,,h6236,demand,30.5448
West,WestSouth,electricity,,h6237,demand,28.8954
West,WestSouth,electricity,,h6238,demand,28.7934
West,WestSouth,electricity,,h6239,demand,29.124
West,WestSouth,electricity,,h6240,demand,26.739
West,WestSouth,electricity,,h6241,demand,24.7932
West,WestSouth,electricity,,h6242,demand,23.9688
West,WestSouth,electricity,,h6243,demand,22.551
West,WestSouth,electricity,,h6244,demand,22.2756
West,WestSouth,electricity,,h6245,demand,23.4336
West,WestSouth,electricity,,h6246,demand,26.5092
West,WestSouth,electricity,,h6247,demand,29.4042
West,WestSouth,electricity,,h6248,demand,30.504
West,WestSouth,electricity,,h6249,demand,31.3278
West,WestSouth,electricity,,h6250,demand,31.7298
West,WestSouth,electricity,,h6251,demand,31.9332
West,WestSouth,electricity,,h6252,demand,32.0058
West,WestSouth,electricity,,h6253,demand,31.2456
West,WestSouth,electricity,,h6254,demand,30.5748
West,WestSouth,electricity,,h6255,demand,29.5632
West,WestSouth,electricity,,h6256,demand,28.7112
West,WestSouth,electricity,,h6257,demand,28.4946
West,WestSouth,electricity,,h6258,demand,29.0328
West,WestSouth,electricity,,h6259,demand,29.4954
West,WestSouth,electricity,,h6260,demand,29.8728
West,WestSouth,electricity,,h6261,demand,28.371
West,WestSouth,electricity,,h6262,demand,28.6932
West,WestSouth,electricity,,h6263,demand,28.995
West,WestSouth,electricity,,h6264,demand,26.5152
West,WestSouth,electricity,,h6265,demand,24.591
West,WestSouth,electricity,,h6266,demand,23.3244
West,WestSouth,electricity,,h6267,demand,21.7482
West,WestSouth,electricity,,h6268,demand,21.1074
West,WestSouth,electricity,,h6269,demand,21.3954
West,WestSouth,electricity,,h6270,demand,22.4178
West,WestSouth,electricity,,h6271,demand,23.121
West,WestSouth,electricity,,h6272,demand,24.5556
West,WestSouth,electricity,,h6273,demand,26.2824
West,WestSouth,electricity,,h6274,demand,27.1374
West,WestSouth,electricity,,h6275,demand,27.4182
West,WestSouth,electricity,,h6276,demand,28.212
West,WestSouth,electricity,,h6277,demand,27.3552
West,WestSouth,electricity,,h6278,demand,26.4612
West,WestSouth,electricity,,h6279,demand,25.5018
West,WestSouth,electricity,,h6280,demand,24.7746
West,WestSouth,electricity,,h6281,demand,24.5664
West,WestSouth,electricity,,h6282,demand,25.0752
West,WestSouth,electricity,,h6283,demand,25.9962
West,WestSouth,electricity,,h6284,demand,26.8218
West,WestSouth,electricity,,h6285,demand,25.7784
West,WestSouth,electricity,,h6286,demand,26.3484
West,WestSouth,electricity,,h6287,demand,27.2586
West,WestSouth,electricity,,h6288,demand,25.2738
West,WestSouth,electricity,,h6289,demand,23.6238
West,WestSouth,electricity,,h6290,demand,22.4118
West,WestSouth,electricity,,h6291,demand,20.7864
West,WestSouth,electricity,,h6292,demand,19.9416
West,WestSouth,electricity,,h6293,demand,19.9044
West,WestSouth,electricity,,h6294,demand,20.4936
West,WestSouth,electricity,,h6295,demand,20.7978
West,WestSouth,electricity,,h6296,demand,21.8226
West,WestSouth,electricity,,h6297,demand,23.4672
West,WestSouth,electricity,,h6298,demand,24.6336
West,WestSouth,electricity,,h6299,demand,25.4292
West,WestSouth,electricity,,h6300,demand,26.5206
West,WestSouth,electricity,,h6301,demand,25.6152
West,WestSouth,electricity,,h6302,demand,24.2766
West,WestSouth,electricity,,h6303,demand,23.1336
West,WestSouth,electricity,,h6304,demand,22.4586
West,WestSouth,electricity,,h6305,demand,22.5354
West,WestSouth,electricity,,h6306,demand,23.7774
West,WestSouth,electricity,,h6307,demand,25.476
West,WestSouth,electricity,,h6308,demand,27.0168
West,WestSouth,electricity,,h6309,demand,26.1186
West,WestSouth,electricity,,h6310,demand,26.3448
West,WestSouth,electricity,,h6311,demand,26.8854
West,WestSouth,electricity,,h6312,demand,25.11
West,WestSouth,electricity,,h6313,demand,23.5356
West,WestSouth,electricity,,h6314,demand,22.644
West,WestSouth,electricity,,h6315,demand,21.3648
West,WestSouth,electricity,,h6316,demand,21.1686
West,WestSouth,electricity,,h6317,demand,22.6434
West,WestSouth,electricity,,h6318,demand,26.1456
West,WestSouth,electricity,,h6319,demand,29.2812
West,WestSouth,electricity,,h6320,demand,30.3282
West,WestSouth,electricity,,h6321,demand,31.107
West,WestSouth,electricity,,h6322,demand,31.2798
West,WestSouth,electricity,,h6323,demand,31.623
West,WestSouth,electricity,,h6324,demand,31.8672
West,WestSouth,electricity,,h6325,demand,31.305
West,WestSouth,electricity,,h6326,demand,30.8052
West,WestSouth,electricity,,h6327,demand,29.8818
West,WestSouth,electricity,,h6328,demand,29.1738
West,WestSouth,electricity,,h6329,demand,28.8978
West,WestSouth,electricity,,h6330,demand,29.7708
West,WestSouth,electricity,,h6331,demand,30.7494
West,WestSouth,electricity,,h6332,demand,30.5808
West,WestSouth,electricity,,h6333,demand,28.5894
West,WestSouth,electricity,,h6334,demand,28.3818
West,WestSouth,electricity,,h6335,demand,28.8126
West,WestSouth,electricity,,h6336,demand,26.5638
West,WestSouth,electricity,,h6337,demand,24.8532
West,WestSouth,electricity,,h6338,demand,23.9334
West,WestSouth,electricity,,h6339,demand,22.6632
West,WestSouth,electricity,,h6340,demand,22.26
West,WestSouth,electricity,,h6341,demand,23.4786
West,WestSouth,electricity,,h6342,demand,26.6754
West,WestSouth,electricity,,h6343,demand,29.9232
West,WestSouth,electricity,,h6344,demand,31.1322
West,WestSouth,electricity,,h6345,demand,31.8822
West,WestSouth,electricity,,h6346,demand,32.2404
West,WestSouth,electricity,,h6347,demand,32.4432
West,WestSouth,electricity,,h6348,demand,32.649
West,WestSouth,electricity,,h6349,demand,32.1072
West,WestSouth,electricity,,h6350,demand,31.521
West,WestSouth,electricity,,h6351,demand,30.6378
West,WestSouth,electricity,,h6352,demand,29.9688
West,WestSouth,electricity,,h6353,demand,29.6616
West,WestSouth,electricity,,h6354,demand,30.5028
West,WestSouth,electricity,,h6355,demand,31.4838
West,WestSouth,electricity,,h6356,demand,31.3656
West,WestSouth,electricity,,h6357,demand,29.3292
West,WestSouth,electricity,,h6358,demand,29.1774
West,WestSouth,electricity,,h6359,demand,29.5866
West,WestSouth,electricity,,h6360,demand,27.1632
West,WestSouth,electricity,,h6361,demand,25.482
West,WestSouth,electricity,,h6362,demand,24.5106
West,WestSouth,electricity,,h6363,demand,23.0268
West,WestSouth,electricity,,h6364,demand,22.7706
West,WestSouth,electricity,,h6365,demand,24.0774
West,WestSouth,electricity,,h6366,demand,27.3312
West,WestSouth,electricity,,h6367,demand,30.522
West,WestSouth,electricity,,h6368,demand,31.713
West,WestSouth,electricity,,h6369,demand,32.4648
West,WestSouth,electricity,,h6370,demand,32.6784
West,WestSouth,electricity,,h6371,demand,32.9256
West,WestSouth,electricity,,h6372,demand,33.123
West,WestSouth,electricity,,h6373,demand,32.4084
West,WestSouth,electricity,,h6374,demand,31.7664
West,WestSouth,electricity,,h6375,demand,30.7872
West,WestSouth,electricity,,h6376,demand,30.006
West,WestSouth,electricity,,h6377,demand,29.3928
West,WestSouth,electricity,,h6378,demand,30.216
West,WestSouth,electricity,,h6379,demand,31.5492
West,WestSouth,electricity,,h6380,demand,31.7166
West,WestSouth,electricity,,h6381,demand,29.8446
West,WestSouth,electricity,,h6382,demand,29.7534
West,WestSouth,electricity,,h6383,demand,30.0546
West,WestSouth,electricity,,h6384,demand,27.864
West,WestSouth,electricity,,h6385,demand,26.0256
West,WestSouth,electricity,,h6386,demand,24.9204
West,WestSouth,electricity,,h6387,demand,23.5494
West,WestSouth,electricity,,h6388,demand,23.292
West,WestSouth,electricity,,h6389,demand,24.3888
West,WestSouth,electricity,,h6390,demand,27.7896
West,WestSouth,electricity,,h6391,demand,31.1904
West,WestSouth,electricity,,h6392,demand,32.0538
West,WestSouth,electricity,,h6393,demand,32.5104
West,WestSouth,electricity,,h6394,demand,32.6388
West,WestSouth,electricity,,h6395,demand,32.8314
West,WestSouth,electricity,,h6396,demand,32.889
West,WestSouth,electricity,,h6397,demand,32.2824
West,WestSouth,electricity,,h6398,demand,31.8348
West,WestSouth,electricity,,h6399,demand,30.8496
West,WestSouth,electricity,,h6400,demand,30.0528
West,WestSouth,electricity,,h6401,demand,29.7402
West,WestSouth,electricity,,h6402,demand,30.522
West,WestSouth,electricity,,h6403,demand,31.8048
West,WestSouth,electricity,,h6404,demand,31.6872
West,WestSouth,electricity,,h6405,demand,29.5488
West,WestSouth,electricity,,h6406,demand,29.4192
West,WestSouth,electricity,,h6407,demand,29.9004
West,WestSouth,electricity,,h6408,demand,27.5856
West,WestSouth,electricity,,h6409,demand,25.8576
West,WestSouth,electricity,,h6410,demand,24.9648
West,WestSouth,electricity,,h6411,demand,23.5074
West,WestSouth,electricity,,h6412,demand,23.1834
West,WestSouth,electricity,,h6413,demand,24.3876
West,WestSouth,electricity,,h6414,demand,27.645
West,WestSouth,electricity,,h6415,demand,30.9582
West,WestSouth,electricity,,h6416,demand,31.848
West,WestSouth,electricity,,h6417,demand,32.4252
West,WestSouth,electricity,,h6418,demand,32.5098
West,WestSouth,electricity,,h6419,demand,32.6622
West,WestSouth,electricity,,h6420,demand,32.7414
West,WestSouth,electricity,,h6421,demand,31.941
West,WestSouth,electricity,,h6422,demand,31.1748
West,WestSouth,electricity,,h6423,demand,30.0366
West,WestSouth,electricity,,h6424,demand,29.1276
West,WestSouth,electricity,,h6425,demand,28.716
West,WestSouth,electricity,,h6426,demand,29.2818
West,WestSouth,electricity,,h6427,demand,30.3126
West,WestSouth,electricity,,h6428,demand,30.711
West,WestSouth,electricity,,h6429,demand,28.995
West,WestSouth,electricity,,h6430,demand,29.0508
West,WestSouth,electricity,,h6431,demand,29.58
West,WestSouth,electricity,,h6432,demand,27.1146
West,WestSouth,electricity,,h6433,demand,25.1916
West,WestSouth,electricity,,h6434,demand,23.9808
West,WestSouth,electricity,,h6435,demand,22.401
West,WestSouth,electricity,,h6436,demand,21.7218
West,WestSouth,electricity,,h6437,demand,22.0188
West,WestSouth,electricity,,h6438,demand,23.112
West,WestSouth,electricity,,h6439,demand,24.177
West,WestSouth,electricity,,h6440,demand,25.4346
West,WestSouth,electricity,,h6441,demand,26.9724
West,WestSouth,electricity,,h6442,demand,27.465
West,WestSouth,electricity,,h6443,demand,27.774
West,WestSouth,electricity,,h6444,demand,28.6608
West,WestSouth,electricity,,h6445,demand,27.7152
West,WestSouth,electricity,,h6446,demand,26.7144
West,WestSouth,electricity,,h6447,demand,25.629
West,WestSouth,electricity,,h6448,demand,24.747
West,WestSouth,electricity,,h6449,demand,24.678
West,WestSouth,electricity,,h6450,demand,25.5144
West,WestSouth,electricity,,h6451,demand,26.8302
West,WestSouth,electricity,,h6452,demand,27.4644
West,WestSouth,electricity,,h6453,demand,26.2188
West,WestSouth,electricity,,h6454,demand,26.8404
West,WestSouth,electricity,,h6455,demand,27.7812
West,WestSouth,electricity,,h6456,demand,25.9752
West,WestSouth,electricity,,h6457,demand,24.294
West,WestSouth,electricity,,h6458,demand,23.1342
West,WestSouth,electricity,,h6459,demand,21.4488
West,WestSouth,electricity,,h6460,demand,20.5776
West,WestSouth,electricity,,h6461,demand,20.5758
West,WestSouth,electricity,,h6462,demand,21.1842
West,WestSouth,electricity,,h6463,demand,21.603
West,WestSouth,electricity,,h6464,demand,22.455
West,WestSouth,electricity,,h6465,demand,23.9622
West,WestSouth,electricity,,h6466,demand,25.1034
West,WestSouth,electricity,,h6467,demand,25.7604
West,WestSouth,electricity,,h6468,demand,26.7576
West,WestSouth,electricity,,h6469,demand,25.6386
West,WestSouth,electricity,,h6470,demand,24.1974
West,WestSouth,electricity,,h6471,demand,23.088
West,WestSouth,electricity,,h6472,demand,22.3428
West,WestSouth,electricity,,h6473,demand,22.5306
West,WestSouth,electricity,,h6474,demand,24.0294
West,WestSouth,electricity,,h6475,demand,26.223
West,WestSouth,electricity,,h6476,demand,27.543
West,WestSouth,electricity,,h6477,demand,26.2158
West,WestSouth,electricity,,h6478,demand,26.5488
West,WestSouth,electricity,,h6479,demand,27.2364
West,WestSouth,electricity,,h6480,demand,25.5078
West,WestSouth,electricity,,h6481,demand,24.0216
West,WestSouth,electricity,,h6482,demand,23.1336
West,WestSouth,electricity,,h6483,demand,21.8148
West,WestSouth,electricity,,h6484,demand,21.6708
West,WestSouth,electricity,,h6485,demand,23.1684
West,WestSouth,electricity,,h6486,demand,26.6742
West,WestSouth,electricity,,h6487,demand,30.1104
West,WestSouth,electricity,,h6488,demand,31.0398
West,WestSouth,electricity,,h6489,demand,31.7496
West,WestSouth,electricity,,h6490,demand,31.9758
West,WestSouth,electricity,,h6491,demand,32.0466
West,WestSouth,electricity,,h6492,demand,32.0892
West,WestSouth,electricity,,h6493,demand,31.5882
West,WestSouth,electricity,,h6494,demand,31.0698
West,WestSouth,electricity,,h6495,demand,30.0912
West,WestSouth,electricity,,h6496,demand,29.2368
West,WestSouth,electricity,,h6497,demand,28.6464
West,WestSouth,electricity,,h6498,demand,29.6166
West,WestSouth,electricity,,h6499,demand,31.269
West,WestSouth,electricity,,h6500,demand,31.266
West,WestSouth,electricity,,h6501,demand,29.0604
West,WestSouth,electricity,,h6502,demand,28.9878
West,WestSouth,electricity,,h6503,demand,29.5122
West,WestSouth,electricity,,h6504,demand,27.369
West,WestSouth,electricity,,h6505,demand,25.7802
West,WestSouth,electricity,,h6506,demand,24.873
West,WestSouth,electricity,,h6507,demand,23.496
West,WestSouth,electricity,,h6508,demand,23.2086
West,WestSouth,electricity,,h6509,demand,24.4542
West,WestSouth,electricity,,h6510,demand,27.8448
West,WestSouth,electricity,,h6511,demand,31.317
West,WestSouth,electricity,,h6512,demand,32.2302
West,WestSouth,electricity,,h6513,demand,32.6952
West,WestSouth,electricity,,h6514,demand,32.5206
West,WestSouth,electricity,,h6515,demand,32.6088
West,WestSouth,electricity,,h6516,demand,32.5968
West,WestSouth,electricity,,h6517,demand,31.9086
West,WestSouth,electricity,,h6518,demand,31.1988
West,WestSouth,electricity,,h6519,demand,30.3102
West,WestSouth,electricity,,h6520,demand,29.4216
West,WestSouth,electricity,,h6521,demand,28.8522
West,WestSouth,electricity,,h6522,demand,29.7804
West,WestSouth,electricity,,h6523,demand,31.533
