region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
West,WestSouth,heat,districtHeat,h8630,genUp,1.961052646,
West,WestSouth,heat,districtHeat,h8631,genUp,2.068515593,
West,WestSouth,heat,districtHeat,h8632,genUp,2.180793652,
West,WestSouth,heat,districtHeat,h8633,genUp,2.309427406,
West,WestSouth,heat,districtHeat,h8634,genUp,2.451380767,
West,WestSouth,heat,districtHeat,h8635,genUp,2.526262069,
West,WestSouth,heat,districtHeat,h8636,genUp,2.464395584,
West,WestSouth,heat,districtHeat,h8637,genUp,2.254458614,
West,WestSouth,heat,districtHeat,h8638,genUp,1.769247925,
West,WestSouth,heat,districtHeat,h8639,genUp,1.331717871,
West,WestSouth,heat,districtHeat,h8640,genUp,1.320612178,
West,WestSouth,heat,districtHeat,h8641,genUp,1.423171872,
West,WestSouth,heat,districtHeat,h8642,genUp,1.369940861,
West,WestSouth,heat,districtHeat,h8643,genUp,1.527859454,
West,WestSouth,heat,districtHeat,h8644,genUp,1.937666165,
West,WestSouth,heat,districtHeat,h8645,genUp,2.73658456,
West,WestSouth,heat,districtHeat,h8646,genUp,2.981881892,
West,WestSouth,heat,districtHeat,h8647,genUp,2.777630338,
West,WestSouth,heat,districtHeat,h8648,genUp,2.744309721,
West,WestSouth,heat,districtHeat,h8649,genUp,2.560533718,
West,WestSouth,heat,districtHeat,h8650,genUp,2.40335286,
West,WestSouth,heat,districtHeat,h8651,genUp,2.305867763,
West,WestSouth,heat,districtHeat,h8652,genUp,2.225477331,
West,WestSouth,heat,districtHeat,h8653,genUp,2.24777757,
West,WestSouth,heat,districtHeat,h8654,genUp,2.293938309,
West,WestSouth,heat,districtHeat,h8655,genUp,2.392464697,
West,WestSouth,heat,districtHeat,h8656,genUp,2.525783819,
West,WestSouth,heat,districtHeat,h8657,genUp,2.644352815,
West,WestSouth,heat,districtHeat,h8658,genUp,2.737846207,
West,WestSouth,heat,districtHeat,h8659,genUp,2.775764049,
West,WestSouth,heat,districtHeat,h8660,genUp,2.715372154,
West,WestSouth,heat,districtHeat,h8661,genUp,2.444914781,
West,WestSouth,heat,districtHeat,h8662,genUp,1.956015943,
West,WestSouth,heat,districtHeat,h8663,genUp,1.498746837,
West,WestSouth,heat,districtHeat,h8664,genUp,1.396013685,
West,WestSouth,heat,districtHeat,h8665,genUp,1.478573606,
West,WestSouth,heat,districtHeat,h8666,genUp,1.503780189,
West,WestSouth,heat,districtHeat,h8667,genUp,1.695277647,
West,WestSouth,heat,districtHeat,h8668,genUp,2.065084814,
West,WestSouth,heat,districtHeat,h8669,genUp,2.746738339,
West,WestSouth,heat,districtHeat,h8670,genUp,3.186004059,
West,WestSouth,heat,districtHeat,h8671,genUp,3.076285072,
West,WestSouth,heat,districtHeat,h8672,genUp,3.064222169,
West,WestSouth,heat,districtHeat,h8673,genUp,2.8468673,
West,WestSouth,heat,districtHeat,h8674,genUp,2.676020442,
West,WestSouth,heat,districtHeat,h8675,genUp,2.515108599,
West,WestSouth,heat,districtHeat,h8676,genUp,2.445911121,
West,WestSouth,heat,districtHeat,h8677,genUp,2.484393241,
West,WestSouth,heat,districtHeat,h8678,genUp,2.495717174,
West,WestSouth,heat,districtHeat,h8679,genUp,2.600577334,
West,WestSouth,heat,districtHeat,h8680,genUp,2.73129367,
West,WestSouth,heat,districtHeat,h8681,genUp,2.833593878,
West,WestSouth,heat,districtHeat,h8682,genUp,2.945829102,
West,WestSouth,heat,districtHeat,h8683,genUp,2.972553989,
West,WestSouth,heat,districtHeat,h8684,genUp,2.859928303,
West,WestSouth,heat,districtHeat,h8685,genUp,2.603179766,
West,WestSouth,heat,districtHeat,h8686,genUp,2.028598013,
West,WestSouth,heat,districtHeat,h8687,genUp,1.575276542,
West,WestSouth,heat,districtHeat,h8688,genUp,1.403475655,
West,WestSouth,heat,districtHeat,h8689,genUp,1.468725498,
West,WestSouth,heat,districtHeat,h8690,genUp,1.500049204,
West,WestSouth,heat,districtHeat,h8691,genUp,1.681611647,
West,WestSouth,heat,districtHeat,h8692,genUp,2.057622843,
West,WestSouth,heat,districtHeat,h8693,genUp,2.740621216,
West,WestSouth,heat,districtHeat,h8694,genUp,3.197197014,
West,WestSouth,heat,districtHeat,h8695,genUp,3.087478027,
West,WestSouth,heat,districtHeat,h8696,genUp,3.086608079,
West,WestSouth,heat,districtHeat,h8697,genUp,2.850598285,
West,WestSouth,heat,districtHeat,h8698,genUp,2.668558472,
West,WestSouth,heat,districtHeat,h8699,genUp,2.512722461,
West,WestSouth,heat,districtHeat,h8700,genUp,2.442180136,
West,WestSouth,heat,districtHeat,h8701,genUp,2.491855211,
West,WestSouth,heat,districtHeat,h8702,genUp,2.508254976,
West,WestSouth,heat,districtHeat,h8703,genUp,2.61177029,
West,WestSouth,heat,districtHeat,h8704,genUp,2.73875564,
West,WestSouth,heat,districtHeat,h8705,genUp,2.827476755,
West,WestSouth,heat,districtHeat,h8706,genUp,2.907391053,
West,WestSouth,heat,districtHeat,h8707,genUp,2.950168079,
West,WestSouth,heat,districtHeat,h8708,genUp,2.848735347,
West,WestSouth,heat,districtHeat,h8709,genUp,2.585869688,
West,WestSouth,heat,districtHeat,h8710,genUp,2.013674073,
West,WestSouth,heat,districtHeat,h8711,genUp,1.567814572,
West,WestSouth,heat,districtHeat,h8712,genUp,1.527033577,
West,WestSouth,heat,districtHeat,h8713,genUp,1.608335558,
West,WestSouth,heat,districtHeat,h8714,genUp,1.63354214,
West,WestSouth,heat,districtHeat,h8715,genUp,1.831156722,
West,WestSouth,heat,districtHeat,h8716,genUp,2.229424086,
West,WestSouth,heat,districtHeat,h8717,genUp,2.978930241,
West,WestSouth,heat,districtHeat,h8718,genUp,3.457936021,
West,WestSouth,heat,districtHeat,h8719,genUp,3.339626866,
West,WestSouth,heat,districtHeat,h8720,genUp,3.342487903,
West,WestSouth,heat,districtHeat,h8721,genUp,3.086608079,
West,WestSouth,heat,districtHeat,h8722,genUp,2.904568266,
West,WestSouth,heat,districtHeat,h8723,genUp,2.735066255,
West,WestSouth,heat,districtHeat,h8724,genUp,2.658406807,
West,WestSouth,heat,districtHeat,h8725,genUp,2.704350897,
West,WestSouth,heat,districtHeat,h8726,genUp,2.726867785,
West,WestSouth,heat,districtHeat,h8727,genUp,2.840318114,
West,WestSouth,heat,districtHeat,h8728,genUp,2.969776508,
West,WestSouth,heat,districtHeat,h8729,genUp,3.068345732,
West,WestSouth,heat,districtHeat,h8730,genUp,3.156850198,
West,WestSouth,heat,districtHeat,h8731,genUp,3.187306071,
West,WestSouth,heat,districtHeat,h8732,genUp,3.079669309,
West,WestSouth,heat,districtHeat,h8733,genUp,2.800751512,
West,WestSouth,heat,districtHeat,h8734,genUp,2.174195453,
West,WestSouth,heat,districtHeat,h8735,genUp,1.697489616,
West,WestSouth,heat,districtHeat,h8736,genUp,1.494929301,
West,WestSouth,heat,districtHeat,h8737,genUp,1.570027252,
West,WestSouth,heat,districtHeat,h8738,genUp,1.595233834,
West,WestSouth,heat,districtHeat,h8739,genUp,1.789117431,
West,WestSouth,heat,districtHeat,h8740,genUp,2.19111578,
West,WestSouth,heat,districtHeat,h8741,genUp,2.914721689,
West,WestSouth,heat,districtHeat,h8742,genUp,3.387523439,
West,WestSouth,heat,districtHeat,h8743,genUp,3.275331407,
West,WestSouth,heat,districtHeat,h8744,genUp,3.281923429,
West,WestSouth,heat,districtHeat,h8745,genUp,3.019926482,
West,WestSouth,heat,districtHeat,h8746,genUp,2.834155684,
West,WestSouth,heat,districtHeat,h8747,genUp,2.668384658,
West,WestSouth,heat,districtHeat,h8748,genUp,2.59792924,
West,WestSouth,heat,districtHeat,h8749,genUp,2.647604315,
West,WestSouth,heat,districtHeat,h8750,genUp,2.666390219,
West,WestSouth,heat,districtHeat,h8751,genUp,2.779840547,
West,WestSouth,heat,districtHeat,h8752,genUp,2.906825897,
West,WestSouth,heat,districtHeat,h8753,genUp,3.007868165,
West,WestSouth,heat,districtHeat,h8754,genUp,3.093899586,
West,WestSouth,heat,districtHeat,h8755,genUp,3.130559489,
West,WestSouth,heat,districtHeat,h8756,genUp,3.019191742,
West,WestSouth,heat,districtHeat,h8757,genUp,2.740273945,
West,WestSouth,heat,districtHeat,h8758,genUp,2.129770024,
West,WestSouth,heat,districtHeat,h8759,genUp,1.66538534,
West,WestSouth,heat,districtHeat,h8760,genUp,1.65419274,
West,WestNorth,heat,districtHeat,h0001,genUp,1.395077248,
West,WestNorth,heat,districtHeat,h0002,genUp,1.432682687,
West,WestNorth,heat,districtHeat,h0003,genUp,1.535398742,
West,WestNorth,heat,districtHeat,h0004,genUp,1.726150602,
West,WestNorth,heat,districtHeat,h0005,genUp,2.274474004,
West,WestNorth,heat,districtHeat,h0006,genUp,2.589202107,
West,WestNorth,heat,districtHeat,h0007,genUp,2.4949359,
West,WestNorth,heat,districtHeat,h0008,genUp,2.534518786,
West,WestNorth,heat,districtHeat,h0009,genUp,2.437963113,
West,WestNorth,heat,districtHeat,h0010,genUp,2.336965021,
West,WestNorth,heat,districtHeat,h0011,genUp,2.244400488,
West,WestNorth,heat,districtHeat,h0012,genUp,2.192860327,
West,WestNorth,heat,districtHeat,h0013,genUp,2.202821538,
West,WestNorth,heat,districtHeat,h0014,genUp,2.227637657,
West,WestNorth,heat,districtHeat,h0015,genUp,2.280514521,
West,WestNorth,heat,districtHeat,h0016,genUp,2.369313482,
West,WestNorth,heat,districtHeat,h0017,genUp,2.409157688,
West,WestNorth,heat,districtHeat,h0018,genUp,2.41191726,
West,WestNorth,heat,districtHeat,h0019,genUp,2.373721985,
West,WestNorth,heat,districtHeat,h0020,genUp,2.279369964,
West,WestNorth,heat,districtHeat,h0021,genUp,2.069893335,
West,WestNorth,heat,districtHeat,h0022,genUp,1.712805431,
West,WestNorth,heat,districtHeat,h0023,genUp,1.418452728,
West,WestNorth,heat,districtHeat,h0024,genUp,1.143865977,
West,WestNorth,heat,districtHeat,h0025,genUp,1.187250044,
West,WestNorth,heat,districtHeat,h0026,genUp,1.22046496,
West,WestNorth,heat,districtHeat,h0027,genUp,1.31276902,
West,WestNorth,heat,districtHeat,h0028,genUp,1.503069601,
West,WestNorth,heat,districtHeat,h0029,genUp,1.992738005,
West,WestNorth,heat,districtHeat,h0030,genUp,2.300957605,
West,WestNorth,heat,districtHeat,h0031,genUp,2.216982465,
West,WestNorth,heat,districtHeat,h0032,genUp,2.232825603,
West,WestNorth,heat,districtHeat,h0033,genUp,2.135818651,
West,WestNorth,heat,districtHeat,h0034,genUp,2.054135022,
West,WestNorth,heat,districtHeat,h0035,genUp,1.967071652,
West,WestNorth,heat,districtHeat,h0036,genUp,1.918967558,
West,WestNorth,heat,districtHeat,h0037,genUp,1.923913647,
West,WestNorth,heat,districtHeat,h0038,genUp,1.949770882,
West,WestNorth,heat,districtHeat,h0039,genUp,2.000617413,
West,WestNorth,heat,districtHeat,h0040,genUp,2.082509477,
West,WestNorth,heat,districtHeat,h0041,genUp,2.116418869,
West,WestNorth,heat,districtHeat,h0042,genUp,2.139482121,
West,WestNorth,heat,districtHeat,h0043,genUp,2.105712132,
West,WestNorth,heat,districtHeat,h0044,genUp,2.021685447,
West,WestNorth,heat,districtHeat,h0045,genUp,1.830551691,
West,WestNorth,heat,districtHeat,h0046,genUp,1.49727306,
West,WestNorth,heat,districtHeat,h0047,genUp,1.225011526,
West,WestNorth,heat,districtHeat,h0048,genUp,0.895569969,
West,WestNorth,heat,districtHeat,h0049,genUp,0.929461733,
West,WestNorth,heat,districtHeat,h0050,genUp,0.967240491,
West,WestNorth,heat,districtHeat,h0051,genUp,1.046199664,
West,WestNorth,heat,districtHeat,h0052,genUp,1.225272351,
West,WestNorth,heat,districtHeat,h0053,genUp,1.67629385,
West,WestNorth,heat,districtHeat,h0054,genUp,1.88705557,
West,WestNorth,heat,districtHeat,h0055,genUp,1.796382461,
West,WestNorth,heat,districtHeat,h0056,genUp,1.797423082,
West,WestNorth,heat,districtHeat,h0057,genUp,1.712355282,
West,WestNorth,heat,districtHeat,h0058,genUp,1.619686956,
West,WestNorth,heat,districtHeat,h0059,genUp,1.582809909,
West,WestNorth,heat,districtHeat,h0060,genUp,1.527781784,
West,WestNorth,heat,districtHeat,h0061,genUp,1.526671638,
West,WestNorth,heat,districtHeat,h0062,genUp,1.509717859,
West,WestNorth,heat,districtHeat,h0063,genUp,1.568564299,
West,WestNorth,heat,districtHeat,h0064,genUp,1.651549375,
West,WestNorth,heat,districtHeat,h0065,genUp,1.723757836,
West,WestNorth,heat,districtHeat,h0066,genUp,1.755775452,
West,WestNorth,heat,districtHeat,h0067,genUp,1.735350349,
West,WestNorth,heat,districtHeat,h0068,genUp,1.674108957,
West,WestNorth,heat,districtHeat,h0069,genUp,1.52257621,
West,WestNorth,heat,districtHeat,h0070,genUp,1.233896574,
West,WestNorth,heat,districtHeat,h0071,genUp,0.991066756,
West,WestNorth,heat,districtHeat,h0072,genUp,0.795803445,
West,WestNorth,heat,districtHeat,h0073,genUp,0.843664694,
West,WestNorth,heat,districtHeat,h0074,genUp,0.831239994,
West,WestNorth,heat,districtHeat,h0075,genUp,0.905270706,
West,WestNorth,heat,districtHeat,h0076,genUp,1.109262813,
West,WestNorth,heat,districtHeat,h0077,genUp,1.537828524,
West,WestNorth,heat,districtHeat,h0078,genUp,1.667341111,
West,WestNorth,heat,districtHeat,h0079,genUp,1.558325623,
West,WestNorth,heat,districtHeat,h0080,genUp,1.554940959,
West,WestNorth,heat,districtHeat,h0081,genUp,1.479365462,
West,WestNorth,heat,districtHeat,h0082,genUp,1.40311347,
West,WestNorth,heat,districtHeat,h0083,genUp,1.358236515,
West,WestNorth,heat,districtHeat,h0084,genUp,1.317629153,
West,WestNorth,heat,districtHeat,h0085,genUp,1.331442948,
West,WestNorth,heat,districtHeat,h0086,genUp,1.356362861,
West,WestNorth,heat,districtHeat,h0087,genUp,1.404224604,
West,WestNorth,heat,districtHeat,h0088,genUp,1.467860455,
West,WestNorth,heat,districtHeat,h0089,genUp,1.530125334,
West,WestNorth,heat,districtHeat,h0090,genUp,1.564121386,
West,WestNorth,heat,districtHeat,h0091,genUp,1.561015175,
West,WestNorth,heat,districtHeat,h0092,genUp,1.519088245,
West,WestNorth,heat,districtHeat,h0093,genUp,1.373386517,
West,WestNorth,heat,districtHeat,h0094,genUp,1.10947061,
West,WestNorth,heat,districtHeat,h0095,genUp,0.88682305,
West,WestNorth,heat,districtHeat,h0096,genUp,0.942198803,
West,WestNorth,heat,districtHeat,h0097,genUp,0.981105688,
West,WestNorth,heat,districtHeat,h0098,genUp,1.003960506,
West,WestNorth,heat,districtHeat,h0099,genUp,1.101817625,
West,WestNorth,heat,districtHeat,h0100,genUp,1.285280834,
West,WestNorth,heat,districtHeat,h0101,genUp,1.713812629,
West,WestNorth,heat,districtHeat,h0102,genUp,1.9578064,
West,WestNorth,heat,districtHeat,h0103,genUp,1.890595079,
West,WestNorth,heat,districtHeat,h0104,genUp,1.897119234,
West,WestNorth,heat,districtHeat,h0105,genUp,1.807122973,
West,WestNorth,heat,districtHeat,h0106,genUp,1.726896975,
West,WestNorth,heat,districtHeat,h0107,genUp,1.642766496,
West,WestNorth,heat,districtHeat,h0108,genUp,1.602159135,
West,WestNorth,heat,districtHeat,h0109,genUp,1.623938075,
West,WestNorth,heat,districtHeat,h0110,genUp,1.635877722,
West,WestNorth,heat,districtHeat,h0111,genUp,1.686724253,
West,WestNorth,heat,districtHeat,h0112,genUp,1.758759394,
West,WestNorth,heat,districtHeat,h0113,genUp,1.810074339,
West,WestNorth,heat,districtHeat,h0114,genUp,1.843081173,
West,WestNorth,heat,districtHeat,h0115,genUp,1.827584531,
West,WestNorth,heat,districtHeat,h0116,genUp,1.746907254,
West,WestNorth,heat,districtHeat,h0117,genUp,1.589908106,
West,WestNorth,heat,districtHeat,h0118,genUp,1.269488814,
West,WestNorth,heat,districtHeat,h0119,genUp,1.024715323,
West,WestNorth,heat,districtHeat,h0120,genUp,1.077730886,
West,WestNorth,heat,districtHeat,h0121,genUp,1.123561802,
West,WestNorth,heat,districtHeat,h0122,genUp,1.147371076,
West,WestNorth,heat,districtHeat,h0123,genUp,1.244690256,
West,WestNorth,heat,districtHeat,h0124,genUp,1.434036382,
West,WestNorth,heat,districtHeat,h0125,genUp,1.90400857,
West,WestNorth,heat,districtHeat,h0126,genUp,2.166484265,
West,WestNorth,heat,districtHeat,h0127,genUp,2.101285649,
West,WestNorth,heat,districtHeat,h0128,genUp,2.114230659,
West,WestNorth,heat,districtHeat,h0129,genUp,2.020208495,
West,WestNorth,heat,districtHeat,h0130,genUp,1.930073677,
West,WestNorth,heat,districtHeat,h0131,genUp,1.84495398,
West,WestNorth,heat,districtHeat,h0132,genUp,1.800372613,
West,WestNorth,heat,districtHeat,h0133,genUp,1.822186316,
West,WestNorth,heat,districtHeat,h0134,genUp,1.842039212,
West,WestNorth,heat,districtHeat,h0135,genUp,1.891931288,
West,WestNorth,heat,districtHeat,h0136,genUp,1.972834134,
West,WestNorth,heat,districtHeat,h0137,genUp,2.01370232,
West,WestNorth,heat,districtHeat,h0138,genUp,2.029303602,
West,WestNorth,heat,districtHeat,h0139,genUp,2.00643165,
West,WestNorth,heat,districtHeat,h0140,genUp,1.930318214,
West,WestNorth,heat,districtHeat,h0141,genUp,1.747097707,
West,WestNorth,heat,districtHeat,h0142,genUp,1.412274785,
West,WestNorth,heat,districtHeat,h0143,genUp,1.149349369,
West,WestNorth,heat,districtHeat,h0144,genUp,1.053001921,
West,WestNorth,heat,districtHeat,h0145,genUp,1.097340443,
West,WestNorth,heat,districtHeat,h0146,genUp,1.12264211,
West,WestNorth,heat,districtHeat,h0147,genUp,1.21996129,
West,WestNorth,heat,districtHeat,h0148,genUp,1.413281422,
West,WestNorth,heat,districtHeat,h0149,genUp,1.877821973,
West,WestNorth,heat,districtHeat,h0150,genUp,2.141252123,
West,WestNorth,heat,districtHeat,h0151,genUp,2.074561113,
West,WestNorth,heat,districtHeat,h0152,genUp,2.087506123,
West,WestNorth,heat,districtHeat,h0153,genUp,1.991002347,
West,WestNorth,heat,districtHeat,h0154,genUp,1.90086753,
West,WestNorth,heat,districtHeat,h0155,genUp,1.813300983,
West,WestNorth,heat,districtHeat,h0156,genUp,1.77265886,
West,WestNorth,heat,districtHeat,h0157,genUp,1.794472563,
West,WestNorth,heat,districtHeat,h0158,genUp,1.814325458,
West,WestNorth,heat,districtHeat,h0159,genUp,1.866664384,
West,WestNorth,heat,districtHeat,h0160,genUp,1.94512038,
West,WestNorth,heat,districtHeat,h0161,genUp,1.988435416,
West,WestNorth,heat,districtHeat,h0162,genUp,2.008010704,
West,WestNorth,heat,districtHeat,h0163,genUp,1.983646358,
West,WestNorth,heat,districtHeat,h0164,genUp,1.91051771,
West,WestNorth,heat,districtHeat,h0165,genUp,1.73073327,
West,WestNorth,heat,districtHeat,h0166,genUp,1.390027432,
West,WestNorth,heat,districtHeat,h0167,genUp,1.127067253,
West,WestNorth,heat,districtHeat,h0168,genUp,0.892775635,
West,WestNorth,heat,districtHeat,h0169,genUp,0.935621763,
West,WestNorth,heat,districtHeat,h0170,genUp,0.954537337,
West,WestNorth,heat,districtHeat,h0171,genUp,1.045435662,
West,WestNorth,heat,districtHeat,h0172,genUp,1.220985623,
West,WestNorth,heat,districtHeat,h0173,genUp,1.615469468,
West,WestNorth,heat,districtHeat,h0174,genUp,1.843567215,
West,WestNorth,heat,districtHeat,h0175,genUp,1.786264714,
West,WestNorth,heat,districtHeat,h0176,genUp,1.799747663,
West,WestNorth,heat,districtHeat,h0177,genUp,1.704771044,
West,WestNorth,heat,districtHeat,h0178,genUp,1.624041869,
West,WestNorth,heat,districtHeat,h0179,genUp,1.549317033,
West,WestNorth,heat,districtHeat,h0180,genUp,1.51169446,
West,WestNorth,heat,districtHeat,h0181,genUp,1.535000557,
West,WestNorth,heat,districtHeat,h0182,genUp,1.553864235,
West,WestNorth,heat,districtHeat,h0183,genUp,1.604710766,
West,WestNorth,heat,districtHeat,h0184,genUp,1.671782684,
West,WestNorth,heat,districtHeat,h0185,genUp,1.715635658,
West,WestNorth,heat,districtHeat,h0186,genUp,1.732729334,
West,WestNorth,heat,districtHeat,h0187,genUp,1.718725087,
West,WestNorth,heat,districtHeat,h0188,genUp,1.654498906,
West,WestNorth,heat,districtHeat,h0189,genUp,1.496458644,
West,WestNorth,heat,districtHeat,h0190,genUp,1.194833504,
West,WestNorth,heat,districtHeat,h0191,genUp,0.966840967,
West,WestNorth,heat,districtHeat,h0192,genUp,0.651316998,
West,WestNorth,heat,districtHeat,h0193,genUp,0.691716277,
West,WestNorth,heat,districtHeat,h0194,genUp,0.70179891,
West,WestNorth,heat,districtHeat,h0195,genUp,0.782823178,
West,WestNorth,heat,districtHeat,h0196,genUp,0.952490222,
West,WestNorth,heat,districtHeat,h0197,genUp,1.261611668,
West,WestNorth,heat,districtHeat,h0198,genUp,1.486602216,
West,WestNorth,heat,districtHeat,h0199,genUp,1.433742628,
West,WestNorth,heat,districtHeat,h0200,genUp,1.434887043,
West,WestNorth,heat,districtHeat,h0201,genUp,1.327103476,
West,WestNorth,heat,districtHeat,h0202,genUp,1.256283121,
West,WestNorth,heat,districtHeat,h0203,genUp,1.188482317,
West,WestNorth,heat,districtHeat,h0204,genUp,1.1523869,
West,WestNorth,heat,districtHeat,h0205,genUp,1.166738633,
West,WestNorth,heat,districtHeat,h0206,genUp,1.185688971,
West,WestNorth,heat,districtHeat,h0207,genUp,1.233012775,
West,WestNorth,heat,districtHeat,h0208,genUp,1.289689831,
West,WestNorth,heat,districtHeat,h0209,genUp,1.328111169,
West,WestNorth,heat,districtHeat,h0210,genUp,1.367000919,
West,WestNorth,heat,districtHeat,h0211,genUp,1.369239686,
West,WestNorth,heat,districtHeat,h0212,genUp,1.32125652,
West,WestNorth,heat,districtHeat,h0213,genUp,1.194366079,
West,WestNorth,heat,districtHeat,h0214,genUp,0.938329153,
West,WestNorth,heat,districtHeat,h0215,genUp,0.738813876,
West,WestNorth,heat,districtHeat,h0216,genUp,0.436131618,
West,WestNorth,heat,districtHeat,h0217,genUp,0.444027733,
West,WestNorth,heat,districtHeat,h0218,genUp,0.469988761,
West,WestNorth,heat,districtHeat,h0219,genUp,0.519776549,
West,WestNorth,heat,districtHeat,h0220,genUp,0.67420693,
West,WestNorth,heat,districtHeat,h0221,genUp,0.963059107,
West,WestNorth,heat,districtHeat,h0222,genUp,1.11353311,
West,WestNorth,heat,districtHeat,h0223,genUp,1.062843401,
West,WestNorth,heat,districtHeat,h0224,genUp,1.040664584,
West,WestNorth,heat,districtHeat,h0225,genUp,0.955215031,
West,WestNorth,heat,districtHeat,h0226,genUp,0.877921924,
West,WestNorth,heat,districtHeat,h0227,genUp,0.837487388,
West,WestNorth,heat,districtHeat,h0228,genUp,0.802849603,
West,WestNorth,heat,districtHeat,h0229,genUp,0.789435685,
West,WestNorth,heat,districtHeat,h0230,genUp,0.760230032,
West,WestNorth,heat,districtHeat,h0231,genUp,0.803215211,
West,WestNorth,heat,districtHeat,h0232,genUp,0.841705579,
West,WestNorth,heat,districtHeat,h0233,genUp,0.891666686,
West,WestNorth,heat,districtHeat,h0234,genUp,0.952387274,
West,WestNorth,heat,districtHeat,h0235,genUp,0.988795413,
West,WestNorth,heat,districtHeat,h0236,genUp,0.960074813,
West,WestNorth,heat,districtHeat,h0237,genUp,0.885002492,
West,WestNorth,heat,districtHeat,h0238,genUp,0.693365065,
West,WestNorth,heat,districtHeat,h0239,genUp,0.515871432,
West,WestNorth,heat,districtHeat,h0240,genUp,0.574231973,
West,WestNorth,heat,districtHeat,h0241,genUp,0.627108342,
West,WestNorth,heat,districtHeat,h0242,genUp,0.596445058,
West,WestNorth,heat,districtHeat,h0243,genUp,0.664540956,
West,WestNorth,heat,districtHeat,h0244,genUp,0.838823739,
West,WestNorth,heat,districtHeat,h0245,genUp,1.177653662,
West,WestNorth,heat,districtHeat,h0246,genUp,1.2817598,
West,WestNorth,heat,districtHeat,h0247,genUp,1.192076403,
West,WestNorth,heat,districtHeat,h0248,genUp,1.176301308,
West,WestNorth,heat,districtHeat,h0249,genUp,1.101801689,
West,WestNorth,heat,districtHeat,h0250,genUp,1.037436951,
West,WestNorth,heat,districtHeat,h0251,genUp,0.993514451,
West,WestNorth,heat,districtHeat,h0252,genUp,0.962347496,
West,WestNorth,heat,districtHeat,h0253,genUp,0.973714441,
West,WestNorth,heat,districtHeat,h0254,genUp,0.994660349,
West,WestNorth,heat,districtHeat,h0255,genUp,1.03257851,
West,WestNorth,heat,districtHeat,h0256,genUp,1.097758651,
West,WestNorth,heat,districtHeat,h0257,genUp,1.151607105,
West,WestNorth,heat,districtHeat,h0258,genUp,1.186557612,
West,WestNorth,heat,districtHeat,h0259,genUp,1.197750743,
West,WestNorth,heat,districtHeat,h0260,genUp,1.172604767,
West,WestNorth,heat,districtHeat,h0261,genUp,1.051580108,
West,WestNorth,heat,districtHeat,h0262,genUp,0.847621281,
West,WestNorth,heat,districtHeat,h0263,genUp,0.650414297,
West,WestNorth,heat,districtHeat,h0264,genUp,0.678579472,
West,WestNorth,heat,districtHeat,h0265,genUp,0.718978751,
West,WestNorth,heat,districtHeat,h0266,genUp,0.729061384,
West,WestNorth,heat,districtHeat,h0267,genUp,0.81751286,
West,WestNorth,heat,districtHeat,h0268,genUp,0.984733055,
West,WestNorth,heat,districtHeat,h0269,genUp,1.29630135,
West,WestNorth,heat,districtHeat,h0270,genUp,1.49147878,
West,WestNorth,heat,districtHeat,h0271,genUp,1.440614763,
West,WestNorth,heat,districtHeat,h0272,genUp,1.446687638,
West,WestNorth,heat,districtHeat,h0273,genUp,1.34935083,
West,WestNorth,heat,districtHeat,h0274,genUp,1.275545687,
West,WestNorth,heat,districtHeat,h0275,genUp,1.201775306,
West,WestNorth,heat,districtHeat,h0276,genUp,1.178070321,
West,WestNorth,heat,districtHeat,h0277,genUp,1.192959993,
West,WestNorth,heat,districtHeat,h0278,genUp,1.203910421,
West,WestNorth,heat,districtHeat,h0279,genUp,1.251737402,
West,WestNorth,heat,districtHeat,h0280,genUp,1.314418797,
West,WestNorth,heat,districtHeat,h0281,genUp,1.360267342,
West,WestNorth,heat,districtHeat,h0282,genUp,1.404172213,
West,WestNorth,heat,districtHeat,h0283,genUp,1.407903374,
West,WestNorth,heat,districtHeat,h0284,genUp,1.351503783,
West,WestNorth,heat,districtHeat,h0285,genUp,1.223120948,
West,WestNorth,heat,districtHeat,h0286,genUp,0.960125227,
West,WestNorth,heat,districtHeat,h0287,genUp,0.755178313,
West,WestNorth,heat,districtHeat,h0288,genUp,0.647429652,
West,WestNorth,heat,districtHeat,h0289,genUp,0.684844142,
West,WestNorth,heat,districtHeat,h0290,genUp,0.692479926,
West,WestNorth,heat,districtHeat,h0291,genUp,0.777946614,
West,WestNorth,heat,districtHeat,h0292,genUp,0.945166809,
West,WestNorth,heat,districtHeat,h0293,genUp,1.244431332,
West,WestNorth,heat,districtHeat,h0294,genUp,1.43365632,
West,WestNorth,heat,districtHeat,h0295,genUp,1.386766309,
West,WestNorth,heat,districtHeat,h0296,genUp,1.396327149,
West,WestNorth,heat,districtHeat,h0297,genUp,1.288543582,
West,WestNorth,heat,districtHeat,h0298,genUp,1.214235263,
West,WestNorth,heat,districtHeat,h0299,genUp,1.147926852,
West,WestNorth,heat,districtHeat,h0300,genUp,1.118252291,
West,WestNorth,heat,districtHeat,h0301,genUp,1.140603933,
West,WestNorth,heat,districtHeat,h0302,genUp,1.156031544,
West,WestNorth,heat,districtHeat,h0303,genUp,1.20236613,
West,WestNorth,heat,districtHeat,h0304,genUp,1.260570343,
West,WestNorth,heat,districtHeat,h0305,genUp,1.304926494,
