region_1,region_2,technology_1,timestep_4,scenario,parameter,value
West,WestSouth,solar,h5692,scenarioA,avaConv,0
West,WestSouth,solar,h5693,scenarioA,avaConv,0
West,WestSouth,solar,h5694,scenarioA,avaConv,0
West,WestSouth,solar,h5695,scenarioA,avaConv,0.003376304
West,WestSouth,solar,h5696,scenarioA,avaConv,0.064763659
West,WestSouth,solar,h5697,scenarioA,avaConv,0.220687538
West,WestSouth,solar,h5698,scenarioA,avaConv,0.38121547
West,WestSouth,solar,h5699,scenarioA,avaConv,0.504297115
West,WestSouth,solar,h5700,scenarioA,avaConv,0.582565991
West,WestSouth,solar,h5701,scenarioA,avaConv,0.614333947
West,WestSouth,solar,h5702,scenarioA,avaConv,0.612952732
West,WestSouth,solar,h5703,scenarioA,avaConv,0.55985267
West,WestSouth,solar,h5704,scenarioA,avaConv,0.463781461
West,WestSouth,solar,h5705,scenarioA,avaConv,0.362492327
West,WestSouth,solar,h5706,scenarioA,avaConv,0.234653161
West,WestSouth,solar,h5707,scenarioA,avaConv,0.093462247
West,WestSouth,solar,h5708,scenarioA,avaConv,0.013505218
West,WestSouth,solar,h5709,scenarioA,avaConv,0
West,WestSouth,solar,h5710,scenarioA,avaConv,0
West,WestSouth,solar,h5711,scenarioA,avaConv,0
West,WestSouth,solar,h5712,scenarioA,avaConv,0
West,WestSouth,solar,h5713,scenarioA,avaConv,0
West,WestSouth,solar,h5714,scenarioA,avaConv,0
West,WestSouth,solar,h5715,scenarioA,avaConv,0
West,WestSouth,solar,h5716,scenarioA,avaConv,0
West,WestSouth,solar,h5717,scenarioA,avaConv,0
West,WestSouth,solar,h5718,scenarioA,avaConv,0
West,WestSouth,solar,h5719,scenarioA,avaConv,0.002302026
West,WestSouth,solar,h5720,scenarioA,avaConv,0.047268263
West,WestSouth,solar,h5721,scenarioA,avaConv,0.150399018
West,WestSouth,solar,h5722,scenarioA,avaConv,0.263658686
West,WestSouth,solar,h5723,scenarioA,avaConv,0.359116022
West,WestSouth,solar,h5724,scenarioA,avaConv,0.434775936
West,WestSouth,solar,h5725,scenarioA,avaConv,0.471301412
West,WestSouth,solar,h5726,scenarioA,avaConv,0.476519337
West,WestSouth,solar,h5727,scenarioA,avaConv,0.454880295
West,WestSouth,solar,h5728,scenarioA,avaConv,0.371393493
West,WestSouth,solar,h5729,scenarioA,avaConv,0.278391651
West,WestSouth,solar,h5730,scenarioA,avaConv,0.166666667
West,WestSouth,solar,h5731,scenarioA,avaConv,0.066912216
West,WestSouth,solar,h5732,scenarioA,avaConv,0.00951504
West,WestSouth,solar,h5733,scenarioA,avaConv,0
West,WestSouth,solar,h5734,scenarioA,avaConv,0
West,WestSouth,solar,h5735,scenarioA,avaConv,0
West,WestSouth,solar,h5736,scenarioA,avaConv,0
West,WestSouth,solar,h5737,scenarioA,avaConv,0
West,WestSouth,solar,h5738,scenarioA,avaConv,0
West,WestSouth,solar,h5739,scenarioA,avaConv,0
West,WestSouth,solar,h5740,scenarioA,avaConv,0
West,WestSouth,solar,h5741,scenarioA,avaConv,0
West,WestSouth,solar,h5742,scenarioA,avaConv,0
West,WestSouth,solar,h5743,scenarioA,avaConv,0.001841621
West,WestSouth,solar,h5744,scenarioA,avaConv,0.045119705
West,WestSouth,solar,h5745,scenarioA,avaConv,0.157458564
West,WestSouth,solar,h5746,scenarioA,avaConv,0.290362185
West,WestSouth,solar,h5747,scenarioA,avaConv,0.399631676
West,WestSouth,solar,h5748,scenarioA,avaConv,0.482811541
West,WestSouth,solar,h5749,scenarioA,avaConv,0.521945979
West,WestSouth,solar,h5750,scenarioA,avaConv,0.536525476
West,WestSouth,solar,h5751,scenarioA,avaConv,0.517648864
West,WestSouth,solar,h5752,scenarioA,avaConv,0.457642726
West,WestSouth,solar,h5753,scenarioA,avaConv,0.376304481
West,WestSouth,solar,h5754,scenarioA,avaConv,0.246930632
West,WestSouth,solar,h5755,scenarioA,avaConv,0.108962554
West,WestSouth,solar,h5756,scenarioA,avaConv,0.015960712
West,WestSouth,solar,h5757,scenarioA,avaConv,0
West,WestSouth,solar,h5758,scenarioA,avaConv,0
West,WestSouth,solar,h5759,scenarioA,avaConv,0
West,WestSouth,solar,h5760,scenarioA,avaConv,0
West,WestSouth,solar,h5761,scenarioA,avaConv,0
West,WestSouth,solar,h5762,scenarioA,avaConv,0
West,WestSouth,solar,h5763,scenarioA,avaConv,0
West,WestSouth,solar,h5764,scenarioA,avaConv,0
West,WestSouth,solar,h5765,scenarioA,avaConv,0
West,WestSouth,solar,h5766,scenarioA,avaConv,0
West,WestSouth,solar,h5767,scenarioA,avaConv,0.002148557
West,WestSouth,solar,h5768,scenarioA,avaConv,0.056476366
West,WestSouth,solar,h5769,scenarioA,avaConv,0.200429711
West,WestSouth,solar,h5770,scenarioA,avaConv,0.360343769
West,WestSouth,solar,h5771,scenarioA,avaConv,0.491712707
West,WestSouth,solar,h5772,scenarioA,avaConv,0.576120319
West,WestSouth,solar,h5773,scenarioA,avaConv,0.612952732
West,WestSouth,solar,h5774,scenarioA,avaConv,0.615101289
West,WestSouth,solar,h5775,scenarioA,avaConv,0.572130141
West,WestSouth,solar,h5776,scenarioA,avaConv,0.500153468
West,WestSouth,solar,h5777,scenarioA,avaConv,0.397790055
West,WestSouth,solar,h5778,scenarioA,avaConv,0.261049724
West,WestSouth,solar,h5779,scenarioA,avaConv,0.107120933
West,WestSouth,solar,h5780,scenarioA,avaConv,0.014732965
West,WestSouth,solar,h5781,scenarioA,avaConv,0
West,WestSouth,solar,h5782,scenarioA,avaConv,0
West,WestSouth,solar,h5783,scenarioA,avaConv,0
West,WestSouth,solar,h5784,scenarioA,avaConv,0
West,WestSouth,solar,h5785,scenarioA,avaConv,0
West,WestSouth,solar,h5786,scenarioA,avaConv,0
West,WestSouth,solar,h5787,scenarioA,avaConv,0
West,WestSouth,solar,h5788,scenarioA,avaConv,0
West,WestSouth,solar,h5789,scenarioA,avaConv,0
West,WestSouth,solar,h5790,scenarioA,avaConv,0
West,WestSouth,solar,h5791,scenarioA,avaConv,0.001995089
West,WestSouth,solar,h5792,scenarioA,avaConv,0.055555556
West,WestSouth,solar,h5793,scenarioA,avaConv,0.197053407
West,WestSouth,solar,h5794,scenarioA,avaConv,0.359883364
West,WestSouth,solar,h5795,scenarioA,avaConv,0.491712707
West,WestSouth,solar,h5796,scenarioA,avaConv,0.572590546
West,WestSouth,solar,h5797,scenarioA,avaConv,0.610036832
West,WestSouth,solar,h5798,scenarioA,avaConv,0.611571516
West,WestSouth,solar,h5799,scenarioA,avaConv,0.573050952
West,WestSouth,solar,h5800,scenarioA,avaConv,0.497851443
West,WestSouth,solar,h5801,scenarioA,avaConv,0.388888889
West,WestSouth,solar,h5802,scenarioA,avaConv,0.243707796
West,WestSouth,solar,h5803,scenarioA,avaConv,0.094229589
West,WestSouth,solar,h5804,scenarioA,avaConv,0.011049724
West,WestSouth,solar,h5805,scenarioA,avaConv,0
West,WestSouth,solar,h5806,scenarioA,avaConv,0
West,WestSouth,solar,h5807,scenarioA,avaConv,0
West,WestSouth,solar,h5808,scenarioA,avaConv,0
West,WestSouth,solar,h5809,scenarioA,avaConv,0
West,WestSouth,solar,h5810,scenarioA,avaConv,0
West,WestSouth,solar,h5811,scenarioA,avaConv,0
West,WestSouth,solar,h5812,scenarioA,avaConv,0
West,WestSouth,solar,h5813,scenarioA,avaConv,0
West,WestSouth,solar,h5814,scenarioA,avaConv,0
West,WestSouth,solar,h5815,scenarioA,avaConv,0.002455494
West,WestSouth,solar,h5816,scenarioA,avaConv,0.050184162
West,WestSouth,solar,h5817,scenarioA,avaConv,0.155616943
West,WestSouth,solar,h5818,scenarioA,avaConv,0.265039902
West,WestSouth,solar,h5819,scenarioA,avaConv,0.342541436
West,WestSouth,solar,h5820,scenarioA,avaConv,0.405003069
West,WestSouth,solar,h5821,scenarioA,avaConv,0.438766114
West,WestSouth,solar,h5822,scenarioA,avaConv,0.445672192
West,WestSouth,solar,h5823,scenarioA,avaConv,0.416820135
West,WestSouth,solar,h5824,scenarioA,avaConv,0.34315531
West,WestSouth,solar,h5825,scenarioA,avaConv,0.248925721
West,WestSouth,solar,h5826,scenarioA,avaConv,0.14165132
West,WestSouth,solar,h5827,scenarioA,avaConv,0.05033763
West,WestSouth,solar,h5828,scenarioA,avaConv,0.004910988
West,WestSouth,solar,h5829,scenarioA,avaConv,0.000306937
West,WestSouth,solar,h5830,scenarioA,avaConv,0
West,WestSouth,solar,h5831,scenarioA,avaConv,0
West,WestSouth,solar,h5832,scenarioA,avaConv,0
West,WestSouth,solar,h5833,scenarioA,avaConv,0
West,WestSouth,solar,h5834,scenarioA,avaConv,0
West,WestSouth,solar,h5835,scenarioA,avaConv,0
West,WestSouth,solar,h5836,scenarioA,avaConv,0
West,WestSouth,solar,h5837,scenarioA,avaConv,0
West,WestSouth,solar,h5838,scenarioA,avaConv,0
West,WestSouth,solar,h5839,scenarioA,avaConv,0.000613874
West,WestSouth,solar,h5840,scenarioA,avaConv,0.022713321
West,WestSouth,solar,h5841,scenarioA,avaConv,0.086249233
West,WestSouth,solar,h5842,scenarioA,avaConv,0.16635973
West,WestSouth,solar,h5843,scenarioA,avaConv,0.259668508
West,WestSouth,solar,h5844,scenarioA,avaConv,0.347759362
West,WestSouth,solar,h5845,scenarioA,avaConv,0.413750767
West,WestSouth,solar,h5846,scenarioA,avaConv,0.452271332
West,WestSouth,solar,h5847,scenarioA,avaConv,0.446286065
West,WestSouth,solar,h5848,scenarioA,avaConv,0.417434009
West,WestSouth,solar,h5849,scenarioA,avaConv,0.347452425
West,WestSouth,solar,h5850,scenarioA,avaConv,0.227133211
West,WestSouth,solar,h5851,scenarioA,avaConv,0.093001842
West,WestSouth,solar,h5852,scenarioA,avaConv,0.011663597
West,WestSouth,solar,h5853,scenarioA,avaConv,0
West,WestSouth,solar,h5854,scenarioA,avaConv,0
West,WestSouth,solar,h5855,scenarioA,avaConv,0
West,WestSouth,solar,h5856,scenarioA,avaConv,0
West,WestSouth,solar,h5857,scenarioA,avaConv,0
West,WestSouth,solar,h5858,scenarioA,avaConv,0
West,WestSouth,solar,h5859,scenarioA,avaConv,0
West,WestSouth,solar,h5860,scenarioA,avaConv,0
West,WestSouth,solar,h5861,scenarioA,avaConv,0
West,WestSouth,solar,h5862,scenarioA,avaConv,0
West,WestSouth,solar,h5863,scenarioA,avaConv,0.001534684
West,WestSouth,solar,h5864,scenarioA,avaConv,0.050030694
West,WestSouth,solar,h5865,scenarioA,avaConv,0.176028238
West,WestSouth,solar,h5866,scenarioA,avaConv,0.322590546
West,WestSouth,solar,h5867,scenarioA,avaConv,0.441375077
West,WestSouth,solar,h5868,scenarioA,avaConv,0.509821977
West,WestSouth,solar,h5869,scenarioA,avaConv,0.529158993
West,WestSouth,solar,h5870,scenarioA,avaConv,0.523173726
West,WestSouth,solar,h5871,scenarioA,avaConv,0.472989564
West,WestSouth,solar,h5872,scenarioA,avaConv,0.398710866
West,WestSouth,solar,h5873,scenarioA,avaConv,0.309392265
West,WestSouth,solar,h5874,scenarioA,avaConv,0.199508901
West,WestSouth,solar,h5875,scenarioA,avaConv,0.086863106
West,WestSouth,solar,h5876,scenarioA,avaConv,0.01043585
West,WestSouth,solar,h5877,scenarioA,avaConv,0
West,WestSouth,solar,h5878,scenarioA,avaConv,0
West,WestSouth,solar,h5879,scenarioA,avaConv,0
West,WestSouth,solar,h5880,scenarioA,avaConv,0
West,WestSouth,solar,h5881,scenarioA,avaConv,0
West,WestSouth,solar,h5882,scenarioA,avaConv,0
West,WestSouth,solar,h5883,scenarioA,avaConv,0
West,WestSouth,solar,h5884,scenarioA,avaConv,0
West,WestSouth,solar,h5885,scenarioA,avaConv,0
West,WestSouth,solar,h5886,scenarioA,avaConv,0
West,WestSouth,solar,h5887,scenarioA,avaConv,0.001227747
West,WestSouth,solar,h5888,scenarioA,avaConv,0.035758134
West,WestSouth,solar,h5889,scenarioA,avaConv,0.123388582
West,WestSouth,solar,h5890,scenarioA,avaConv,0.23388582
West,WestSouth,solar,h5891,scenarioA,avaConv,0.326273788
West,WestSouth,solar,h5892,scenarioA,avaConv,0.399017802
West,WestSouth,solar,h5893,scenarioA,avaConv,0.4315531
West,WestSouth,solar,h5894,scenarioA,avaConv,0.427869859
West,WestSouth,solar,h5895,scenarioA,avaConv,0.400245549
West,WestSouth,solar,h5896,scenarioA,avaConv,0.370779619
West,WestSouth,solar,h5897,scenarioA,avaConv,0.31368938
West,WestSouth,solar,h5898,scenarioA,avaConv,0.203959484
West,WestSouth,solar,h5899,scenarioA,avaConv,0.082872928
West,WestSouth,solar,h5900,scenarioA,avaConv,0.009208103
West,WestSouth,solar,h5901,scenarioA,avaConv,0
West,WestSouth,solar,h5902,scenarioA,avaConv,0
West,WestSouth,solar,h5903,scenarioA,avaConv,0
West,WestSouth,solar,h5904,scenarioA,avaConv,0
West,WestSouth,solar,h5905,scenarioA,avaConv,0
West,WestSouth,solar,h5906,scenarioA,avaConv,0
West,WestSouth,solar,h5907,scenarioA,avaConv,0
West,WestSouth,solar,h5908,scenarioA,avaConv,0
West,WestSouth,solar,h5909,scenarioA,avaConv,0
West,WestSouth,solar,h5910,scenarioA,avaConv,0
West,WestSouth,solar,h5911,scenarioA,avaConv,0.001227747
West,WestSouth,solar,h5912,scenarioA,avaConv,0.046961326
West,WestSouth,solar,h5913,scenarioA,avaConv,0.173112339
West,WestSouth,solar,h5914,scenarioA,avaConv,0.314917127
West,WestSouth,solar,h5915,scenarioA,avaConv,0.413290362
West,WestSouth,solar,h5916,scenarioA,avaConv,0.445979128
West,WestSouth,solar,h5917,scenarioA,avaConv,0.441375077
West,WestSouth,solar,h5918,scenarioA,avaConv,0.445979128
West,WestSouth,solar,h5919,scenarioA,avaConv,0.417127072
West,WestSouth,solar,h5920,scenarioA,avaConv,0.334100675
West,WestSouth,solar,h5921,scenarioA,avaConv,0.237262124
West,WestSouth,solar,h5922,scenarioA,avaConv,0.148864334
West,WestSouth,solar,h5923,scenarioA,avaConv,0.061387354
West,WestSouth,solar,h5924,scenarioA,avaConv,0.006138735
West,WestSouth,solar,h5925,scenarioA,avaConv,0
West,WestSouth,solar,h5926,scenarioA,avaConv,0
West,WestSouth,solar,h5927,scenarioA,avaConv,0
West,WestSouth,solar,h5928,scenarioA,avaConv,0
West,WestSouth,solar,h5929,scenarioA,avaConv,0
West,WestSouth,solar,h5930,scenarioA,avaConv,0
West,WestSouth,solar,h5931,scenarioA,avaConv,0
West,WestSouth,solar,h5932,scenarioA,avaConv,0
West,WestSouth,solar,h5933,scenarioA,avaConv,0
West,WestSouth,solar,h5934,scenarioA,avaConv,0
West,WestSouth,solar,h5935,scenarioA,avaConv,0.000767342
West,WestSouth,solar,h5936,scenarioA,avaConv,0.038674033
West,WestSouth,solar,h5937,scenarioA,avaConv,0.150092081
West,WestSouth,solar,h5938,scenarioA,avaConv,0.293431553
West,WestSouth,solar,h5939,scenarioA,avaConv,0.433087784
West,WestSouth,solar,h5940,scenarioA,avaConv,0.505217925
West,WestSouth,solar,h5941,scenarioA,avaConv,0.486187845
West,WestSouth,solar,h5942,scenarioA,avaConv,0.443984039
West,WestSouth,solar,h5943,scenarioA,avaConv,0.405463475
West,WestSouth,solar,h5944,scenarioA,avaConv,0.35359116
West,WestSouth,solar,h5945,scenarioA,avaConv,0.278698588
West,WestSouth,solar,h5946,scenarioA,avaConv,0.18538981
West,WestSouth,solar,h5947,scenarioA,avaConv,0.074278699
West,WestSouth,solar,h5948,scenarioA,avaConv,0.007366483
West,WestSouth,solar,h5949,scenarioA,avaConv,0
West,WestSouth,solar,h5950,scenarioA,avaConv,0
West,WestSouth,solar,h5951,scenarioA,avaConv,0
West,WestSouth,solar,h5952,scenarioA,avaConv,0
West,WestSouth,solar,h5953,scenarioA,avaConv,0
West,WestSouth,solar,h5954,scenarioA,avaConv,0
West,WestSouth,solar,h5955,scenarioA,avaConv,0
West,WestSouth,solar,h5956,scenarioA,avaConv,0
West,WestSouth,solar,h5957,scenarioA,avaConv,0
West,WestSouth,solar,h5958,scenarioA,avaConv,0
West,WestSouth,solar,h5959,scenarioA,avaConv,0.000767342
West,WestSouth,solar,h5960,scenarioA,avaConv,0.048802947
West,WestSouth,solar,h5961,scenarioA,avaConv,0.2053407
West,WestSouth,solar,h5962,scenarioA,avaConv,0.379680786
West,WestSouth,solar,h5963,scenarioA,avaConv,0.498925721
West,WestSouth,solar,h5964,scenarioA,avaConv,0.543278085
West,WestSouth,solar,h5965,scenarioA,avaConv,0.542664211
West,WestSouth,solar,h5966,scenarioA,avaConv,0.531767956
West,WestSouth,solar,h5967,scenarioA,avaConv,0.510128913
West,WestSouth,solar,h5968,scenarioA,avaConv,0.460405157
West,WestSouth,solar,h5969,scenarioA,avaConv,0.371393493
West,WestSouth,solar,h5970,scenarioA,avaConv,0.236034377
West,WestSouth,solar,h5971,scenarioA,avaConv,0.092848373
West,WestSouth,solar,h5972,scenarioA,avaConv,0.007213014
West,WestSouth,solar,h5973,scenarioA,avaConv,0
West,WestSouth,solar,h5974,scenarioA,avaConv,0
West,WestSouth,solar,h5975,scenarioA,avaConv,0
West,WestSouth,solar,h5976,scenarioA,avaConv,0
West,WestSouth,solar,h5977,scenarioA,avaConv,0
West,WestSouth,solar,h5978,scenarioA,avaConv,0
West,WestSouth,solar,h5979,scenarioA,avaConv,0
West,WestSouth,solar,h5980,scenarioA,avaConv,0
West,WestSouth,solar,h5981,scenarioA,avaConv,0
West,WestSouth,solar,h5982,scenarioA,avaConv,0
West,WestSouth,solar,h5983,scenarioA,avaConv,0.000767342
West,WestSouth,solar,h5984,scenarioA,avaConv,0.049570289
West,WestSouth,solar,h5985,scenarioA,avaConv,0.208717004
West,WestSouth,solar,h5986,scenarioA,avaConv,0.385512584
West,WestSouth,solar,h5987,scenarioA,avaConv,0.519643953
West,WestSouth,solar,h5988,scenarioA,avaConv,0.598526703
West,WestSouth,solar,h5989,scenarioA,avaConv,0.641804788
West,WestSouth,solar,h5990,scenarioA,avaConv,0.637507673
West,WestSouth,solar,h5991,scenarioA,avaConv,0.599907919
West,WestSouth,solar,h5992,scenarioA,avaConv,0.520257827
West,WestSouth,solar,h5993,scenarioA,avaConv,0.403468386
West,WestSouth,solar,h5994,scenarioA,avaConv,0.251074279
West,WestSouth,solar,h5995,scenarioA,avaConv,0.08839779
West,WestSouth,solar,h5996,scenarioA,avaConv,0.006445672
West,WestSouth,solar,h5997,scenarioA,avaConv,0
West,WestSouth,solar,h5998,scenarioA,avaConv,0
West,WestSouth,solar,h5999,scenarioA,avaConv,0
West,WestSouth,solar,h6000,scenarioA,avaConv,0
West,WestSouth,solar,h6001,scenarioA,avaConv,0
West,WestSouth,solar,h6002,scenarioA,avaConv,0
West,WestSouth,solar,h6003,scenarioA,avaConv,0
West,WestSouth,solar,h6004,scenarioA,avaConv,0
West,WestSouth,solar,h6005,scenarioA,avaConv,0
West,WestSouth,solar,h6006,scenarioA,avaConv,0
West,WestSouth,solar,h6007,scenarioA,avaConv,0.000767342
West,WestSouth,solar,h6008,scenarioA,avaConv,0.043585021
West,WestSouth,solar,h6009,scenarioA,avaConv,0.183087784
West,WestSouth,solar,h6010,scenarioA,avaConv,0.348680172
West,WestSouth,solar,h6011,scenarioA,avaConv,0.479895641
West,WestSouth,solar,h6012,scenarioA,avaConv,0.565684469
West,WestSouth,solar,h6013,scenarioA,avaConv,0.595917741
West,WestSouth,solar,h6014,scenarioA,avaConv,0.596531614
West,WestSouth,solar,h6015,scenarioA,avaConv,0.559545734
West,WestSouth,solar,h6016,scenarioA,avaConv,0.490178023
West,WestSouth,solar,h6017,scenarioA,avaConv,0.380601596
West,WestSouth,solar,h6018,scenarioA,avaConv,0.238182934
West,WestSouth,solar,h6019,scenarioA,avaConv,0.08364027
West,WestSouth,solar,h6020,scenarioA,avaConv,0.005831799
West,WestSouth,solar,h6021,scenarioA,avaConv,0
West,WestSouth,solar,h6022,scenarioA,avaConv,0
West,WestSouth,solar,h6023,scenarioA,avaConv,0
West,WestSouth,solar,h6024,scenarioA,avaConv,0
West,WestSouth,solar,h6025,scenarioA,avaConv,0
West,WestSouth,solar,h6026,scenarioA,avaConv,0
West,WestSouth,solar,h6027,scenarioA,avaConv,0
West,WestSouth,solar,h6028,scenarioA,avaConv,0
West,WestSouth,solar,h6029,scenarioA,avaConv,0
West,WestSouth,solar,h6030,scenarioA,avaConv,0
West,WestSouth,solar,h6031,scenarioA,avaConv,0.000613874
West,WestSouth,solar,h6032,scenarioA,avaConv,0.049109883
West,WestSouth,solar,h6033,scenarioA,avaConv,0.200736648
West,WestSouth,solar,h6034,scenarioA,avaConv,0.37737876
West,WestSouth,solar,h6035,scenarioA,avaConv,0.51043585
West,WestSouth,solar,h6036,scenarioA,avaConv,0.5893186
West,WestSouth,solar,h6037,scenarioA,avaConv,0.621393493
West,WestSouth,solar,h6038,scenarioA,avaConv,0.619551872
West,WestSouth,solar,h6039,scenarioA,avaConv,0.585942296
West,WestSouth,solar,h6040,scenarioA,avaConv,0.508287293
West,WestSouth,solar,h6041,scenarioA,avaConv,0.395334561
West,WestSouth,solar,h6042,scenarioA,avaConv,0.227133211
West,WestSouth,solar,h6043,scenarioA,avaConv,0.071055862
West,WestSouth,solar,h6044,scenarioA,avaConv,0.003990178
West,WestSouth,solar,h6045,scenarioA,avaConv,0
West,WestSouth,solar,h6046,scenarioA,avaConv,0
West,WestSouth,solar,h6047,scenarioA,avaConv,0
West,WestSouth,solar,h6048,scenarioA,avaConv,0
West,WestSouth,solar,h6049,scenarioA,avaConv,0
West,WestSouth,solar,h6050,scenarioA,avaConv,0
West,WestSouth,solar,h6051,scenarioA,avaConv,0
West,WestSouth,solar,h6052,scenarioA,avaConv,0
West,WestSouth,solar,h6053,scenarioA,avaConv,0
West,WestSouth,solar,h6054,scenarioA,avaConv,0
West,WestSouth,solar,h6055,scenarioA,avaConv,0.000613874
West,WestSouth,solar,h6056,scenarioA,avaConv,0.040515654
West,WestSouth,solar,h6057,scenarioA,avaConv,0.158686311
West,WestSouth,solar,h6058,scenarioA,avaConv,0.299570289
West,WestSouth,solar,h6059,scenarioA,avaConv,0.412062615
West,WestSouth,solar,h6060,scenarioA,avaConv,0.49524248
West,WestSouth,solar,h6061,scenarioA,avaConv,0.542971148
West,WestSouth,solar,h6062,scenarioA,avaConv,0.536218539
West,WestSouth,solar,h6063,scenarioA,avaConv,0.500613874
West,WestSouth,solar,h6064,scenarioA,avaConv,0.433548189
West,WestSouth,solar,h6065,scenarioA,avaConv,0.322590546
West,WestSouth,solar,h6066,scenarioA,avaConv,0.189686924
West,WestSouth,solar,h6067,scenarioA,avaConv,0.065991406
West,WestSouth,solar,h6068,scenarioA,avaConv,0.003683241
West,WestSouth,solar,h6069,scenarioA,avaConv,0
West,WestSouth,solar,h6070,scenarioA,avaConv,0
West,WestSouth,solar,h6071,scenarioA,avaConv,0
West,WestSouth,solar,h6072,scenarioA,avaConv,0
West,WestSouth,solar,h6073,scenarioA,avaConv,0
West,WestSouth,solar,h6074,scenarioA,avaConv,0
West,WestSouth,solar,h6075,scenarioA,avaConv,0
West,WestSouth,solar,h6076,scenarioA,avaConv,0
West,WestSouth,solar,h6077,scenarioA,avaConv,0
West,WestSouth,solar,h6078,scenarioA,avaConv,0
West,WestSouth,solar,h6079,scenarioA,avaConv,0.000306937
West,WestSouth,solar,h6080,scenarioA,avaConv,0.037753223
West,WestSouth,solar,h6081,scenarioA,avaConv,0.163597299
West,WestSouth,solar,h6082,scenarioA,avaConv,0.308164518
West,WestSouth,solar,h6083,scenarioA,avaConv,0.430478821
West,WestSouth,solar,h6084,scenarioA,avaConv,0.5
West,WestSouth,solar,h6085,scenarioA,avaConv,0.534683855
West,WestSouth,solar,h6086,scenarioA,avaConv,0.530079804
West,WestSouth,solar,h6087,scenarioA,avaConv,0.476365869
West,WestSouth,solar,h6088,scenarioA,avaConv,0.40208717
West,WestSouth,solar,h6089,scenarioA,avaConv,0.29558011
West,WestSouth,solar,h6090,scenarioA,avaConv,0.178944138
West,WestSouth,solar,h6091,scenarioA,avaConv,0.059238797
West,WestSouth,solar,h6092,scenarioA,avaConv,0.002608963
West,WestSouth,solar,h6093,scenarioA,avaConv,0
West,WestSouth,solar,h6094,scenarioA,avaConv,0
West,WestSouth,solar,h6095,scenarioA,avaConv,0
West,WestSouth,solar,h6096,scenarioA,avaConv,0
West,WestSouth,solar,h6097,scenarioA,avaConv,0
West,WestSouth,solar,h6098,scenarioA,avaConv,0
West,WestSouth,solar,h6099,scenarioA,avaConv,0
West,WestSouth,solar,h6100,scenarioA,avaConv,0
West,WestSouth,solar,h6101,scenarioA,avaConv,0
West,WestSouth,solar,h6102,scenarioA,avaConv,0
West,WestSouth,solar,h6103,scenarioA,avaConv,0.000306937
West,WestSouth,solar,h6104,scenarioA,avaConv,0.0208717
West,WestSouth,solar,h6105,scenarioA,avaConv,0.080417434
West,WestSouth,solar,h6106,scenarioA,avaConv,0.14732965
West,WestSouth,solar,h6107,scenarioA,avaConv,0.201810927
West,WestSouth,solar,h6108,scenarioA,avaConv,0.223603438
West,WestSouth,solar,h6109,scenarioA,avaConv,0.247391037
West,WestSouth,solar,h6110,scenarioA,avaConv,0.271025169
West,WestSouth,solar,h6111,scenarioA,avaConv,0.271025169
West,WestSouth,solar,h6112,scenarioA,avaConv,0.240638428
West,WestSouth,solar,h6113,scenarioA,avaConv,0.172498465
West,WestSouth,solar,h6114,scenarioA,avaConv,0.10359116
West,WestSouth,solar,h6115,scenarioA,avaConv,0.038827502
West,WestSouth,solar,h6116,scenarioA,avaConv,0.002455494
West,WestSouth,solar,h6117,scenarioA,avaConv,0
West,WestSouth,solar,h6118,scenarioA,avaConv,0
West,WestSouth,solar,h6119,scenarioA,avaConv,0
West,WestSouth,solar,h6120,scenarioA,avaConv,0
West,WestSouth,solar,h6121,scenarioA,avaConv,0
West,WestSouth,solar,h6122,scenarioA,avaConv,0
West,WestSouth,solar,h6123,scenarioA,avaConv,0
West,WestSouth,solar,h6124,scenarioA,avaConv,0
West,WestSouth,solar,h6125,scenarioA,avaConv,0
West,WestSouth,solar,h6126,scenarioA,avaConv,0
West,WestSouth,solar,h6127,scenarioA,avaConv,0
West,WestSouth,solar,h6128,scenarioA,avaConv,0.014119091
West,WestSouth,solar,h6129,scenarioA,avaConv,0.077655003
West,WestSouth,solar,h6130,scenarioA,avaConv,0.155003069
West,WestSouth,solar,h6131,scenarioA,avaConv,0.232197667
West,WestSouth,solar,h6132,scenarioA,avaConv,0.268416206
West,WestSouth,solar,h6133,scenarioA,avaConv,0.274401473
West,WestSouth,solar,h6134,scenarioA,avaConv,0.272406384
West,WestSouth,solar,h6135,scenarioA,avaConv,0.251995089
West,WestSouth,solar,h6136,scenarioA,avaConv,0.204726826
West,WestSouth,solar,h6137,scenarioA,avaConv,0.14073051
West,WestSouth,solar,h6138,scenarioA,avaConv,0.075966851
West,WestSouth,solar,h6139,scenarioA,avaConv,0.027317373
West,WestSouth,solar,h6140,scenarioA,avaConv,0.001227747
West,WestSouth,solar,h6141,scenarioA,avaConv,0
West,WestSouth,solar,h6142,scenarioA,avaConv,0
West,WestSouth,solar,h6143,scenarioA,avaConv,0
West,WestSouth,solar,h6144,scenarioA,avaConv,0
West,WestSouth,solar,h6145,scenarioA,avaConv,0
West,WestSouth,solar,h6146,scenarioA,avaConv,0
West,WestSouth,solar,h6147,scenarioA,avaConv,0
West,WestSouth,solar,h6148,scenarioA,avaConv,0
West,WestSouth,solar,h6149,scenarioA,avaConv,0
West,WestSouth,solar,h6150,scenarioA,avaConv,0
West,WestSouth,solar,h6151,scenarioA,avaConv,0
