region_1,region_2,technology_1,timestep_4,scenario,parameter,value
West,WestNorth,wind,h6137,scenarioB,avaConv,0.279279762
West,WestNorth,wind,h6138,scenarioB,avaConv,0.254911735
West,WestNorth,wind,h6139,scenarioB,avaConv,0.220437521
West,WestNorth,wind,h6140,scenarioB,avaConv,0.17765529
West,WestNorth,wind,h6141,scenarioB,avaConv,0.149984076
West,WestNorth,wind,h6142,scenarioB,avaConv,0.166703762
West,WestNorth,wind,h6143,scenarioB,avaConv,0.186738055
West,WestNorth,wind,h6144,scenarioB,avaConv,0.219071701
West,WestNorth,wind,h6145,scenarioB,avaConv,0.263423118
West,WestNorth,wind,h6146,scenarioB,avaConv,0.310637843
West,WestNorth,wind,h6147,scenarioB,avaConv,0.329959032
West,WestNorth,wind,h6148,scenarioB,avaConv,0.362229059
West,WestNorth,wind,h6149,scenarioB,avaConv,0.397297885
West,WestNorth,wind,h6150,scenarioB,avaConv,0.451641477
West,WestNorth,wind,h6151,scenarioB,avaConv,0.474015046
West,WestNorth,wind,h6152,scenarioB,avaConv,0.481037391
West,WestNorth,wind,h6153,scenarioB,avaConv,0.482754139
West,WestNorth,wind,h6154,scenarioB,avaConv,0.568418839
West,WestNorth,wind,h6155,scenarioB,avaConv,0.602100669
West,WestNorth,wind,h6156,scenarioB,avaConv,0.626158895
West,WestNorth,wind,h6157,scenarioB,avaConv,0.681257289
West,WestNorth,wind,h6158,scenarioB,avaConv,0.732435611
West,WestNorth,wind,h6159,scenarioB,avaConv,0.717762244
West,WestNorth,wind,h6160,scenarioB,avaConv,0.705945638
West,WestNorth,wind,h6161,scenarioB,avaConv,0.698319247
West,WestNorth,wind,h6162,scenarioB,avaConv,0.659652707
West,WestNorth,wind,h6163,scenarioB,avaConv,0.610758161
West,WestNorth,wind,h6164,scenarioB,avaConv,0.52001576
West,WestNorth,wind,h6165,scenarioB,avaConv,0.44957027
West,WestNorth,wind,h6166,scenarioB,avaConv,0.499117646
West,WestNorth,wind,h6167,scenarioB,avaConv,0.506128462
West,WestNorth,wind,h6168,scenarioB,avaConv,0.484261
West,WestNorth,wind,h6169,scenarioB,avaConv,0.502521096
West,WestNorth,wind,h6170,scenarioB,avaConv,0.513350528
West,WestNorth,wind,h6171,scenarioB,avaConv,0.522224121
West,WestNorth,wind,h6172,scenarioB,avaConv,0.537465063
West,WestNorth,wind,h6173,scenarioB,avaConv,0.528495679
West,WestNorth,wind,h6174,scenarioB,avaConv,0.534582256
West,WestNorth,wind,h6175,scenarioB,avaConv,0.51869604
West,WestNorth,wind,h6176,scenarioB,avaConv,0.522264588
West,WestNorth,wind,h6177,scenarioB,avaConv,0.550934276
West,WestNorth,wind,h6178,scenarioB,avaConv,0.544120863
West,WestNorth,wind,h6179,scenarioB,avaConv,0.543505311
West,WestNorth,wind,h6180,scenarioB,avaConv,0.594260806
West,WestNorth,wind,h6181,scenarioB,avaConv,0.531443655
West,WestNorth,wind,h6182,scenarioB,avaConv,0.526822678
West,WestNorth,wind,h6183,scenarioB,avaConv,0.493008422
West,WestNorth,wind,h6184,scenarioB,avaConv,0.441722189
West,WestNorth,wind,h6185,scenarioB,avaConv,0.433286447
West,WestNorth,wind,h6186,scenarioB,avaConv,0.322360858
West,WestNorth,wind,h6187,scenarioB,avaConv,0.212134716
West,WestNorth,wind,h6188,scenarioB,avaConv,0.25029537
West,WestNorth,wind,h6189,scenarioB,avaConv,0.329472465
West,WestNorth,wind,h6190,scenarioB,avaConv,0.379613119
West,WestNorth,wind,h6191,scenarioB,avaConv,0.387612561
West,WestNorth,wind,h6192,scenarioB,avaConv,0.404646306
West,WestNorth,wind,h6193,scenarioB,avaConv,0.473777088
West,WestNorth,wind,h6194,scenarioB,avaConv,0.501932908
West,WestNorth,wind,h6195,scenarioB,avaConv,0.539509767
West,WestNorth,wind,h6196,scenarioB,avaConv,0.572305951
West,WestNorth,wind,h6197,scenarioB,avaConv,0.553614249
West,WestNorth,wind,h6198,scenarioB,avaConv,0.547045705
West,WestNorth,wind,h6199,scenarioB,avaConv,0.580421703
West,WestNorth,wind,h6200,scenarioB,avaConv,0.555621775
West,WestNorth,wind,h6201,scenarioB,avaConv,0.589610988
West,WestNorth,wind,h6202,scenarioB,avaConv,0.568525706
West,WestNorth,wind,h6203,scenarioB,avaConv,0.556269011
West,WestNorth,wind,h6204,scenarioB,avaConv,0.617764944
West,WestNorth,wind,h6205,scenarioB,avaConv,0.610950957
West,WestNorth,wind,h6206,scenarioB,avaConv,0.590974042
West,WestNorth,wind,h6207,scenarioB,avaConv,0.49748148
West,WestNorth,wind,h6208,scenarioB,avaConv,0.613034814
West,WestNorth,wind,h6209,scenarioB,avaConv,0.561701409
West,WestNorth,wind,h6210,scenarioB,avaConv,0.561985965
West,WestNorth,wind,h6211,scenarioB,avaConv,0.560299725
West,WestNorth,wind,h6212,scenarioB,avaConv,0.550404608
West,WestNorth,wind,h6213,scenarioB,avaConv,0.582076358
West,WestNorth,wind,h6214,scenarioB,avaConv,0.544061661
West,WestNorth,wind,h6215,scenarioB,avaConv,0.59344779
West,WestNorth,wind,h6216,scenarioB,avaConv,0.599443519
West,WestNorth,wind,h6217,scenarioB,avaConv,0.563515078
West,WestNorth,wind,h6218,scenarioB,avaConv,0.549078104
West,WestNorth,wind,h6219,scenarioB,avaConv,0.511186104
West,WestNorth,wind,h6220,scenarioB,avaConv,0.477897662
West,WestNorth,wind,h6221,scenarioB,avaConv,0.462358855
West,WestNorth,wind,h6222,scenarioB,avaConv,0.461312768
West,WestNorth,wind,h6223,scenarioB,avaConv,0.403214931
West,WestNorth,wind,h6224,scenarioB,avaConv,0.37688553
West,WestNorth,wind,h6225,scenarioB,avaConv,0.380005022
West,WestNorth,wind,h6226,scenarioB,avaConv,0.41836249
West,WestNorth,wind,h6227,scenarioB,avaConv,0.363176899
West,WestNorth,wind,h6228,scenarioB,avaConv,0.34066524
West,WestNorth,wind,h6229,scenarioB,avaConv,0.356728034
West,WestNorth,wind,h6230,scenarioB,avaConv,0.339213337
West,WestNorth,wind,h6231,scenarioB,avaConv,0.383606592
West,WestNorth,wind,h6232,scenarioB,avaConv,0.350558606
West,WestNorth,wind,h6233,scenarioB,avaConv,0.337107565
West,WestNorth,wind,h6234,scenarioB,avaConv,0.299874239
West,WestNorth,wind,h6235,scenarioB,avaConv,0.2106801
West,WestNorth,wind,h6236,scenarioB,avaConv,0.197823806
West,WestNorth,wind,h6237,scenarioB,avaConv,0.184725846
West,WestNorth,wind,h6238,scenarioB,avaConv,0.201024532
West,WestNorth,wind,h6239,scenarioB,avaConv,0.219017839
West,WestNorth,wind,h6240,scenarioB,avaConv,0.230973193
West,WestNorth,wind,h6241,scenarioB,avaConv,0.248055081
West,WestNorth,wind,h6242,scenarioB,avaConv,0.26267373
West,WestNorth,wind,h6243,scenarioB,avaConv,0.28453108
West,WestNorth,wind,h6244,scenarioB,avaConv,0.257557161
West,WestNorth,wind,h6245,scenarioB,avaConv,0.26124214
West,WestNorth,wind,h6246,scenarioB,avaConv,0.288848584
West,WestNorth,wind,h6247,scenarioB,avaConv,0.276313535
West,WestNorth,wind,h6248,scenarioB,avaConv,0.284353554
West,WestNorth,wind,h6249,scenarioB,avaConv,0.250430419
West,WestNorth,wind,h6250,scenarioB,avaConv,0.242960035
West,WestNorth,wind,h6251,scenarioB,avaConv,0.280588176
West,WestNorth,wind,h6252,scenarioB,avaConv,0.333501013
West,WestNorth,wind,h6253,scenarioB,avaConv,0.35943242
West,WestNorth,wind,h6254,scenarioB,avaConv,0.368204938
West,WestNorth,wind,h6255,scenarioB,avaConv,0.344818098
West,WestNorth,wind,h6256,scenarioB,avaConv,0.354400098
West,WestNorth,wind,h6257,scenarioB,avaConv,0.328611118
West,WestNorth,wind,h6258,scenarioB,avaConv,0.292436556
West,WestNorth,wind,h6259,scenarioB,avaConv,0.243268245
West,WestNorth,wind,h6260,scenarioB,avaConv,0.228933937
West,WestNorth,wind,h6261,scenarioB,avaConv,0.209957198
West,WestNorth,wind,h6262,scenarioB,avaConv,0.20115025
West,WestNorth,wind,h6263,scenarioB,avaConv,0.184101283
West,WestNorth,wind,h6264,scenarioB,avaConv,0.177932997
West,WestNorth,wind,h6265,scenarioB,avaConv,0.160899254
West,WestNorth,wind,h6266,scenarioB,avaConv,0.155348865
West,WestNorth,wind,h6267,scenarioB,avaConv,0.144343609
West,WestNorth,wind,h6268,scenarioB,avaConv,0.141176194
West,WestNorth,wind,h6269,scenarioB,avaConv,0.12531233
West,WestNorth,wind,h6270,scenarioB,avaConv,0.113393809
West,WestNorth,wind,h6271,scenarioB,avaConv,0.111803278
West,WestNorth,wind,h6272,scenarioB,avaConv,0.096964626
West,WestNorth,wind,h6273,scenarioB,avaConv,0.080607396
West,WestNorth,wind,h6274,scenarioB,avaConv,0.080511046
West,WestNorth,wind,h6275,scenarioB,avaConv,0.095669043
West,WestNorth,wind,h6276,scenarioB,avaConv,0.110466313
West,WestNorth,wind,h6277,scenarioB,avaConv,0.111472223
West,WestNorth,wind,h6278,scenarioB,avaConv,0.126043474
West,WestNorth,wind,h6279,scenarioB,avaConv,0.132598145
West,WestNorth,wind,h6280,scenarioB,avaConv,0.130583154
West,WestNorth,wind,h6281,scenarioB,avaConv,0.144630353
West,WestNorth,wind,h6282,scenarioB,avaConv,0.137226679
West,WestNorth,wind,h6283,scenarioB,avaConv,0.132734435
West,WestNorth,wind,h6284,scenarioB,avaConv,0.135049887
West,WestNorth,wind,h6285,scenarioB,avaConv,0.146221198
West,WestNorth,wind,h6286,scenarioB,avaConv,0.15790326
West,WestNorth,wind,h6287,scenarioB,avaConv,0.156406481
West,WestNorth,wind,h6288,scenarioB,avaConv,0.15059721
West,WestNorth,wind,h6289,scenarioB,avaConv,0.118067593
West,WestNorth,wind,h6290,scenarioB,avaConv,0.101752417
West,WestNorth,wind,h6291,scenarioB,avaConv,0.096378715
West,WestNorth,wind,h6292,scenarioB,avaConv,0.088966671
West,WestNorth,wind,h6293,scenarioB,avaConv,0.084734807
West,WestNorth,wind,h6294,scenarioB,avaConv,0.081145933
West,WestNorth,wind,h6295,scenarioB,avaConv,0.082475433
West,WestNorth,wind,h6296,scenarioB,avaConv,0.07748909
West,WestNorth,wind,h6297,scenarioB,avaConv,0.077343956
West,WestNorth,wind,h6298,scenarioB,avaConv,0.063732573
West,WestNorth,wind,h6299,scenarioB,avaConv,0.057806185
West,WestNorth,wind,h6300,scenarioB,avaConv,0.059863974
West,WestNorth,wind,h6301,scenarioB,avaConv,0.059803204
West,WestNorth,wind,h6302,scenarioB,avaConv,0.062677294
West,WestNorth,wind,h6303,scenarioB,avaConv,0.059616536
West,WestNorth,wind,h6304,scenarioB,avaConv,0.061134793
West,WestNorth,wind,h6305,scenarioB,avaConv,0.058052352
West,WestNorth,wind,h6306,scenarioB,avaConv,0.055592114
West,WestNorth,wind,h6307,scenarioB,avaConv,0.054810051
West,WestNorth,wind,h6308,scenarioB,avaConv,0.052840079
West,WestNorth,wind,h6309,scenarioB,avaConv,0.056487108
West,WestNorth,wind,h6310,scenarioB,avaConv,0.056855786
West,WestNorth,wind,h6311,scenarioB,avaConv,0.056383954
West,WestNorth,wind,h6312,scenarioB,avaConv,0.054427971
West,WestNorth,wind,h6313,scenarioB,avaConv,0.054326791
West,WestNorth,wind,h6314,scenarioB,avaConv,0.053710962
West,WestNorth,wind,h6315,scenarioB,avaConv,0.054806616
West,WestNorth,wind,h6316,scenarioB,avaConv,0.057911035
West,WestNorth,wind,h6317,scenarioB,avaConv,0.06080844
West,WestNorth,wind,h6318,scenarioB,avaConv,0.067586599
West,WestNorth,wind,h6319,scenarioB,avaConv,0.071350117
West,WestNorth,wind,h6320,scenarioB,avaConv,0.079608888
West,WestNorth,wind,h6321,scenarioB,avaConv,0.076756279
West,WestNorth,wind,h6322,scenarioB,avaConv,0.060304285
West,WestNorth,wind,h6323,scenarioB,avaConv,0.055517415
West,WestNorth,wind,h6324,scenarioB,avaConv,0.070457651
West,WestNorth,wind,h6325,scenarioB,avaConv,0.085264849
West,WestNorth,wind,h6326,scenarioB,avaConv,0.103460066
West,WestNorth,wind,h6327,scenarioB,avaConv,0.113600024
West,WestNorth,wind,h6328,scenarioB,avaConv,0.121064154
West,WestNorth,wind,h6329,scenarioB,avaConv,0.120810919
West,WestNorth,wind,h6330,scenarioB,avaConv,0.120433581
West,WestNorth,wind,h6331,scenarioB,avaConv,0.137546563
West,WestNorth,wind,h6332,scenarioB,avaConv,0.165729989
West,WestNorth,wind,h6333,scenarioB,avaConv,0.208162637
West,WestNorth,wind,h6334,scenarioB,avaConv,0.245411937
West,WestNorth,wind,h6335,scenarioB,avaConv,0.267539808
West,WestNorth,wind,h6336,scenarioB,avaConv,0.25280346
West,WestNorth,wind,h6337,scenarioB,avaConv,0.275255879
West,WestNorth,wind,h6338,scenarioB,avaConv,0.294314055
West,WestNorth,wind,h6339,scenarioB,avaConv,0.266004645
West,WestNorth,wind,h6340,scenarioB,avaConv,0.273064487
West,WestNorth,wind,h6341,scenarioB,avaConv,0.297781719
West,WestNorth,wind,h6342,scenarioB,avaConv,0.322946086
West,WestNorth,wind,h6343,scenarioB,avaConv,0.355945784
West,WestNorth,wind,h6344,scenarioB,avaConv,0.364187997
West,WestNorth,wind,h6345,scenarioB,avaConv,0.366175767
West,WestNorth,wind,h6346,scenarioB,avaConv,0.419408105
West,WestNorth,wind,h6347,scenarioB,avaConv,0.463566373
West,WestNorth,wind,h6348,scenarioB,avaConv,0.521349829
West,WestNorth,wind,h6349,scenarioB,avaConv,0.550852182
West,WestNorth,wind,h6350,scenarioB,avaConv,0.57253483
West,WestNorth,wind,h6351,scenarioB,avaConv,0.578018137
West,WestNorth,wind,h6352,scenarioB,avaConv,0.556565897
West,WestNorth,wind,h6353,scenarioB,avaConv,0.563026342
West,WestNorth,wind,h6354,scenarioB,avaConv,0.482857688
West,WestNorth,wind,h6355,scenarioB,avaConv,0.452152764
West,WestNorth,wind,h6356,scenarioB,avaConv,0.453638464
West,WestNorth,wind,h6357,scenarioB,avaConv,0.470203885
West,WestNorth,wind,h6358,scenarioB,avaConv,0.451209763
West,WestNorth,wind,h6359,scenarioB,avaConv,0.441251457
West,WestNorth,wind,h6360,scenarioB,avaConv,0.403333052
West,WestNorth,wind,h6361,scenarioB,avaConv,0.38624752
West,WestNorth,wind,h6362,scenarioB,avaConv,0.371449535
West,WestNorth,wind,h6363,scenarioB,avaConv,0.345618133
West,WestNorth,wind,h6364,scenarioB,avaConv,0.310787311
West,WestNorth,wind,h6365,scenarioB,avaConv,0.282308766
West,WestNorth,wind,h6366,scenarioB,avaConv,0.269785243
West,WestNorth,wind,h6367,scenarioB,avaConv,0.246063306
West,WestNorth,wind,h6368,scenarioB,avaConv,0.220065976
West,WestNorth,wind,h6369,scenarioB,avaConv,0.2040455
West,WestNorth,wind,h6370,scenarioB,avaConv,0.187093245
West,WestNorth,wind,h6371,scenarioB,avaConv,0.1968701
West,WestNorth,wind,h6372,scenarioB,avaConv,0.222892684
West,WestNorth,wind,h6373,scenarioB,avaConv,0.237478832
West,WestNorth,wind,h6374,scenarioB,avaConv,0.255694204
West,WestNorth,wind,h6375,scenarioB,avaConv,0.270805562
West,WestNorth,wind,h6376,scenarioB,avaConv,0.256405153
West,WestNorth,wind,h6377,scenarioB,avaConv,0.252860758
West,WestNorth,wind,h6378,scenarioB,avaConv,0.223078721
West,WestNorth,wind,h6379,scenarioB,avaConv,0.195283724
West,WestNorth,wind,h6380,scenarioB,avaConv,0.166000835
West,WestNorth,wind,h6381,scenarioB,avaConv,0.170269189
West,WestNorth,wind,h6382,scenarioB,avaConv,0.173978187
West,WestNorth,wind,h6383,scenarioB,avaConv,0.180103798
West,WestNorth,wind,h6384,scenarioB,avaConv,0.168229329
West,WestNorth,wind,h6385,scenarioB,avaConv,0.181381134
West,WestNorth,wind,h6386,scenarioB,avaConv,0.179108686
West,WestNorth,wind,h6387,scenarioB,avaConv,0.188020506
West,WestNorth,wind,h6388,scenarioB,avaConv,0.187314817
West,WestNorth,wind,h6389,scenarioB,avaConv,0.193534883
West,WestNorth,wind,h6390,scenarioB,avaConv,0.198518161
West,WestNorth,wind,h6391,scenarioB,avaConv,0.211138824
West,WestNorth,wind,h6392,scenarioB,avaConv,0.228538167
West,WestNorth,wind,h6393,scenarioB,avaConv,0.202650109
West,WestNorth,wind,h6394,scenarioB,avaConv,0.174605974
West,WestNorth,wind,h6395,scenarioB,avaConv,0.200627314
West,WestNorth,wind,h6396,scenarioB,avaConv,0.253657735
West,WestNorth,wind,h6397,scenarioB,avaConv,0.267596895
West,WestNorth,wind,h6398,scenarioB,avaConv,0.268634153
West,WestNorth,wind,h6399,scenarioB,avaConv,0.240938964
West,WestNorth,wind,h6400,scenarioB,avaConv,0.210264445
West,WestNorth,wind,h6401,scenarioB,avaConv,0.197557256
West,WestNorth,wind,h6402,scenarioB,avaConv,0.189395342
West,WestNorth,wind,h6403,scenarioB,avaConv,0.168931379
West,WestNorth,wind,h6404,scenarioB,avaConv,0.162935591
West,WestNorth,wind,h6405,scenarioB,avaConv,0.162811581
West,WestNorth,wind,h6406,scenarioB,avaConv,0.161275277
West,WestNorth,wind,h6407,scenarioB,avaConv,0.151220241
West,WestNorth,wind,h6408,scenarioB,avaConv,0.129064193
West,WestNorth,wind,h6409,scenarioB,avaConv,0.123989938
West,WestNorth,wind,h6410,scenarioB,avaConv,0.113836739
West,WestNorth,wind,h6411,scenarioB,avaConv,0.11391745
West,WestNorth,wind,h6412,scenarioB,avaConv,0.121399022
West,WestNorth,wind,h6413,scenarioB,avaConv,0.110607246
West,WestNorth,wind,h6414,scenarioB,avaConv,0.099151835
West,WestNorth,wind,h6415,scenarioB,avaConv,0.092916992
West,WestNorth,wind,h6416,scenarioB,avaConv,0.078892357
West,WestNorth,wind,h6417,scenarioB,avaConv,0.065637331
West,WestNorth,wind,h6418,scenarioB,avaConv,0.057753809
West,WestNorth,wind,h6419,scenarioB,avaConv,0.058916083
West,WestNorth,wind,h6420,scenarioB,avaConv,0.061392771
West,WestNorth,wind,h6421,scenarioB,avaConv,0.062861967
West,WestNorth,wind,h6422,scenarioB,avaConv,0.069009227
West,WestNorth,wind,h6423,scenarioB,avaConv,0.081610714
West,WestNorth,wind,h6424,scenarioB,avaConv,0.09287598
West,WestNorth,wind,h6425,scenarioB,avaConv,0.099645554
West,WestNorth,wind,h6426,scenarioB,avaConv,0.097264887
West,WestNorth,wind,h6427,scenarioB,avaConv,0.101900832
West,WestNorth,wind,h6428,scenarioB,avaConv,0.12433049
West,WestNorth,wind,h6429,scenarioB,avaConv,0.15698832
West,WestNorth,wind,h6430,scenarioB,avaConv,0.172789122
West,WestNorth,wind,h6431,scenarioB,avaConv,0.178868403
West,WestNorth,wind,h6432,scenarioB,avaConv,0.178295284
West,WestNorth,wind,h6433,scenarioB,avaConv,0.174987416
West,WestNorth,wind,h6434,scenarioB,avaConv,0.191936033
West,WestNorth,wind,h6435,scenarioB,avaConv,0.181679136
West,WestNorth,wind,h6436,scenarioB,avaConv,0.187293039
West,WestNorth,wind,h6437,scenarioB,avaConv,0.195293111
West,WestNorth,wind,h6438,scenarioB,avaConv,0.19494943
West,WestNorth,wind,h6439,scenarioB,avaConv,0.186140925
West,WestNorth,wind,h6440,scenarioB,avaConv,0.202145081
West,WestNorth,wind,h6441,scenarioB,avaConv,0.176265749
West,WestNorth,wind,h6442,scenarioB,avaConv,0.104523443
West,WestNorth,wind,h6443,scenarioB,avaConv,0.106005014
West,WestNorth,wind,h6444,scenarioB,avaConv,0.147806831
West,WestNorth,wind,h6445,scenarioB,avaConv,0.182285529
West,WestNorth,wind,h6446,scenarioB,avaConv,0.192099906
West,WestNorth,wind,h6447,scenarioB,avaConv,0.20312275
West,WestNorth,wind,h6448,scenarioB,avaConv,0.23846273
West,WestNorth,wind,h6449,scenarioB,avaConv,0.242557726
West,WestNorth,wind,h6450,scenarioB,avaConv,0.234027861
West,WestNorth,wind,h6451,scenarioB,avaConv,0.225563172
West,WestNorth,wind,h6452,scenarioB,avaConv,0.26678669
West,WestNorth,wind,h6453,scenarioB,avaConv,0.346537442
West,WestNorth,wind,h6454,scenarioB,avaConv,0.353869399
West,WestNorth,wind,h6455,scenarioB,avaConv,0.378248956
West,WestNorth,wind,h6456,scenarioB,avaConv,0.348235972
West,WestNorth,wind,h6457,scenarioB,avaConv,0.339093531
West,WestNorth,wind,h6458,scenarioB,avaConv,0.326448237
West,WestNorth,wind,h6459,scenarioB,avaConv,0.313006279
West,WestNorth,wind,h6460,scenarioB,avaConv,0.290776361
West,WestNorth,wind,h6461,scenarioB,avaConv,0.309838518
West,WestNorth,wind,h6462,scenarioB,avaConv,0.306091322
West,WestNorth,wind,h6463,scenarioB,avaConv,0.318867799
West,WestNorth,wind,h6464,scenarioB,avaConv,0.311855793
West,WestNorth,wind,h6465,scenarioB,avaConv,0.280938882
West,WestNorth,wind,h6466,scenarioB,avaConv,0.261614119
West,WestNorth,wind,h6467,scenarioB,avaConv,0.278759071
West,WestNorth,wind,h6468,scenarioB,avaConv,0.320635835
West,WestNorth,wind,h6469,scenarioB,avaConv,0.409406386
West,WestNorth,wind,h6470,scenarioB,avaConv,0.463530891
West,WestNorth,wind,h6471,scenarioB,avaConv,0.460223576
West,WestNorth,wind,h6472,scenarioB,avaConv,0.477380715
West,WestNorth,wind,h6473,scenarioB,avaConv,0.457741966
West,WestNorth,wind,h6474,scenarioB,avaConv,0.451524333
West,WestNorth,wind,h6475,scenarioB,avaConv,0.372085357
West,WestNorth,wind,h6476,scenarioB,avaConv,0.416027445
West,WestNorth,wind,h6477,scenarioB,avaConv,0.468859159
West,WestNorth,wind,h6478,scenarioB,avaConv,0.517083462
West,WestNorth,wind,h6479,scenarioB,avaConv,0.474180128
West,WestNorth,wind,h6480,scenarioB,avaConv,0.458348321
West,WestNorth,wind,h6481,scenarioB,avaConv,0.439996542
West,WestNorth,wind,h6482,scenarioB,avaConv,0.454278687
West,WestNorth,wind,h6483,scenarioB,avaConv,0.403840894
West,WestNorth,wind,h6484,scenarioB,avaConv,0.388430685
West,WestNorth,wind,h6485,scenarioB,avaConv,0.406748698
West,WestNorth,wind,h6486,scenarioB,avaConv,0.391872195
West,WestNorth,wind,h6487,scenarioB,avaConv,0.40515305
West,WestNorth,wind,h6488,scenarioB,avaConv,0.412289994
West,WestNorth,wind,h6489,scenarioB,avaConv,0.342188541
West,WestNorth,wind,h6490,scenarioB,avaConv,0.310817316
West,WestNorth,wind,h6491,scenarioB,avaConv,0.321137028
West,WestNorth,wind,h6492,scenarioB,avaConv,0.399571541
West,WestNorth,wind,h6493,scenarioB,avaConv,0.471624941
West,WestNorth,wind,h6494,scenarioB,avaConv,0.456094484
West,WestNorth,wind,h6495,scenarioB,avaConv,0.441496929
West,WestNorth,wind,h6496,scenarioB,avaConv,0.450535348
West,WestNorth,wind,h6497,scenarioB,avaConv,0.490944425
West,WestNorth,wind,h6498,scenarioB,avaConv,0.506116737
West,WestNorth,wind,h6499,scenarioB,avaConv,0.45410336
West,WestNorth,wind,h6500,scenarioB,avaConv,0.456159382
West,WestNorth,wind,h6501,scenarioB,avaConv,0.495282248
West,WestNorth,wind,h6502,scenarioB,avaConv,0.512565118
West,WestNorth,wind,h6503,scenarioB,avaConv,0.488134323
West,WestNorth,wind,h6504,scenarioB,avaConv,0.49225899
West,WestNorth,wind,h6505,scenarioB,avaConv,0.505198693
West,WestNorth,wind,h6506,scenarioB,avaConv,0.470451765
West,WestNorth,wind,h6507,scenarioB,avaConv,0.460649881
West,WestNorth,wind,h6508,scenarioB,avaConv,0.461175861
West,WestNorth,wind,h6509,scenarioB,avaConv,0.490585051
West,WestNorth,wind,h6510,scenarioB,avaConv,0.489114015
West,WestNorth,wind,h6511,scenarioB,avaConv,0.509539932
West,WestNorth,wind,h6512,scenarioB,avaConv,0.485553955
West,WestNorth,wind,h6513,scenarioB,avaConv,0.480555486
West,WestNorth,wind,h6514,scenarioB,avaConv,0.480084763
West,WestNorth,wind,h6515,scenarioB,avaConv,0.523370307
West,WestNorth,wind,h6516,scenarioB,avaConv,0.564898371
West,WestNorth,wind,h6517,scenarioB,avaConv,0.582115376
West,WestNorth,wind,h6518,scenarioB,avaConv,0.63141548
West,WestNorth,wind,h6519,scenarioB,avaConv,0.644863348
West,WestNorth,wind,h6520,scenarioB,avaConv,0.698494703
West,WestNorth,wind,h6521,scenarioB,avaConv,0.661597252
West,WestNorth,wind,h6522,scenarioB,avaConv,0.617900077
West,WestNorth,wind,h6523,scenarioB,avaConv,0.548563353
West,WestNorth,wind,h6524,scenarioB,avaConv,0.483629176
West,WestNorth,wind,h6525,scenarioB,avaConv,0.517588336
West,WestNorth,wind,h6526,scenarioB,avaConv,0.507194792
West,WestNorth,wind,h6527,scenarioB,avaConv,0.509426176
West,WestNorth,wind,h6528,scenarioB,avaConv,0.509513756
West,WestNorth,wind,h6529,scenarioB,avaConv,0.510117593
West,WestNorth,wind,h6530,scenarioB,avaConv,0.496729484
West,WestNorth,wind,h6531,scenarioB,avaConv,0.462225519
West,WestNorth,wind,h6532,scenarioB,avaConv,0.463678245
West,WestNorth,wind,h6533,scenarioB,avaConv,0.466373674
West,WestNorth,wind,h6534,scenarioB,avaConv,0.418240921
West,WestNorth,wind,h6535,scenarioB,avaConv,0.447032844
West,WestNorth,wind,h6536,scenarioB,avaConv,0.405673473
West,WestNorth,wind,h6537,scenarioB,avaConv,0.363179251
West,WestNorth,wind,h6538,scenarioB,avaConv,0.333505998
West,WestNorth,wind,h6539,scenarioB,avaConv,0.352274583
West,WestNorth,wind,h6540,scenarioB,avaConv,0.376131815
West,WestNorth,wind,h6541,scenarioB,avaConv,0.40597341
West,WestNorth,wind,h6542,scenarioB,avaConv,0.403068094
West,WestNorth,wind,h6543,scenarioB,avaConv,0.405968832
West,WestNorth,wind,h6544,scenarioB,avaConv,0.395135121
West,WestNorth,wind,h6545,scenarioB,avaConv,0.397814581
West,WestNorth,wind,h6546,scenarioB,avaConv,0.389510376
West,WestNorth,wind,h6547,scenarioB,avaConv,0.347939454
West,WestNorth,wind,h6548,scenarioB,avaConv,0.36910064
West,WestNorth,wind,h6549,scenarioB,avaConv,0.423045633
West,WestNorth,wind,h6550,scenarioB,avaConv,0.413470719
West,WestNorth,wind,h6551,scenarioB,avaConv,0.418256986
West,WestNorth,wind,h6552,scenarioB,avaConv,0.405765771
West,WestNorth,wind,h6553,scenarioB,avaConv,0.396073258
West,WestNorth,wind,h6554,scenarioB,avaConv,0.370786825
West,WestNorth,wind,h6555,scenarioB,avaConv,0.404637307
West,WestNorth,wind,h6556,scenarioB,avaConv,0.365091309
West,WestNorth,wind,h6557,scenarioB,avaConv,0.38120606
West,WestNorth,wind,h6558,scenarioB,avaConv,0.367177353
West,WestNorth,wind,h6559,scenarioB,avaConv,0.371520442
West,WestNorth,wind,h6560,scenarioB,avaConv,0.390090901
West,WestNorth,wind,h6561,scenarioB,avaConv,0.322796248
West,WestNorth,wind,h6562,scenarioB,avaConv,0.242857176
West,WestNorth,wind,h6563,scenarioB,avaConv,0.26544147
West,WestNorth,wind,h6564,scenarioB,avaConv,0.304635466
West,WestNorth,wind,h6565,scenarioB,avaConv,0.387782602
West,WestNorth,wind,h6566,scenarioB,avaConv,0.43292096
West,WestNorth,wind,h6567,scenarioB,avaConv,0.432620467
West,WestNorth,wind,h6568,scenarioB,avaConv,0.460458448
West,WestNorth,wind,h6569,scenarioB,avaConv,0.469947428
West,WestNorth,wind,h6570,scenarioB,avaConv,0.453632445
West,WestNorth,wind,h6571,scenarioB,avaConv,0.390955651
West,WestNorth,wind,h6572,scenarioB,avaConv,0.389872904
