region_1,region_2,technology_1,timestep_4,scenario,parameter,value
West,WestSouth,wind,h0152,scenarioB,avaConv,0.061976544
West,WestSouth,wind,h0153,scenarioB,avaConv,0.087128646
West,WestSouth,wind,h0154,scenarioB,avaConv,0.103557468
West,WestSouth,wind,h0155,scenarioB,avaConv,0.11517101
West,WestSouth,wind,h0156,scenarioB,avaConv,0.102998827
West,WestSouth,wind,h0157,scenarioB,avaConv,0.091055841
West,WestSouth,wind,h0158,scenarioB,avaConv,0.083565615
West,WestSouth,wind,h0159,scenarioB,avaConv,0.085671765
West,WestSouth,wind,h0160,scenarioB,avaConv,0.091852725
West,WestSouth,wind,h0161,scenarioB,avaConv,0.111635159
West,WestSouth,wind,h0162,scenarioB,avaConv,0.136282576
West,WestSouth,wind,h0163,scenarioB,avaConv,0.20233508
West,WestSouth,wind,h0164,scenarioB,avaConv,0.248212805
West,WestSouth,wind,h0165,scenarioB,avaConv,0.265205698
West,WestSouth,wind,h0166,scenarioB,avaConv,0.302825139
West,WestSouth,wind,h0167,scenarioB,avaConv,0.337676878
West,WestSouth,wind,h0168,scenarioB,avaConv,0.353900317
West,WestSouth,wind,h0169,scenarioB,avaConv,0.396812125
West,WestSouth,wind,h0170,scenarioB,avaConv,0.391964122
West,WestSouth,wind,h0171,scenarioB,avaConv,0.408608588
West,WestSouth,wind,h0172,scenarioB,avaConv,0.432897676
West,WestSouth,wind,h0173,scenarioB,avaConv,0.452963931
West,WestSouth,wind,h0174,scenarioB,avaConv,0.463240215
West,WestSouth,wind,h0175,scenarioB,avaConv,0.492878745
West,WestSouth,wind,h0176,scenarioB,avaConv,0.537566124
West,WestSouth,wind,h0177,scenarioB,avaConv,0.565032417
West,WestSouth,wind,h0178,scenarioB,avaConv,0.583183986
West,WestSouth,wind,h0179,scenarioB,avaConv,0.656632954
West,WestSouth,wind,h0180,scenarioB,avaConv,0.640950951
West,WestSouth,wind,h0181,scenarioB,avaConv,0.640713297
West,WestSouth,wind,h0182,scenarioB,avaConv,0.684746921
West,WestSouth,wind,h0183,scenarioB,avaConv,0.667186749
West,WestSouth,wind,h0184,scenarioB,avaConv,0.657401599
West,WestSouth,wind,h0185,scenarioB,avaConv,0.532023333
West,WestSouth,wind,h0186,scenarioB,avaConv,0.530034884
West,WestSouth,wind,h0187,scenarioB,avaConv,0.49035065
West,WestSouth,wind,h0188,scenarioB,avaConv,0.465651862
West,WestSouth,wind,h0189,scenarioB,avaConv,0.456477058
West,WestSouth,wind,h0190,scenarioB,avaConv,0.423421047
West,WestSouth,wind,h0191,scenarioB,avaConv,0.454668899
West,WestSouth,wind,h0192,scenarioB,avaConv,0.472313339
West,WestSouth,wind,h0193,scenarioB,avaConv,0.518371565
West,WestSouth,wind,h0194,scenarioB,avaConv,0.573791301
West,WestSouth,wind,h0195,scenarioB,avaConv,0.620371734
West,WestSouth,wind,h0196,scenarioB,avaConv,0.627175594
West,WestSouth,wind,h0197,scenarioB,avaConv,0.672451191
West,WestSouth,wind,h0198,scenarioB,avaConv,0.735514748
West,WestSouth,wind,h0199,scenarioB,avaConv,0.750689571
West,WestSouth,wind,h0200,scenarioB,avaConv,0.768363963
West,WestSouth,wind,h0201,scenarioB,avaConv,0.788119281
West,WestSouth,wind,h0202,scenarioB,avaConv,0.772063825
West,WestSouth,wind,h0203,scenarioB,avaConv,0.740132347
West,WestSouth,wind,h0204,scenarioB,avaConv,0.74576523
West,WestSouth,wind,h0205,scenarioB,avaConv,0.716237216
West,WestSouth,wind,h0206,scenarioB,avaConv,0.737005832
West,WestSouth,wind,h0207,scenarioB,avaConv,0.71980299
West,WestSouth,wind,h0208,scenarioB,avaConv,0.742733688
West,WestSouth,wind,h0209,scenarioB,avaConv,0.721000804
West,WestSouth,wind,h0210,scenarioB,avaConv,0.790540821
West,WestSouth,wind,h0211,scenarioB,avaConv,0.791769252
West,WestSouth,wind,h0212,scenarioB,avaConv,0.791243894
West,WestSouth,wind,h0213,scenarioB,avaConv,0.791206609
West,WestSouth,wind,h0214,scenarioB,avaConv,0.770059673
West,WestSouth,wind,h0215,scenarioB,avaConv,0.797022003
West,WestSouth,wind,h0216,scenarioB,avaConv,0.774828765
West,WestSouth,wind,h0217,scenarioB,avaConv,0.735513341
West,WestSouth,wind,h0218,scenarioB,avaConv,0.779979363
West,WestSouth,wind,h0219,scenarioB,avaConv,0.74481839
West,WestSouth,wind,h0220,scenarioB,avaConv,0.758160703
West,WestSouth,wind,h0221,scenarioB,avaConv,0.763733223
West,WestSouth,wind,h0222,scenarioB,avaConv,0.7376883
West,WestSouth,wind,h0223,scenarioB,avaConv,0.701101663
West,WestSouth,wind,h0224,scenarioB,avaConv,0.73243839
West,WestSouth,wind,h0225,scenarioB,avaConv,0.727399502
West,WestSouth,wind,h0226,scenarioB,avaConv,0.757166946
West,WestSouth,wind,h0227,scenarioB,avaConv,0.712904794
West,WestSouth,wind,h0228,scenarioB,avaConv,0.750767114
West,WestSouth,wind,h0229,scenarioB,avaConv,0.753433871
West,WestSouth,wind,h0230,scenarioB,avaConv,0.753364271
West,WestSouth,wind,h0231,scenarioB,avaConv,0.710700401
West,WestSouth,wind,h0232,scenarioB,avaConv,0.700894146
West,WestSouth,wind,h0233,scenarioB,avaConv,0.71142428
West,WestSouth,wind,h0234,scenarioB,avaConv,0.688240199
West,WestSouth,wind,h0235,scenarioB,avaConv,0.637994645
West,WestSouth,wind,h0236,scenarioB,avaConv,0.591679447
West,WestSouth,wind,h0237,scenarioB,avaConv,0.501952427
West,WestSouth,wind,h0238,scenarioB,avaConv,0.436114263
West,WestSouth,wind,h0239,scenarioB,avaConv,0.422994393
West,WestSouth,wind,h0240,scenarioB,avaConv,0.37564965
West,WestSouth,wind,h0241,scenarioB,avaConv,0.376442766
West,WestSouth,wind,h0242,scenarioB,avaConv,0.371930971
West,WestSouth,wind,h0243,scenarioB,avaConv,0.413957433
West,WestSouth,wind,h0244,scenarioB,avaConv,0.410219006
West,WestSouth,wind,h0245,scenarioB,avaConv,0.411229971
West,WestSouth,wind,h0246,scenarioB,avaConv,0.458336231
West,WestSouth,wind,h0247,scenarioB,avaConv,0.48154619
West,WestSouth,wind,h0248,scenarioB,avaConv,0.543420619
West,WestSouth,wind,h0249,scenarioB,avaConv,0.555626202
West,WestSouth,wind,h0250,scenarioB,avaConv,0.547855226
West,WestSouth,wind,h0251,scenarioB,avaConv,0.552027315
West,WestSouth,wind,h0252,scenarioB,avaConv,0.52689509
West,WestSouth,wind,h0253,scenarioB,avaConv,0.52531914
West,WestSouth,wind,h0254,scenarioB,avaConv,0.573214349
West,WestSouth,wind,h0255,scenarioB,avaConv,0.547451228
West,WestSouth,wind,h0256,scenarioB,avaConv,0.50794968
West,WestSouth,wind,h0257,scenarioB,avaConv,0.426458813
West,WestSouth,wind,h0258,scenarioB,avaConv,0.430435687
West,WestSouth,wind,h0259,scenarioB,avaConv,0.488562743
West,WestSouth,wind,h0260,scenarioB,avaConv,0.554883413
West,WestSouth,wind,h0261,scenarioB,avaConv,0.57735201
West,WestSouth,wind,h0262,scenarioB,avaConv,0.582083447
West,WestSouth,wind,h0263,scenarioB,avaConv,0.58161939
West,WestSouth,wind,h0264,scenarioB,avaConv,0.54193778
West,WestSouth,wind,h0265,scenarioB,avaConv,0.534667506
West,WestSouth,wind,h0266,scenarioB,avaConv,0.553206467
West,WestSouth,wind,h0267,scenarioB,avaConv,0.589750304
West,WestSouth,wind,h0268,scenarioB,avaConv,0.579981492
West,WestSouth,wind,h0269,scenarioB,avaConv,0.601304467
West,WestSouth,wind,h0270,scenarioB,avaConv,0.622831643
West,WestSouth,wind,h0271,scenarioB,avaConv,0.611404489
West,WestSouth,wind,h0272,scenarioB,avaConv,0.63858417
West,WestSouth,wind,h0273,scenarioB,avaConv,0.659065639
West,WestSouth,wind,h0274,scenarioB,avaConv,0.638862753
West,WestSouth,wind,h0275,scenarioB,avaConv,0.664664965
West,WestSouth,wind,h0276,scenarioB,avaConv,0.614355829
West,WestSouth,wind,h0277,scenarioB,avaConv,0.657772669
West,WestSouth,wind,h0278,scenarioB,avaConv,0.673340699
West,WestSouth,wind,h0279,scenarioB,avaConv,0.631874378
West,WestSouth,wind,h0280,scenarioB,avaConv,0.607836654
West,WestSouth,wind,h0281,scenarioB,avaConv,0.627259971
West,WestSouth,wind,h0282,scenarioB,avaConv,0.656098658
West,WestSouth,wind,h0283,scenarioB,avaConv,0.650093531
West,WestSouth,wind,h0284,scenarioB,avaConv,0.693338562
West,WestSouth,wind,h0285,scenarioB,avaConv,0.67240456
West,WestSouth,wind,h0286,scenarioB,avaConv,0.673409244
West,WestSouth,wind,h0287,scenarioB,avaConv,0.684971423
West,WestSouth,wind,h0288,scenarioB,avaConv,0.669881719
West,WestSouth,wind,h0289,scenarioB,avaConv,0.684002421
West,WestSouth,wind,h0290,scenarioB,avaConv,0.664468146
West,WestSouth,wind,h0291,scenarioB,avaConv,0.665155435
West,WestSouth,wind,h0292,scenarioB,avaConv,0.690680522
West,WestSouth,wind,h0293,scenarioB,avaConv,0.709051548
West,WestSouth,wind,h0294,scenarioB,avaConv,0.711843089
West,WestSouth,wind,h0295,scenarioB,avaConv,0.690040724
West,WestSouth,wind,h0296,scenarioB,avaConv,0.708198191
West,WestSouth,wind,h0297,scenarioB,avaConv,0.688258233
West,WestSouth,wind,h0298,scenarioB,avaConv,0.662264995
West,WestSouth,wind,h0299,scenarioB,avaConv,0.654877535
West,WestSouth,wind,h0300,scenarioB,avaConv,0.599217529
West,WestSouth,wind,h0301,scenarioB,avaConv,0.612703744
West,WestSouth,wind,h0302,scenarioB,avaConv,0.613109934
West,WestSouth,wind,h0303,scenarioB,avaConv,0.649328402
West,WestSouth,wind,h0304,scenarioB,avaConv,0.648608205
West,WestSouth,wind,h0305,scenarioB,avaConv,0.647610987
West,WestSouth,wind,h0306,scenarioB,avaConv,0.608581569
West,WestSouth,wind,h0307,scenarioB,avaConv,0.563196592
West,WestSouth,wind,h0308,scenarioB,avaConv,0.523475707
West,WestSouth,wind,h0309,scenarioB,avaConv,0.550742495
West,WestSouth,wind,h0310,scenarioB,avaConv,0.52492889
West,WestSouth,wind,h0311,scenarioB,avaConv,0.544710199
West,WestSouth,wind,h0312,scenarioB,avaConv,0.616280209
West,WestSouth,wind,h0313,scenarioB,avaConv,0.608950818
West,WestSouth,wind,h0314,scenarioB,avaConv,0.638660729
West,WestSouth,wind,h0315,scenarioB,avaConv,0.59321112
West,WestSouth,wind,h0316,scenarioB,avaConv,0.614494943
West,WestSouth,wind,h0317,scenarioB,avaConv,0.64437527
West,WestSouth,wind,h0318,scenarioB,avaConv,0.56603716
West,WestSouth,wind,h0319,scenarioB,avaConv,0.525550173
West,WestSouth,wind,h0320,scenarioB,avaConv,0.585728068
West,WestSouth,wind,h0321,scenarioB,avaConv,0.640318055
West,WestSouth,wind,h0322,scenarioB,avaConv,0.620303522
West,WestSouth,wind,h0323,scenarioB,avaConv,0.620004895
West,WestSouth,wind,h0324,scenarioB,avaConv,0.574482387
West,WestSouth,wind,h0325,scenarioB,avaConv,0.565173467
West,WestSouth,wind,h0326,scenarioB,avaConv,0.579525836
West,WestSouth,wind,h0327,scenarioB,avaConv,0.556342772
West,WestSouth,wind,h0328,scenarioB,avaConv,0.528705186
West,WestSouth,wind,h0329,scenarioB,avaConv,0.404328704
West,WestSouth,wind,h0330,scenarioB,avaConv,0.347560425
West,WestSouth,wind,h0331,scenarioB,avaConv,0.390106596
West,WestSouth,wind,h0332,scenarioB,avaConv,0.490537409
West,WestSouth,wind,h0333,scenarioB,avaConv,0.543363676
West,WestSouth,wind,h0334,scenarioB,avaConv,0.63230921
West,WestSouth,wind,h0335,scenarioB,avaConv,0.691606849
West,WestSouth,wind,h0336,scenarioB,avaConv,0.691260544
West,WestSouth,wind,h0337,scenarioB,avaConv,0.742817028
West,WestSouth,wind,h0338,scenarioB,avaConv,0.712995174
West,WestSouth,wind,h0339,scenarioB,avaConv,0.771581091
West,WestSouth,wind,h0340,scenarioB,avaConv,0.724298675
West,WestSouth,wind,h0341,scenarioB,avaConv,0.757219009
West,WestSouth,wind,h0342,scenarioB,avaConv,0.779919896
West,WestSouth,wind,h0343,scenarioB,avaConv,0.74752155
West,WestSouth,wind,h0344,scenarioB,avaConv,0.745294112
West,WestSouth,wind,h0345,scenarioB,avaConv,0.767781428
West,WestSouth,wind,h0346,scenarioB,avaConv,0.740110075
West,WestSouth,wind,h0347,scenarioB,avaConv,0.705741153
West,WestSouth,wind,h0348,scenarioB,avaConv,0.683564986
West,WestSouth,wind,h0349,scenarioB,avaConv,0.691527058
West,WestSouth,wind,h0350,scenarioB,avaConv,0.704378293
West,WestSouth,wind,h0351,scenarioB,avaConv,0.751794586
West,WestSouth,wind,h0352,scenarioB,avaConv,0.709142893
West,WestSouth,wind,h0353,scenarioB,avaConv,0.646836911
West,WestSouth,wind,h0354,scenarioB,avaConv,0.65589272
West,WestSouth,wind,h0355,scenarioB,avaConv,0.596895395
West,WestSouth,wind,h0356,scenarioB,avaConv,0.543115114
West,WestSouth,wind,h0357,scenarioB,avaConv,0.510380386
West,WestSouth,wind,h0358,scenarioB,avaConv,0.496973442
West,WestSouth,wind,h0359,scenarioB,avaConv,0.451019981
West,WestSouth,wind,h0360,scenarioB,avaConv,0.399941086
West,WestSouth,wind,h0361,scenarioB,avaConv,0.335471609
West,WestSouth,wind,h0362,scenarioB,avaConv,0.281183981
West,WestSouth,wind,h0363,scenarioB,avaConv,0.24968333
West,WestSouth,wind,h0364,scenarioB,avaConv,0.215670364
West,WestSouth,wind,h0365,scenarioB,avaConv,0.209919955
West,WestSouth,wind,h0366,scenarioB,avaConv,0.198309994
West,WestSouth,wind,h0367,scenarioB,avaConv,0.196045806
West,WestSouth,wind,h0368,scenarioB,avaConv,0.203105159
West,WestSouth,wind,h0369,scenarioB,avaConv,0.197451405
West,WestSouth,wind,h0370,scenarioB,avaConv,0.171047035
West,WestSouth,wind,h0371,scenarioB,avaConv,0.159136563
West,WestSouth,wind,h0372,scenarioB,avaConv,0.130095655
West,WestSouth,wind,h0373,scenarioB,avaConv,0.128204824
West,WestSouth,wind,h0374,scenarioB,avaConv,0.132045755
West,WestSouth,wind,h0375,scenarioB,avaConv,0.121749731
West,WestSouth,wind,h0376,scenarioB,avaConv,0.12426243
West,WestSouth,wind,h0377,scenarioB,avaConv,0.116817058
West,WestSouth,wind,h0378,scenarioB,avaConv,0.110730966
West,WestSouth,wind,h0379,scenarioB,avaConv,0.118035091
West,WestSouth,wind,h0380,scenarioB,avaConv,0.116496589
West,WestSouth,wind,h0381,scenarioB,avaConv,0.121329604
West,WestSouth,wind,h0382,scenarioB,avaConv,0.134339513
West,WestSouth,wind,h0383,scenarioB,avaConv,0.132790101
West,WestSouth,wind,h0384,scenarioB,avaConv,0.12739591
West,WestSouth,wind,h0385,scenarioB,avaConv,0.123023292
West,WestSouth,wind,h0386,scenarioB,avaConv,0.124334706
West,WestSouth,wind,h0387,scenarioB,avaConv,0.126587898
West,WestSouth,wind,h0388,scenarioB,avaConv,0.134578775
West,WestSouth,wind,h0389,scenarioB,avaConv,0.114216176
West,WestSouth,wind,h0390,scenarioB,avaConv,0.103022611
West,WestSouth,wind,h0391,scenarioB,avaConv,0.09918459
West,WestSouth,wind,h0392,scenarioB,avaConv,0.089778027
West,WestSouth,wind,h0393,scenarioB,avaConv,0.08259767
West,WestSouth,wind,h0394,scenarioB,avaConv,0.087996812
West,WestSouth,wind,h0395,scenarioB,avaConv,0.094812617
West,WestSouth,wind,h0396,scenarioB,avaConv,0.100322362
West,WestSouth,wind,h0397,scenarioB,avaConv,0.093030489
West,WestSouth,wind,h0398,scenarioB,avaConv,0.102811485
West,WestSouth,wind,h0399,scenarioB,avaConv,0.131422646
West,WestSouth,wind,h0400,scenarioB,avaConv,0.1416444
West,WestSouth,wind,h0401,scenarioB,avaConv,0.131833186
West,WestSouth,wind,h0402,scenarioB,avaConv,0.136039338
West,WestSouth,wind,h0403,scenarioB,avaConv,0.172780804
West,WestSouth,wind,h0404,scenarioB,avaConv,0.224903942
West,WestSouth,wind,h0405,scenarioB,avaConv,0.248881791
West,WestSouth,wind,h0406,scenarioB,avaConv,0.267492342
West,WestSouth,wind,h0407,scenarioB,avaConv,0.277948816
West,WestSouth,wind,h0408,scenarioB,avaConv,0.270791579
West,WestSouth,wind,h0409,scenarioB,avaConv,0.249196336
West,WestSouth,wind,h0410,scenarioB,avaConv,0.251265238
West,WestSouth,wind,h0411,scenarioB,avaConv,0.25506438
West,WestSouth,wind,h0412,scenarioB,avaConv,0.252367034
West,WestSouth,wind,h0413,scenarioB,avaConv,0.253761581
West,WestSouth,wind,h0414,scenarioB,avaConv,0.2421282
West,WestSouth,wind,h0415,scenarioB,avaConv,0.24233658
West,WestSouth,wind,h0416,scenarioB,avaConv,0.243099259
West,WestSouth,wind,h0417,scenarioB,avaConv,0.248629563
West,WestSouth,wind,h0418,scenarioB,avaConv,0.22604903
West,WestSouth,wind,h0419,scenarioB,avaConv,0.220744823
West,WestSouth,wind,h0420,scenarioB,avaConv,0.19258735
West,WestSouth,wind,h0421,scenarioB,avaConv,0.163606528
West,WestSouth,wind,h0422,scenarioB,avaConv,0.152748189
West,WestSouth,wind,h0423,scenarioB,avaConv,0.137350306
West,WestSouth,wind,h0424,scenarioB,avaConv,0.130553793
West,WestSouth,wind,h0425,scenarioB,avaConv,0.13184044
West,WestSouth,wind,h0426,scenarioB,avaConv,0.143508155
West,WestSouth,wind,h0427,scenarioB,avaConv,0.182750119
West,WestSouth,wind,h0428,scenarioB,avaConv,0.184510689
West,WestSouth,wind,h0429,scenarioB,avaConv,0.177557218
West,WestSouth,wind,h0430,scenarioB,avaConv,0.162181967
West,WestSouth,wind,h0431,scenarioB,avaConv,0.152312618
West,WestSouth,wind,h0432,scenarioB,avaConv,0.131486221
West,WestSouth,wind,h0433,scenarioB,avaConv,0.120476716
West,WestSouth,wind,h0434,scenarioB,avaConv,0.117452021
West,WestSouth,wind,h0435,scenarioB,avaConv,0.103933893
