scenario,region_1,region_2,carrier_1,carrier_2,timestep_4,parameter,value,comment
all,West,WestNorth,heat,districtHeat,h5792,genUp,0.039514349,
all,West,WestNorth,heat,districtHeat,h5793,genUp,0.034047949,
all,West,WestNorth,heat,districtHeat,h5794,genUp,0.030611882,
all,West,WestNorth,heat,districtHeat,h5795,genUp,0.030611882,
all,West,WestNorth,heat,districtHeat,h5796,genUp,0.029622664,
all,West,WestNorth,heat,districtHeat,h5797,genUp,0.029622664,
all,West,WestNorth,heat,districtHeat,h5798,genUp,0.031115058,
all,West,WestNorth,heat,districtHeat,h5799,genUp,0.031115058,
all,West,WestNorth,heat,districtHeat,h5800,genUp,0.032607452,
all,West,WestNorth,heat,districtHeat,h5801,genUp,0.032104276,
all,West,WestNorth,heat,districtHeat,h5802,genUp,0.034047949,
all,West,WestNorth,heat,districtHeat,h5803,genUp,0.038525131,
all,West,WestNorth,heat,districtHeat,h5804,genUp,0.033058731,
all,West,WestNorth,heat,districtHeat,h5805,genUp,0.025648658,
all,West,WestNorth,heat,districtHeat,h5806,genUp,0.019227803,
all,West,WestNorth,heat,districtHeat,h5807,genUp,0.014299342,
all,West,WestNorth,heat,districtHeat,h5808,genUp,0.010360098,
all,West,WestNorth,heat,districtHeat,h5809,genUp,0.008867704,
all,West,WestNorth,heat,districtHeat,h5810,genUp,0.01528856,
all,West,WestNorth,heat,districtHeat,h5811,genUp,0.018724627,
all,West,WestNorth,heat,districtHeat,h5812,genUp,0.035991622,
all,West,WestNorth,heat,districtHeat,h5813,genUp,0.043401695,
all,West,WestNorth,heat,districtHeat,h5814,genUp,0.039965628,
all,West,WestNorth,heat,districtHeat,h5815,genUp,0.036529561,
all,West,WestNorth,heat,districtHeat,h5816,genUp,0.038021955,
all,West,WestNorth,heat,districtHeat,h5817,genUp,0.035540343,
all,West,WestNorth,heat,districtHeat,h5818,genUp,0.029119488,
all,West,WestNorth,heat,districtHeat,h5819,genUp,0.029119488,
all,West,WestNorth,heat,districtHeat,h5820,genUp,0.02813027,
all,West,WestNorth,heat,districtHeat,h5821,genUp,0.029622664,
all,West,WestNorth,heat,districtHeat,h5822,genUp,0.02813027,
all,West,WestNorth,heat,districtHeat,h5823,genUp,0.02813027,
all,West,WestNorth,heat,districtHeat,h5824,genUp,0.029622664,
all,West,WestNorth,heat,districtHeat,h5825,genUp,0.030611882,
all,West,WestNorth,heat,districtHeat,h5826,genUp,0.035540343,
all,West,WestNorth,heat,districtHeat,h5827,genUp,0.035540343,
all,West,WestNorth,heat,districtHeat,h5828,genUp,0.033058731,
all,West,WestNorth,heat,districtHeat,h5829,genUp,0.024156264,
all,West,WestNorth,heat,districtHeat,h5830,genUp,0.020720197,
all,West,WestNorth,heat,districtHeat,h5831,genUp,0.023201809,
all,West,WestNorth,heat,districtHeat,h5832,genUp,0.02075496,
all,West,WestNorth,heat,districtHeat,h5833,genUp,0.021744178,
all,West,WestNorth,heat,districtHeat,h5834,genUp,0.031149821,
all,West,WestNorth,heat,districtHeat,h5835,genUp,0.042950416,
all,West,WestNorth,heat,districtHeat,h5836,genUp,0.069536395,
all,West,WestNorth,heat,districtHeat,h5837,genUp,0.079289029,
all,West,WestNorth,heat,districtHeat,h5838,genUp,0.067592722,
all,West,WestNorth,heat,districtHeat,h5839,genUp,0.068599074,
all,West,WestNorth,heat,districtHeat,h5840,genUp,0.067141443,
all,West,WestNorth,heat,districtHeat,h5841,genUp,0.055757364,
all,West,WestNorth,heat,districtHeat,h5842,genUp,0.047844115,
all,West,WestNorth,heat,districtHeat,h5843,genUp,0.044373285,
all,West,WestNorth,heat,districtHeat,h5844,genUp,0.047392836,
all,West,WestNorth,heat,districtHeat,h5845,genUp,0.047930774,
all,West,WestNorth,heat,districtHeat,h5846,genUp,0.047392836,
all,West,WestNorth,heat,districtHeat,h5847,genUp,0.050377624,
all,West,WestNorth,heat,districtHeat,h5848,genUp,0.046403618,
all,West,WestNorth,heat,districtHeat,h5849,genUp,0.053813691,
all,West,WestNorth,heat,districtHeat,h5850,genUp,0.062178219,
all,West,WestNorth,heat,districtHeat,h5851,genUp,0.063670613,
all,West,WestNorth,heat,districtHeat,h5852,genUp,0.058707389,
all,West,WestNorth,heat,districtHeat,h5853,genUp,0.045900442,
all,West,WestNorth,heat,districtHeat,h5854,genUp,0.033561907,
all,West,WestNorth,heat,districtHeat,h5855,genUp,0.046403618,
all,West,WestNorth,heat,districtHeat,h5856,genUp,0.04643838,
all,West,WestNorth,heat,districtHeat,h5857,genUp,0.044980749,
all,West,WestNorth,heat,districtHeat,h5858,genUp,0.064781254,
all,West,WestNorth,heat,districtHeat,h5859,genUp,0.089840076,
all,West,WestNorth,heat,districtHeat,h5860,genUp,0.138621511,
all,West,WestNorth,heat,districtHeat,h5861,genUp,0.155575642,
all,West,WestNorth,heat,districtHeat,h5862,genUp,0.138638646,
all,West,WestNorth,heat,districtHeat,h5863,genUp,0.137736088,
all,West,WestNorth,heat,districtHeat,h5864,genUp,0.129857601,
all,West,WestNorth,heat,districtHeat,h5865,genUp,0.109033116,
all,West,WestNorth,heat,districtHeat,h5866,genUp,0.0922174,
all,West,WestNorth,heat,districtHeat,h5867,genUp,0.085310503,
all,West,WestNorth,heat,districtHeat,h5868,genUp,0.092304059,
all,West,WestNorth,heat,districtHeat,h5869,genUp,0.086421143,
all,West,WestNorth,heat,districtHeat,h5870,genUp,0.088364816,
all,West,WestNorth,heat,districtHeat,h5871,genUp,0.093796453,
all,West,WestNorth,heat,districtHeat,h5872,genUp,0.087340835,
all,West,WestNorth,heat,districtHeat,h5873,genUp,0.104607831,
all,West,WestNorth,heat,districtHeat,h5874,genUp,0.117935583,
all,West,WestNorth,heat,districtHeat,h5875,genUp,0.115453971,
all,West,WestNorth,heat,districtHeat,h5876,genUp,0.115922384,
all,West,WestNorth,heat,districtHeat,h5877,genUp,0.090308489,
all,West,WestNorth,heat,districtHeat,h5878,genUp,0.061692177,
all,West,WestNorth,heat,districtHeat,h5879,genUp,0.091314841,
all,West,WestNorth,heat,districtHeat,h5880,genUp,0.08985721,
all,West,WestNorth,heat,districtHeat,h5881,genUp,0.092373585,
all,West,WestNorth,heat,districtHeat,h5882,genUp,0.117067788,
all,West,WestNorth,heat,districtHeat,h5883,genUp,0.153475926,
all,West,WestNorth,heat,districtHeat,h5884,genUp,0.206405039,
all,West,WestNorth,heat,districtHeat,h5885,genUp,0.259454586,
all,West,WestNorth,heat,districtHeat,h5886,genUp,0.237693417,
all,West,WestNorth,heat,districtHeat,h5887,genUp,0.240278823,
all,West,WestNorth,heat,districtHeat,h5888,genUp,0.22105102,
all,West,WestNorth,heat,districtHeat,h5889,genUp,0.192348048,
all,West,WestNorth,heat,districtHeat,h5890,genUp,0.170569108,
all,West,WestNorth,heat,districtHeat,h5891,genUp,0.159185029,
all,West,WestNorth,heat,districtHeat,h5892,genUp,0.171644986,
all,West,WestNorth,heat,districtHeat,h5893,genUp,0.167289226,
all,West,WestNorth,heat,districtHeat,h5894,genUp,0.17416136,
all,West,WestNorth,heat,districtHeat,h5895,genUp,0.186013853,
all,West,WestNorth,heat,districtHeat,h5896,genUp,0.184486696,
all,West,WestNorth,heat,districtHeat,h5897,genUp,0.206682153,
all,West,WestNorth,heat,districtHeat,h5898,genUp,0.223411209,
all,West,WestNorth,heat,districtHeat,h5899,genUp,0.216955591,
all,West,WestNorth,heat,districtHeat,h5900,genUp,0.210048694,
all,West,WestNorth,heat,districtHeat,h5901,genUp,0.159254554,
all,West,WestNorth,heat,districtHeat,h5902,genUp,0.110959161,
all,West,WestNorth,heat,districtHeat,h5903,genUp,0.131748883,
all,West,WestNorth,heat,districtHeat,h5904,genUp,0.132321585,
all,West,WestNorth,heat,districtHeat,h5905,genUp,0.133345565,
all,West,WestNorth,heat,districtHeat,h5906,genUp,0.164460623,
all,West,WestNorth,heat,districtHeat,h5907,genUp,0.218604171,
all,West,WestNorth,heat,districtHeat,h5908,genUp,0.301104051,
all,West,WestNorth,heat,districtHeat,h5909,genUp,0.387298989,
all,West,WestNorth,heat,districtHeat,h5910,genUp,0.357694096,
all,West,WestNorth,heat,districtHeat,h5911,genUp,0.351342272,
all,West,WestNorth,heat,districtHeat,h5912,genUp,0.319272758,
all,West,WestNorth,heat,districtHeat,h5913,genUp,0.289580569,
all,West,WestNorth,heat,districtHeat,h5914,genUp,0.254959918,
all,West,WestNorth,heat,districtHeat,h5915,genUp,0.244113778,
all,West,WestNorth,heat,districtHeat,h5916,genUp,0.249111764,
all,West,WestNorth,heat,districtHeat,h5917,genUp,0.246248399,
all,West,WestNorth,heat,districtHeat,h5918,genUp,0.262023,
all,West,WestNorth,heat,districtHeat,h5919,genUp,0.273875493,
all,West,WestNorth,heat,districtHeat,h5920,genUp,0.275281227,
all,West,WestNorth,heat,districtHeat,h5921,genUp,0.302405145,
all,West,WestNorth,heat,districtHeat,h5922,genUp,0.326509512,
all,West,WestNorth,heat,districtHeat,h5923,genUp,0.317572282,
all,West,WestNorth,heat,districtHeat,h5924,genUp,0.299316069,
all,West,WestNorth,heat,districtHeat,h5925,genUp,0.230265715,
all,West,WestNorth,heat,districtHeat,h5926,genUp,0.159271689,
all,West,WestNorth,heat,districtHeat,h5927,genUp,0.151011449,
all,West,WestNorth,heat,districtHeat,h5928,genUp,0.146603792,
all,West,WestNorth,heat,districtHeat,h5929,genUp,0.167028895,
all,West,WestNorth,heat,districtHeat,h5930,genUp,0.185666862,
all,West,WestNorth,heat,districtHeat,h5931,genUp,0.252235603,
all,West,WestNorth,heat,districtHeat,h5932,genUp,0.369893579,
all,West,WestNorth,heat,districtHeat,h5933,genUp,0.424661583,
all,West,WestNorth,heat,districtHeat,h5934,genUp,0.392644603,
all,West,WestNorth,heat,districtHeat,h5935,genUp,0.398231931,
all,West,WestNorth,heat,districtHeat,h5936,genUp,0.363229527,
all,West,WestNorth,heat,districtHeat,h5937,genUp,0.316166548,
all,West,WestNorth,heat,districtHeat,h5938,genUp,0.302439413,
all,West,WestNorth,heat,districtHeat,h5939,genUp,0.284131303,
all,West,WestNorth,heat,districtHeat,h5940,genUp,0.289580569,
all,West,WestNorth,heat,districtHeat,h5941,genUp,0.255914867,
all,West,WestNorth,heat,districtHeat,h5942,genUp,0.282587506,
all,West,WestNorth,heat,districtHeat,h5943,genUp,0.295932393,
all,West,WestNorth,heat,districtHeat,h5944,genUp,0.320678493,
all,West,WestNorth,heat,districtHeat,h5945,genUp,0.355750422,
all,West,WestNorth,heat,districtHeat,h5946,genUp,0.382839577,
all,West,WestNorth,heat,districtHeat,h5947,genUp,0.371420736,
all,West,WestNorth,heat,districtHeat,h5948,genUp,0.347698122,
all,West,WestNorth,heat,districtHeat,h5949,genUp,0.266309234,
all,West,WestNorth,heat,districtHeat,h5950,genUp,0.189935468,
all,West,WestNorth,heat,districtHeat,h5951,genUp,0.169284796,
all,West,WestNorth,heat,districtHeat,h5952,genUp,0.167861928,
all,West,WestNorth,heat,districtHeat,h5953,genUp,0.17136752,
all,West,WestNorth,heat,districtHeat,h5954,genUp,0.194482669,
all,West,WestNorth,heat,districtHeat,h5955,genUp,0.279411418,
all,West,WestNorth,heat,districtHeat,h5956,genUp,0.4312559,
all,West,WestNorth,heat,districtHeat,h5957,genUp,0.4874644,
all,West,WestNorth,heat,districtHeat,h5958,genUp,0.447030995,
all,West,WestNorth,heat,districtHeat,h5959,genUp,0.436705165,
all,West,WestNorth,heat,districtHeat,h5960,genUp,0.393789512,
all,West,WestNorth,heat,districtHeat,h5961,genUp,0.360158079,
all,West,WestNorth,heat,districtHeat,h5962,genUp,0.331020963,
all,West,WestNorth,heat,districtHeat,h5963,genUp,0.315194464,
all,West,WestNorth,heat,districtHeat,h5964,genUp,0.318700057,
all,West,WestNorth,heat,districtHeat,h5965,genUp,0.317363848,
all,West,WestNorth,heat,districtHeat,h5966,genUp,0.338066911,
all,West,WestNorth,heat,districtHeat,h5967,genUp,0.352366252,
all,West,WestNorth,heat,districtHeat,h5968,genUp,0.359741563,
all,West,WestNorth,heat,districtHeat,h5969,genUp,0.39278316,
all,West,WestNorth,heat,districtHeat,h5970,genUp,0.423308382,
all,West,WestNorth,heat,districtHeat,h5971,genUp,0.416366722,
all,West,WestNorth,heat,districtHeat,h5972,genUp,0.381746071,
all,West,WestNorth,heat,districtHeat,h5973,genUp,0.295931898,
all,West,WestNorth,heat,districtHeat,h5974,genUp,0.205675306,
all,West,WestNorth,heat,districtHeat,h5975,genUp,0.189588477,
all,West,WestNorth,heat,districtHeat,h5976,genUp,0.18717639,
all,West,WestNorth,heat,districtHeat,h5977,genUp,0.196651559,
all,West,WestNorth,heat,districtHeat,h5978,genUp,0.234187472,
all,West,WestNorth,heat,districtHeat,h5979,genUp,0.30464356,
all,West,WestNorth,heat,districtHeat,h5980,genUp,0.422111082,
all,West,WestNorth,heat,districtHeat,h5981,genUp,0.52652747,
all,West,WestNorth,heat,districtHeat,h5982,genUp,0.495048429,
all,West,WestNorth,heat,districtHeat,h5983,genUp,0.485763714,
all,West,WestNorth,heat,districtHeat,h5984,genUp,0.442848061,
all,West,WestNorth,heat,districtHeat,h5985,genUp,0.399273046,
all,West,WestNorth,heat,districtHeat,h5986,genUp,0.359689171,
all,West,WestNorth,heat,districtHeat,h5987,genUp,0.337441818,
all,West,WestNorth,heat,districtHeat,h5988,genUp,0.35632263,
all,West,WestNorth,heat,districtHeat,h5989,genUp,0.343550445,
all,West,WestNorth,heat,districtHeat,h5990,genUp,0.364791446,
all,West,WestNorth,heat,districtHeat,h5991,genUp,0.377095218,
all,West,WestNorth,heat,districtHeat,h5992,genUp,0.390891383,
all,West,WestNorth,heat,districtHeat,h5993,genUp,0.426917768,
all,West,WestNorth,heat,districtHeat,h5994,genUp,0.458935385,
all,West,WestNorth,heat,districtHeat,h5995,genUp,0.444531755,
all,West,WestNorth,heat,districtHeat,h5996,genUp,0.422804711,
all,West,WestNorth,heat,districtHeat,h5997,genUp,0.319133707,
all,West,WestNorth,heat,districtHeat,h5998,genUp,0.221501805,
all,West,WestNorth,heat,districtHeat,h5999,genUp,0.158473419,
all,West,WestNorth,heat,districtHeat,h6000,genUp,0.154568938,
all,West,WestNorth,heat,districtHeat,h6001,genUp,0.162551713,
all,West,WestNorth,heat,districtHeat,h6002,genUp,0.191185159,
all,West,WestNorth,heat,districtHeat,h6003,genUp,0.251246386,
all,West,WestNorth,heat,districtHeat,h6004,genUp,0.346553213,
all,West,WestNorth,heat,districtHeat,h6005,genUp,0.429225424,
all,West,WestNorth,heat,districtHeat,h6006,genUp,0.402640082,
all,West,WestNorth,heat,districtHeat,h6007,genUp,0.402257834,
all,West,WestNorth,heat,districtHeat,h6008,genUp,0.36525986,
all,West,WestNorth,heat,districtHeat,h6009,genUp,0.325658851,
all,West,WestNorth,heat,districtHeat,h6010,genUp,0.288556588,
all,West,WestNorth,heat,districtHeat,h6011,genUp,0.271740872,
all,West,WestNorth,heat,districtHeat,h6012,genUp,0.292114078,
all,West,WestNorth,heat,districtHeat,h6013,genUp,0.282326681,
all,West,WestNorth,heat,districtHeat,h6014,genUp,0.300582894,
all,West,WestNorth,heat,districtHeat,h6015,genUp,0.312400624,
all,West,WestNorth,heat,districtHeat,h6016,genUp,0.316791146,
all,West,WestNorth,heat,districtHeat,h6017,genUp,0.351325137,
all,West,WestNorth,heat,districtHeat,h6018,genUp,0.376921898,
all,West,WestNorth,heat,districtHeat,h6019,genUp,0.366492274,
all,West,WestNorth,heat,districtHeat,h6020,genUp,0.346257625,
all,West,WestNorth,heat,districtHeat,h6021,genUp,0.261380773,
all,West,WestNorth,heat,districtHeat,h6022,genUp,0.183965892,
all,West,WestNorth,heat,districtHeat,h6023,genUp,0.11451665,
all,West,WestNorth,heat,districtHeat,h6024,genUp,0.11061217,
all,West,WestNorth,heat,districtHeat,h6025,genUp,0.11710255,
all,West,WestNorth,heat,districtHeat,h6026,genUp,0.144243602,
all,West,WestNorth,heat,districtHeat,h6027,genUp,0.188027051,
all,West,WestNorth,heat,districtHeat,h6028,genUp,0.257199179,
all,West,WestNorth,heat,districtHeat,h6029,genUp,0.320608825,
all,West,WestNorth,heat,districtHeat,h6030,genUp,0.296435569,
all,West,WestNorth,heat,districtHeat,h6031,genUp,0.299524151,
all,West,WestNorth,heat,districtHeat,h6032,genUp,0.273875493,
all,West,WestNorth,heat,districtHeat,h6033,genUp,0.239706121,
all,West,WestNorth,heat,districtHeat,h6034,genUp,0.211506326,
all,West,WestNorth,heat,districtHeat,h6035,genUp,0.200157009,
all,West,WestNorth,heat,districtHeat,h6036,genUp,0.21410936,
all,West,WestNorth,heat,districtHeat,h6037,genUp,0.206768812,
all,West,WestNorth,heat,districtHeat,h6038,genUp,0.220061802,
all,West,WestNorth,heat,districtHeat,h6039,genUp,0.231914294,
all,West,WestNorth,heat,districtHeat,h6040,genUp,0.230387138,
all,West,WestNorth,heat,districtHeat,h6041,genUp,0.259992667,
all,West,WestNorth,heat,districtHeat,h6042,genUp,0.279168573,
all,West,WestNorth,heat,districtHeat,h6043,genUp,0.270266106,
all,West,WestNorth,heat,districtHeat,h6044,genUp,0.258395985,
all,West,WestNorth,heat,districtHeat,h6045,genUp,0.196252529,
all,West,WestNorth,heat,districtHeat,h6046,genUp,0.136607819,
all,West,WestNorth,heat,districtHeat,h6047,genUp,0.088833229,
all,West,WestNorth,heat,districtHeat,h6048,genUp,0.088867992,
all,West,WestNorth,heat,districtHeat,h6049,genUp,0.088937518,
all,West,WestNorth,heat,districtHeat,h6050,genUp,0.11363172,
all,West,WestNorth,heat,districtHeat,h6051,genUp,0.158907564,
all,West,WestNorth,heat,districtHeat,h6052,genUp,0.223255518,
all,West,WestNorth,heat,districtHeat,h6053,genUp,0.276808242,
all,West,WestNorth,heat,districtHeat,h6054,genUp,0.254057854,
all,West,WestNorth,heat,districtHeat,h6055,genUp,0.248730011,
all,West,WestNorth,heat,districtHeat,h6056,genUp,0.230491426,
all,West,WestNorth,heat,districtHeat,h6057,genUp,0.201753692,
all,West,WestNorth,heat,districtHeat,h6058,genUp,0.176035508,
all,West,WestNorth,heat,districtHeat,h6059,genUp,0.165154605,
all,West,WestNorth,heat,districtHeat,h6060,genUp,0.172182925,
all,West,WestNorth,heat,districtHeat,h6061,genUp,0.167792402,
all,West,WestNorth,heat,districtHeat,h6062,genUp,0.170725293,
all,West,WestNorth,heat,districtHeat,h6063,genUp,0.180096174,
all,West,WestNorth,heat,districtHeat,h6064,genUp,0.178569017,
all,West,WestNorth,heat,districtHeat,h6065,genUp,0.200764474,
all,West,WestNorth,heat,districtHeat,h6066,genUp,0.219975142,
all,West,WestNorth,heat,districtHeat,h6067,genUp,0.21749353,
all,West,WestNorth,heat,districtHeat,h6068,genUp,0.208105021,
all,West,WestNorth,heat,districtHeat,h6069,genUp,0.162239342,
all,West,WestNorth,heat,districtHeat,h6070,genUp,0.112416792,
all,West,WestNorth,heat,districtHeat,h6071,genUp,0.081909198,
all,West,WestNorth,heat,districtHeat,h6072,genUp,0.083436355,
all,West,WestNorth,heat,districtHeat,h6073,genUp,0.081978724,
all,West,WestNorth,heat,districtHeat,h6074,genUp,0.108200083,
all,West,WestNorth,heat,districtHeat,h6075,genUp,0.152486708,
all,West,WestNorth,heat,districtHeat,h6076,genUp,0.215880208,
all,West,WestNorth,heat,districtHeat,h6077,genUp,0.266986082,
all,West,WestNorth,heat,districtHeat,h6078,genUp,0.241754083,
all,West,WestNorth,heat,districtHeat,h6079,genUp,0.2358883,
all,West,WestNorth,heat,districtHeat,h6080,genUp,0.222578177,
all,West,WestNorth,heat,districtHeat,h6081,genUp,0.191896769,
all,West,WestNorth,heat,districtHeat,h6082,genUp,0.167167804,
all,West,WestNorth,heat,districtHeat,h6083,genUp,0.156286901,
all,West,WestNorth,heat,districtHeat,h6084,genUp,0.161822826,
all,West,WestNorth,heat,districtHeat,h6085,genUp,0.157432304,
all,West,WestNorth,heat,districtHeat,h6086,genUp,0.165796832,
all,West,WestNorth,heat,districtHeat,h6087,genUp,0.171228469,
all,West,WestNorth,heat,districtHeat,h6088,genUp,0.166716525,
all,West,WestNorth,heat,districtHeat,h6089,genUp,0.190404375,
all,West,WestNorth,heat,districtHeat,h6090,genUp,0.209615044,
all,West,WestNorth,heat,districtHeat,h6091,genUp,0.203159426,
all,West,WestNorth,heat,districtHeat,h6092,genUp,0.193770917,
all,West,WestNorth,heat,districtHeat,h6093,genUp,0.153371638,
all,West,WestNorth,heat,districtHeat,h6094,genUp,0.106030699,
all,West,WestNorth,heat,districtHeat,h6095,genUp,0.055184662,
all,West,WestNorth,heat,districtHeat,h6096,genUp,0.056711819,
all,West,WestNorth,heat,districtHeat,h6097,genUp,0.066238885,
all,West,WestNorth,heat,districtHeat,h6098,genUp,0.078993936,
all,West,WestNorth,heat,districtHeat,h6099,genUp,0.120417195,
all,West,WestNorth,heat,districtHeat,h6100,genUp,0.189415651,
all,West,WestNorth,heat,districtHeat,h6101,genUp,0.213207154,
all,West,WestNorth,heat,districtHeat,h6102,genUp,0.185406883,
all,West,WestNorth,heat,districtHeat,h6103,genUp,0.18754101,
all,West,WestNorth,heat,districtHeat,h6104,genUp,0.185128923,
all,West,WestNorth,heat,districtHeat,h6105,genUp,0.144989975,
all,West,WestNorth,heat,districtHeat,h6106,genUp,0.140616587,
all,West,WestNorth,heat,districtHeat,h6107,genUp,0.131679357,
all,West,WestNorth,heat,districtHeat,h6108,genUp,0.133241277,
all,West,WestNorth,heat,districtHeat,h6109,genUp,0.10497245,
all,West,WestNorth,heat,districtHeat,h6110,genUp,0.111393305,
all,West,WestNorth,heat,districtHeat,h6111,genUp,0.121302125,
all,West,WestNorth,heat,districtHeat,h6112,genUp,0.133206514,
all,West,WestNorth,heat,districtHeat,h6113,genUp,0.145996328,
all,West,WestNorth,heat,districtHeat,h6114,genUp,0.164755717,
all,West,WestNorth,heat,districtHeat,h6115,genUp,0.164755717,
all,West,WestNorth,heat,districtHeat,h6116,genUp,0.151844481,
all,West,WestNorth,heat,districtHeat,h6117,genUp,0.124286913,
all,West,WestNorth,heat,districtHeat,h6118,genUp,0.088798467,
all,West,WestNorth,heat,districtHeat,h6119,genUp,0.082898416,
all,West,WestNorth,heat,districtHeat,h6120,genUp,0.075974385,
all,West,WestNorth,heat,districtHeat,h6121,genUp,0.079983153,
all,West,WestNorth,heat,districtHeat,h6122,genUp,0.088261022,
all,West,WestNorth,heat,districtHeat,h6123,genUp,0.136608313,
all,West,WestNorth,heat,districtHeat,h6124,genUp,0.224400427,
all,West,WestNorth,heat,districtHeat,h6125,genUp,0.254612785,
all,West,WestNorth,heat,districtHeat,h6126,genUp,0.219420069,
all,West,WestNorth,heat,districtHeat,h6127,genUp,0.219975142,
all,West,WestNorth,heat,districtHeat,h6128,genUp,0.205224521,
all,West,WestNorth,heat,districtHeat,h6129,genUp,0.179506338,
all,West,WestNorth,heat,districtHeat,h6130,genUp,0.163696974,
all,West,WestNorth,heat,districtHeat,h6131,genUp,0.153302113,
all,West,WestNorth,heat,districtHeat,h6132,genUp,0.154864032,
all,West,WestNorth,heat,districtHeat,h6133,genUp,0.154447516,
all,West,WestNorth,heat,districtHeat,h6134,genUp,0.16131965,
all,West,WestNorth,heat,districtHeat,h6135,genUp,0.171679748,
all,West,WestNorth,heat,districtHeat,h6136,genUp,0.174629774,
all,West,WestNorth,heat,districtHeat,h6137,genUp,0.189901199,
all,West,WestNorth,heat,districtHeat,h6138,genUp,0.205137862,
all,West,WestNorth,heat,districtHeat,h6139,genUp,0.207636608,
all,West,WestNorth,heat,districtHeat,h6140,genUp,0.190786129,
all,West,WestNorth,heat,districtHeat,h6141,genUp,0.151879244,
all,West,WestNorth,heat,districtHeat,h6142,genUp,0.103045911,
all,West,WestNorth,heat,districtHeat,h6143,genUp,0.097735697,
all,West,WestNorth,heat,districtHeat,h6144,genUp,0.094785671,
all,West,WestNorth,heat,districtHeat,h6145,genUp,0.097302046,
all,West,WestNorth,heat,districtHeat,h6146,genUp,0.123488643,
all,West,WestNorth,heat,districtHeat,h6147,genUp,0.162343631,
all,West,WestNorth,heat,districtHeat,h6148,genUp,0.220201205,
all,West,WestNorth,heat,districtHeat,h6149,genUp,0.281164001,
all,West,WestNorth,heat,districtHeat,h6150,genUp,0.255463588,
all,West,WestNorth,heat,districtHeat,h6151,genUp,0.257059776,
all,West,WestNorth,heat,districtHeat,h6152,genUp,0.237831974,
all,West,WestNorth,heat,districtHeat,h6153,genUp,0.20664739,
all,West,WestNorth,heat,districtHeat,h6154,genUp,0.1824216,
all,West,WestNorth,heat,districtHeat,h6155,genUp,0.173519133,
all,West,WestNorth,heat,districtHeat,h6156,genUp,0.182005084,
all,West,WestNorth,heat,districtHeat,h6157,genUp,0.176156931,
all,West,WestNorth,heat,districtHeat,h6158,genUp,0.185510677,
all,West,WestNorth,heat,districtHeat,h6159,genUp,0.191896769,
all,West,WestNorth,heat,districtHeat,h6160,genUp,0.193354401,
all,West,WestNorth,heat,districtHeat,h6161,genUp,0.219523863,
all,West,WestNorth,heat,districtHeat,h6162,genUp,0.238699769,
all,West,WestNorth,heat,districtHeat,h6163,genUp,0.230751757,
all,West,WestNorth,heat,districtHeat,h6164,genUp,0.218916399,
all,West,WestNorth,heat,districtHeat,h6165,genUp,0.168122259,
all,West,WestNorth,heat,districtHeat,h6166,genUp,0.117345253,
all,West,WestNorth,heat,districtHeat,h6167,genUp,0.132286822,
all,West,WestNorth,heat,districtHeat,h6168,genUp,0.126889947,
all,West,WestNorth,heat,districtHeat,h6169,genUp,0.13239111,
all,West,WestNorth,heat,districtHeat,h6170,genUp,0.159532162,
all,West,WestNorth,heat,districtHeat,h6171,genUp,0.205797223,
all,West,WestNorth,heat,districtHeat,h6172,genUp,0.280852267,
all,West,WestNorth,heat,districtHeat,h6173,genUp,0.353129617,
all,West,WestNorth,heat,districtHeat,h6174,genUp,0.328991124,
all,West,WestNorth,heat,districtHeat,h6175,genUp,0.332079706,
all,West,WestNorth,heat,districtHeat,h6176,genUp,0.300513369,
all,West,WestNorth,heat,districtHeat,h6177,genUp,0.267333215,
all,West,WestNorth,heat,districtHeat,h6178,genUp,0.234204958,
all,West,WestNorth,heat,districtHeat,h6179,genUp,0.218881636,
all,West,WestNorth,heat,districtHeat,h6180,genUp,0.239254842,
all,West,WestNorth,heat,districtHeat,h6181,genUp,0.231914294,
all,West,WestNorth,heat,districtHeat,h6182,genUp,0.24918129,
all,West,WestNorth,heat,districtHeat,h6183,genUp,0.261033782,
all,West,WestNorth,heat,districtHeat,h6184,genUp,0.262942693,
all,West,WestNorth,heat,districtHeat,h6185,genUp,0.292548223,
all,West,WestNorth,heat,districtHeat,h6186,genUp,0.313216522,
all,West,WestNorth,heat,districtHeat,h6187,genUp,0.302786899,
all,West,WestNorth,heat,districtHeat,h6188,genUp,0.286023079,
all,West,WestNorth,heat,districtHeat,h6189,genUp,0.217424005,
all,West,WestNorth,heat,districtHeat,h6190,genUp,0.150403984,
all,West,WestNorth,heat,districtHeat,h6191,genUp,0.085848441,
all,West,WestNorth,heat,districtHeat,h6192,genUp,0.080954743,
all,West,WestNorth,heat,districtHeat,h6193,genUp,0.083471118,
all,West,WestNorth,heat,districtHeat,h6194,genUp,0.10816532,
all,West,WestNorth,heat,districtHeat,h6195,genUp,0.14950192,
all,West,WestNorth,heat,districtHeat,h6196,genUp,0.207932196,
all,West,WestNorth,heat,districtHeat,h6197,genUp,0.258534894,
all,West,WestNorth,heat,districtHeat,h6198,genUp,0.236738962,
all,West,WestNorth,heat,districtHeat,h6199,genUp,0.231411118,
all,West,WestNorth,heat,districtHeat,h6200,genUp,0.214630165,
all,West,WestNorth,heat,districtHeat,h6201,genUp,0.187419587,
