timestep_2,technology_1,scenario,parameter,value
h7906,wind_onshore,year_2019,avaConv,0.2476
h7907,wind_onshore,year_2019,avaConv,0.2318
h7908,wind_onshore,year_2019,avaConv,0.2171
h7909,wind_onshore,year_2019,avaConv,0.1991
h7910,wind_onshore,year_2019,avaConv,0.1827
h7911,wind_onshore,year_2019,avaConv,0.1649
h7912,wind_onshore,year_2019,avaConv,0.1681
h7913,wind_onshore,year_2019,avaConv,0.1904
h7914,wind_onshore,year_2019,avaConv,0.2306
h7915,wind_onshore,year_2019,avaConv,0.2653
h7916,wind_onshore,year_2019,avaConv,0.2915
h7917,wind_onshore,year_2019,avaConv,0.3001
h7918,wind_onshore,year_2019,avaConv,0.2763
h7919,wind_onshore,year_2019,avaConv,0.2325
h7920,wind_onshore,year_2019,avaConv,0.1819
h7921,wind_onshore,year_2019,avaConv,0.1416
h7922,wind_onshore,year_2019,avaConv,0.1253
h7923,wind_onshore,year_2019,avaConv,0.1251
h7924,wind_onshore,year_2019,avaConv,0.1314
h7925,wind_onshore,year_2019,avaConv,0.1322
h7926,wind_onshore,year_2019,avaConv,0.1344
h7927,wind_onshore,year_2019,avaConv,0.1543
h7928,wind_onshore,year_2019,avaConv,0.2115
h7929,wind_onshore,year_2019,avaConv,0.2747
h7930,wind_onshore,year_2019,avaConv,0.3121
h7931,wind_onshore,year_2019,avaConv,0.3358
h7932,wind_onshore,year_2019,avaConv,0.3657
h7933,wind_onshore,year_2019,avaConv,0.3885
h7934,wind_onshore,year_2019,avaConv,0.3828
h7935,wind_onshore,year_2019,avaConv,0.3848
h7936,wind_onshore,year_2019,avaConv,0.3838
h7937,wind_onshore,year_2019,avaConv,0.3918
h7938,wind_onshore,year_2019,avaConv,0.3867
h7939,wind_onshore,year_2019,avaConv,0.3543
h7940,wind_onshore,year_2019,avaConv,0.3128
h7941,wind_onshore,year_2019,avaConv,0.2647
h7942,wind_onshore,year_2019,avaConv,0.2276
h7943,wind_onshore,year_2019,avaConv,0.1947
h7944,wind_onshore,year_2019,avaConv,0.1627
h7945,wind_onshore,year_2019,avaConv,0.1374
h7946,wind_onshore,year_2019,avaConv,0.1352
h7947,wind_onshore,year_2019,avaConv,0.1525
h7948,wind_onshore,year_2019,avaConv,0.1745
h7949,wind_onshore,year_2019,avaConv,0.197
h7950,wind_onshore,year_2019,avaConv,0.2219
h7951,wind_onshore,year_2019,avaConv,0.2637
h7952,wind_onshore,year_2019,avaConv,0.312
h7953,wind_onshore,year_2019,avaConv,0.359
h7954,wind_onshore,year_2019,avaConv,0.4186
h7955,wind_onshore,year_2019,avaConv,0.435
h7956,wind_onshore,year_2019,avaConv,0.467
h7957,wind_onshore,year_2019,avaConv,0.4618
h7958,wind_onshore,year_2019,avaConv,0.4942
h7959,wind_onshore,year_2019,avaConv,0.5384
h7960,wind_onshore,year_2019,avaConv,0.5793
h7961,wind_onshore,year_2019,avaConv,0.6082
h7962,wind_onshore,year_2019,avaConv,0.6388
h7963,wind_onshore,year_2019,avaConv,0.6508
h7964,wind_onshore,year_2019,avaConv,0.642
h7965,wind_onshore,year_2019,avaConv,0.6371
h7966,wind_onshore,year_2019,avaConv,0.6562
h7967,wind_onshore,year_2019,avaConv,0.6897
h7968,wind_onshore,year_2019,avaConv,0.7314
h7969,wind_onshore,year_2019,avaConv,0.78
h7970,wind_onshore,year_2019,avaConv,0.7918
h7971,wind_onshore,year_2019,avaConv,0.7879
h7972,wind_onshore,year_2019,avaConv,0.7682
h7973,wind_onshore,year_2019,avaConv,0.7565
h7974,wind_onshore,year_2019,avaConv,0.7475
h7975,wind_onshore,year_2019,avaConv,0.7327
h7976,wind_onshore,year_2019,avaConv,0.7041
h7977,wind_onshore,year_2019,avaConv,0.671
h7978,wind_onshore,year_2019,avaConv,0.6454
h7979,wind_onshore,year_2019,avaConv,0.626
h7980,wind_onshore,year_2019,avaConv,0.6194
h7981,wind_onshore,year_2019,avaConv,0.6173
h7982,wind_onshore,year_2019,avaConv,0.6089
h7983,wind_onshore,year_2019,avaConv,0.589
h7984,wind_onshore,year_2019,avaConv,0.5622
h7985,wind_onshore,year_2019,avaConv,0.5377
h7986,wind_onshore,year_2019,avaConv,0.5135
h7987,wind_onshore,year_2019,avaConv,0.4904
h7988,wind_onshore,year_2019,avaConv,0.4635
h7989,wind_onshore,year_2019,avaConv,0.4309
h7990,wind_onshore,year_2019,avaConv,0.3902
h7991,wind_onshore,year_2019,avaConv,0.3455
h7992,wind_onshore,year_2019,avaConv,0.3014
h7993,wind_onshore,year_2019,avaConv,0.2621
h7994,wind_onshore,year_2019,avaConv,0.2243
h7995,wind_onshore,year_2019,avaConv,0.1941
h7996,wind_onshore,year_2019,avaConv,0.1747
h7997,wind_onshore,year_2019,avaConv,0.1657
h7998,wind_onshore,year_2019,avaConv,0.1588
h7999,wind_onshore,year_2019,avaConv,0.1498
h8000,wind_onshore,year_2019,avaConv,0.1376
h8001,wind_onshore,year_2019,avaConv,0.1228
h8002,wind_onshore,year_2019,avaConv,0.111
h8003,wind_onshore,year_2019,avaConv,0.1028
h8004,wind_onshore,year_2019,avaConv,0.0965
h8005,wind_onshore,year_2019,avaConv,0.09
h8006,wind_onshore,year_2019,avaConv,0.0835
h8007,wind_onshore,year_2019,avaConv,0.0764
h8008,wind_onshore,year_2019,avaConv,0.0671
h8009,wind_onshore,year_2019,avaConv,0.0586
h8010,wind_onshore,year_2019,avaConv,0.0511
h8011,wind_onshore,year_2019,avaConv,0.0444
h8012,wind_onshore,year_2019,avaConv,0.0387
h8013,wind_onshore,year_2019,avaConv,0.0336
h8014,wind_onshore,year_2019,avaConv,0.0294
h8015,wind_onshore,year_2019,avaConv,0.0259
h8016,wind_onshore,year_2019,avaConv,0.0242
h8017,wind_onshore,year_2019,avaConv,0.0255
h8018,wind_onshore,year_2019,avaConv,0.0284
h8019,wind_onshore,year_2019,avaConv,0.0313
h8020,wind_onshore,year_2019,avaConv,0.031
h8021,wind_onshore,year_2019,avaConv,0.0292
h8022,wind_onshore,year_2019,avaConv,0.0287
h8023,wind_onshore,year_2019,avaConv,0.0308
h8024,wind_onshore,year_2019,avaConv,0.0354
h8025,wind_onshore,year_2019,avaConv,0.0402
h8026,wind_onshore,year_2019,avaConv,0.0447
h8027,wind_onshore,year_2019,avaConv,0.0509
h8028,wind_onshore,year_2019,avaConv,0.0591
h8029,wind_onshore,year_2019,avaConv,0.0715
h8030,wind_onshore,year_2019,avaConv,0.0907
h8031,wind_onshore,year_2019,avaConv,0.1223
h8032,wind_onshore,year_2019,avaConv,0.1611
h8033,wind_onshore,year_2019,avaConv,0.1946
h8034,wind_onshore,year_2019,avaConv,0.2097
h8035,wind_onshore,year_2019,avaConv,0.2162
h8036,wind_onshore,year_2019,avaConv,0.2227
h8037,wind_onshore,year_2019,avaConv,0.2299
h8038,wind_onshore,year_2019,avaConv,0.2521
h8039,wind_onshore,year_2019,avaConv,0.2819
h8040,wind_onshore,year_2019,avaConv,0.3052
h8041,wind_onshore,year_2019,avaConv,0.3339
h8042,wind_onshore,year_2019,avaConv,0.3612
h8043,wind_onshore,year_2019,avaConv,0.3871
h8044,wind_onshore,year_2019,avaConv,0.392
h8045,wind_onshore,year_2019,avaConv,0.3677
h8046,wind_onshore,year_2019,avaConv,0.3624
h8047,wind_onshore,year_2019,avaConv,0.3772
h8048,wind_onshore,year_2019,avaConv,0.3885
h8049,wind_onshore,year_2019,avaConv,0.3838
h8050,wind_onshore,year_2019,avaConv,0.3815
h8051,wind_onshore,year_2019,avaConv,0.3804
h8052,wind_onshore,year_2019,avaConv,0.3574
h8053,wind_onshore,year_2019,avaConv,0.3227
h8054,wind_onshore,year_2019,avaConv,0.2918
h8055,wind_onshore,year_2019,avaConv,0.2588
h8056,wind_onshore,year_2019,avaConv,0.2359
h8057,wind_onshore,year_2019,avaConv,0.221
h8058,wind_onshore,year_2019,avaConv,0.2005
h8059,wind_onshore,year_2019,avaConv,0.1693
h8060,wind_onshore,year_2019,avaConv,0.1385
h8061,wind_onshore,year_2019,avaConv,0.1039
h8062,wind_onshore,year_2019,avaConv,0.0858
h8063,wind_onshore,year_2019,avaConv,0.0894
h8064,wind_onshore,year_2019,avaConv,0.0911
h8065,wind_onshore,year_2019,avaConv,0.0942
h8066,wind_onshore,year_2019,avaConv,0.0985
h8067,wind_onshore,year_2019,avaConv,0.1104
h8068,wind_onshore,year_2019,avaConv,0.1306
h8069,wind_onshore,year_2019,avaConv,0.1559
h8070,wind_onshore,year_2019,avaConv,0.1723
h8071,wind_onshore,year_2019,avaConv,0.1842
h8072,wind_onshore,year_2019,avaConv,0.2073
h8073,wind_onshore,year_2019,avaConv,0.2537
h8074,wind_onshore,year_2019,avaConv,0.3049
h8075,wind_onshore,year_2019,avaConv,0.3272
h8076,wind_onshore,year_2019,avaConv,0.353
h8077,wind_onshore,year_2019,avaConv,0.36
h8078,wind_onshore,year_2019,avaConv,0.3641
h8079,wind_onshore,year_2019,avaConv,0.3596
h8080,wind_onshore,year_2019,avaConv,0.3826
h8081,wind_onshore,year_2019,avaConv,0.4113
h8082,wind_onshore,year_2019,avaConv,0.433
h8083,wind_onshore,year_2019,avaConv,0.4458
h8084,wind_onshore,year_2019,avaConv,0.443
h8085,wind_onshore,year_2019,avaConv,0.4352
h8086,wind_onshore,year_2019,avaConv,0.4006
h8087,wind_onshore,year_2019,avaConv,0.3744
h8088,wind_onshore,year_2019,avaConv,0.3639
h8089,wind_onshore,year_2019,avaConv,0.3666
h8090,wind_onshore,year_2019,avaConv,0.3603
h8091,wind_onshore,year_2019,avaConv,0.3502
h8092,wind_onshore,year_2019,avaConv,0.3489
h8093,wind_onshore,year_2019,avaConv,0.333
h8094,wind_onshore,year_2019,avaConv,0.312
h8095,wind_onshore,year_2019,avaConv,0.2946
h8096,wind_onshore,year_2019,avaConv,0.2852
h8097,wind_onshore,year_2019,avaConv,0.2866
h8098,wind_onshore,year_2019,avaConv,0.3012
h8099,wind_onshore,year_2019,avaConv,0.3183
h8100,wind_onshore,year_2019,avaConv,0.3349
h8101,wind_onshore,year_2019,avaConv,0.3456
h8102,wind_onshore,year_2019,avaConv,0.3498
h8103,wind_onshore,year_2019,avaConv,0.3471
h8104,wind_onshore,year_2019,avaConv,0.3409
h8105,wind_onshore,year_2019,avaConv,0.3398
h8106,wind_onshore,year_2019,avaConv,0.3373
h8107,wind_onshore,year_2019,avaConv,0.3433
h8108,wind_onshore,year_2019,avaConv,0.3478
h8109,wind_onshore,year_2019,avaConv,0.3477
h8110,wind_onshore,year_2019,avaConv,0.3599
h8111,wind_onshore,year_2019,avaConv,0.3819
h8112,wind_onshore,year_2019,avaConv,0.3967
h8113,wind_onshore,year_2019,avaConv,0.4017
h8114,wind_onshore,year_2019,avaConv,0.3989
h8115,wind_onshore,year_2019,avaConv,0.4016
h8116,wind_onshore,year_2019,avaConv,0.4004
h8117,wind_onshore,year_2019,avaConv,0.388
h8118,wind_onshore,year_2019,avaConv,0.3835
h8119,wind_onshore,year_2019,avaConv,0.3966
h8120,wind_onshore,year_2019,avaConv,0.4205
h8121,wind_onshore,year_2019,avaConv,0.4385
h8122,wind_onshore,year_2019,avaConv,0.4589
h8123,wind_onshore,year_2019,avaConv,0.4915
h8124,wind_onshore,year_2019,avaConv,0.5319
h8125,wind_onshore,year_2019,avaConv,0.5627
h8126,wind_onshore,year_2019,avaConv,0.5947
h8127,wind_onshore,year_2019,avaConv,0.6454
h8128,wind_onshore,year_2019,avaConv,0.709
h8129,wind_onshore,year_2019,avaConv,0.7589
h8130,wind_onshore,year_2019,avaConv,0.7975
h8131,wind_onshore,year_2019,avaConv,0.8274
h8132,wind_onshore,year_2019,avaConv,0.8456
h8133,wind_onshore,year_2019,avaConv,0.8647
h8134,wind_onshore,year_2019,avaConv,0.8856
h8135,wind_onshore,year_2019,avaConv,0.9126
h8136,wind_onshore,year_2019,avaConv,0.928
h8137,wind_onshore,year_2019,avaConv,0.9337
h8138,wind_onshore,year_2019,avaConv,0.9394
h8139,wind_onshore,year_2019,avaConv,0.9345
h8140,wind_onshore,year_2019,avaConv,0.9117
h8141,wind_onshore,year_2019,avaConv,0.8754
h8142,wind_onshore,year_2019,avaConv,0.834
h8143,wind_onshore,year_2019,avaConv,0.793
h8144,wind_onshore,year_2019,avaConv,0.7505
h8145,wind_onshore,year_2019,avaConv,0.6997
h8146,wind_onshore,year_2019,avaConv,0.6859
h8147,wind_onshore,year_2019,avaConv,0.6958
h8148,wind_onshore,year_2019,avaConv,0.7077
h8149,wind_onshore,year_2019,avaConv,0.7141
h8150,wind_onshore,year_2019,avaConv,0.7238
h8151,wind_onshore,year_2019,avaConv,0.7206
h8152,wind_onshore,year_2019,avaConv,0.6941
h8153,wind_onshore,year_2019,avaConv,0.6681
h8154,wind_onshore,year_2019,avaConv,0.6384
h8155,wind_onshore,year_2019,avaConv,0.6205
h8156,wind_onshore,year_2019,avaConv,0.5944
h8157,wind_onshore,year_2019,avaConv,0.5698
h8158,wind_onshore,year_2019,avaConv,0.5569
h8159,wind_onshore,year_2019,avaConv,0.5767
h8160,wind_onshore,year_2019,avaConv,0.6237
h8161,wind_onshore,year_2019,avaConv,0.6633
h8162,wind_onshore,year_2019,avaConv,0.6554
h8163,wind_onshore,year_2019,avaConv,0.629
h8164,wind_onshore,year_2019,avaConv,0.6077
h8165,wind_onshore,year_2019,avaConv,0.5891
h8166,wind_onshore,year_2019,avaConv,0.5725
h8167,wind_onshore,year_2019,avaConv,0.5399
h8168,wind_onshore,year_2019,avaConv,0.5289
h8169,wind_onshore,year_2019,avaConv,0.5616
h8170,wind_onshore,year_2019,avaConv,0.5988
h8171,wind_onshore,year_2019,avaConv,0.5926
h8172,wind_onshore,year_2019,avaConv,0.5747
h8173,wind_onshore,year_2019,avaConv,0.533
h8174,wind_onshore,year_2019,avaConv,0.5031
h8175,wind_onshore,year_2019,avaConv,0.4839
h8176,wind_onshore,year_2019,avaConv,0.462
h8177,wind_onshore,year_2019,avaConv,0.4773
h8178,wind_onshore,year_2019,avaConv,0.5383
h8179,wind_onshore,year_2019,avaConv,0.6009
h8180,wind_onshore,year_2019,avaConv,0.6499
h8181,wind_onshore,year_2019,avaConv,0.6698
h8182,wind_onshore,year_2019,avaConv,0.6744
h8183,wind_onshore,year_2019,avaConv,0.6611
h8184,wind_onshore,year_2019,avaConv,0.6631
h8185,wind_onshore,year_2019,avaConv,0.684
h8186,wind_onshore,year_2019,avaConv,0.7339
h8187,wind_onshore,year_2019,avaConv,0.8
h8188,wind_onshore,year_2019,avaConv,0.8369
h8189,wind_onshore,year_2019,avaConv,0.8685
h8190,wind_onshore,year_2019,avaConv,0.8854
h8191,wind_onshore,year_2019,avaConv,0.9065
h8192,wind_onshore,year_2019,avaConv,0.9315
h8193,wind_onshore,year_2019,avaConv,0.9318
h8194,wind_onshore,year_2019,avaConv,0.9326
h8195,wind_onshore,year_2019,avaConv,0.929
h8196,wind_onshore,year_2019,avaConv,0.9255
h8197,wind_onshore,year_2019,avaConv,0.9187
h8198,wind_onshore,year_2019,avaConv,0.9108
h8199,wind_onshore,year_2019,avaConv,0.896
h8200,wind_onshore,year_2019,avaConv,0.8836
h8201,wind_onshore,year_2019,avaConv,0.8813
h8202,wind_onshore,year_2019,avaConv,0.8822
h8203,wind_onshore,year_2019,avaConv,0.8765
h8204,wind_onshore,year_2019,avaConv,0.8743
h8205,wind_onshore,year_2019,avaConv,0.8803
h8206,wind_onshore,year_2019,avaConv,0.8795
h8207,wind_onshore,year_2019,avaConv,0.8735
h8208,wind_onshore,year_2019,avaConv,0.858
h8209,wind_onshore,year_2019,avaConv,0.8417
h8210,wind_onshore,year_2019,avaConv,0.8222
h8211,wind_onshore,year_2019,avaConv,0.798
h8212,wind_onshore,year_2019,avaConv,0.7586
h8213,wind_onshore,year_2019,avaConv,0.6974
h8214,wind_onshore,year_2019,avaConv,0.6307
h8215,wind_onshore,year_2019,avaConv,0.5782
h8216,wind_onshore,year_2019,avaConv,0.545
h8217,wind_onshore,year_2019,avaConv,0.5538
h8218,wind_onshore,year_2019,avaConv,0.5999
h8219,wind_onshore,year_2019,avaConv,0.693
h8220,wind_onshore,year_2019,avaConv,0.7938
h8221,wind_onshore,year_2019,avaConv,0.8244
h8222,wind_onshore,year_2019,avaConv,0.8351
h8223,wind_onshore,year_2019,avaConv,0.8357
h8224,wind_onshore,year_2019,avaConv,0.8327
h8225,wind_onshore,year_2019,avaConv,0.8275
h8226,wind_onshore,year_2019,avaConv,0.8167
h8227,wind_onshore,year_2019,avaConv,0.8059
h8228,wind_onshore,year_2019,avaConv,0.8045
h8229,wind_onshore,year_2019,avaConv,0.8011
h8230,wind_onshore,year_2019,avaConv,0.7804
h8231,wind_onshore,year_2019,avaConv,0.7415
h8232,wind_onshore,year_2019,avaConv,0.6739
h8233,wind_onshore,year_2019,avaConv,0.5918
h8234,wind_onshore,year_2019,avaConv,0.531
h8235,wind_onshore,year_2019,avaConv,0.4814
h8236,wind_onshore,year_2019,avaConv,0.4225
h8237,wind_onshore,year_2019,avaConv,0.3573
h8238,wind_onshore,year_2019,avaConv,0.3026
h8239,wind_onshore,year_2019,avaConv,0.2785
h8240,wind_onshore,year_2019,avaConv,0.2759
h8241,wind_onshore,year_2019,avaConv,0.3092
h8242,wind_onshore,year_2019,avaConv,0.3779
h8243,wind_onshore,year_2019,avaConv,0.4518
h8244,wind_onshore,year_2019,avaConv,0.5023
h8245,wind_onshore,year_2019,avaConv,0.5407
h8246,wind_onshore,year_2019,avaConv,0.57
h8247,wind_onshore,year_2019,avaConv,0.5944
h8248,wind_onshore,year_2019,avaConv,0.6217
h8249,wind_onshore,year_2019,avaConv,0.6568
h8250,wind_onshore,year_2019,avaConv,0.6906
h8251,wind_onshore,year_2019,avaConv,0.7228
h8252,wind_onshore,year_2019,avaConv,0.7558
h8253,wind_onshore,year_2019,avaConv,0.7962
h8254,wind_onshore,year_2019,avaConv,0.832
h8255,wind_onshore,year_2019,avaConv,0.8602
h8256,wind_onshore,year_2019,avaConv,0.8695
h8257,wind_onshore,year_2019,avaConv,0.8582
h8258,wind_onshore,year_2019,avaConv,0.8274
h8259,wind_onshore,year_2019,avaConv,0.7865
h8260,wind_onshore,year_2019,avaConv,0.7359
h8261,wind_onshore,year_2019,avaConv,0.6822
h8262,wind_onshore,year_2019,avaConv,0.6271
h8263,wind_onshore,year_2019,avaConv,0.5615
h8264,wind_onshore,year_2019,avaConv,0.5024
h8265,wind_onshore,year_2019,avaConv,0.4388
h8266,wind_onshore,year_2019,avaConv,0.3837
h8267,wind_onshore,year_2019,avaConv,0.3525
h8268,wind_onshore,year_2019,avaConv,0.3169
h8269,wind_onshore,year_2019,avaConv,0.2735
h8270,wind_onshore,year_2019,avaConv,0.2504
h8271,wind_onshore,year_2019,avaConv,0.2452
h8272,wind_onshore,year_2019,avaConv,0.2398
h8273,wind_onshore,year_2019,avaConv,0.2386
h8274,wind_onshore,year_2019,avaConv,0.2429
h8275,wind_onshore,year_2019,avaConv,0.2486
h8276,wind_onshore,year_2019,avaConv,0.2493
h8277,wind_onshore,year_2019,avaConv,0.2309
h8278,wind_onshore,year_2019,avaConv,0.2051
h8279,wind_onshore,year_2019,avaConv,0.1793
h8280,wind_onshore,year_2019,avaConv,0.1643
h8281,wind_onshore,year_2019,avaConv,0.1599
h8282,wind_onshore,year_2019,avaConv,0.1572
h8283,wind_onshore,year_2019,avaConv,0.1563
h8284,wind_onshore,year_2019,avaConv,0.1526
h8285,wind_onshore,year_2019,avaConv,0.1472
h8286,wind_onshore,year_2019,avaConv,0.1414
h8287,wind_onshore,year_2019,avaConv,0.1394
h8288,wind_onshore,year_2019,avaConv,0.1456
h8289,wind_onshore,year_2019,avaConv,0.1665
h8290,wind_onshore,year_2019,avaConv,0.1989
h8291,wind_onshore,year_2019,avaConv,0.2261
h8292,wind_onshore,year_2019,avaConv,0.2461
h8293,wind_onshore,year_2019,avaConv,0.2666
h8294,wind_onshore,year_2019,avaConv,0.2937
h8295,wind_onshore,year_2019,avaConv,0.3312
h8296,wind_onshore,year_2019,avaConv,0.3721
h8297,wind_onshore,year_2019,avaConv,0.4379
h8298,wind_onshore,year_2019,avaConv,0.5202
h8299,wind_onshore,year_2019,avaConv,0.5887
h8300,wind_onshore,year_2019,avaConv,0.6335
h8301,wind_onshore,year_2019,avaConv,0.6551
h8302,wind_onshore,year_2019,avaConv,0.6631
h8303,wind_onshore,year_2019,avaConv,0.674
h8304,wind_onshore,year_2019,avaConv,0.6907
h8305,wind_onshore,year_2019,avaConv,0.7081
h8306,wind_onshore,year_2019,avaConv,0.7216
h8307,wind_onshore,year_2019,avaConv,0.7262
h8308,wind_onshore,year_2019,avaConv,0.726
h8309,wind_onshore,year_2019,avaConv,0.7225
h8310,wind_onshore,year_2019,avaConv,0.7193
h8311,wind_onshore,year_2019,avaConv,0.7017
h8312,wind_onshore,year_2019,avaConv,0.6598
h8313,wind_onshore,year_2019,avaConv,0.5915
h8314,wind_onshore,year_2019,avaConv,0.4978
h8315,wind_onshore,year_2019,avaConv,0.3954
h8316,wind_onshore,year_2019,avaConv,0.3103
h8317,wind_onshore,year_2019,avaConv,0.2564
h8318,wind_onshore,year_2019,avaConv,0.2306
h8319,wind_onshore,year_2019,avaConv,0.2236
h8320,wind_onshore,year_2019,avaConv,0.2252
h8321,wind_onshore,year_2019,avaConv,0.223
h8322,wind_onshore,year_2019,avaConv,0.2097
h8323,wind_onshore,year_2019,avaConv,0.1842
h8324,wind_onshore,year_2019,avaConv,0.156
h8325,wind_onshore,year_2019,avaConv,0.1396
h8326,wind_onshore,year_2019,avaConv,0.1329
h8327,wind_onshore,year_2019,avaConv,0.1364
h8328,wind_onshore,year_2019,avaConv,0.1527
h8329,wind_onshore,year_2019,avaConv,0.1699
h8330,wind_onshore,year_2019,avaConv,0.1915
h8331,wind_onshore,year_2019,avaConv,0.2202
h8332,wind_onshore,year_2019,avaConv,0.244
h8333,wind_onshore,year_2019,avaConv,0.2675
h8334,wind_onshore,year_2019,avaConv,0.2871
h8335,wind_onshore,year_2019,avaConv,0.3118
h8336,wind_onshore,year_2019,avaConv,0.3644
h8337,wind_onshore,year_2019,avaConv,0.4228
h8338,wind_onshore,year_2019,avaConv,0.4817
h8339,wind_onshore,year_2019,avaConv,0.5446
h8340,wind_onshore,year_2019,avaConv,0.5903
h8341,wind_onshore,year_2019,avaConv,0.6195
h8342,wind_onshore,year_2019,avaConv,0.6535
h8343,wind_onshore,year_2019,avaConv,0.6917
h8344,wind_onshore,year_2019,avaConv,0.7302
h8345,wind_onshore,year_2019,avaConv,0.7584
h8346,wind_onshore,year_2019,avaConv,0.79
h8347,wind_onshore,year_2019,avaConv,0.8366
h8348,wind_onshore,year_2019,avaConv,0.8736
h8349,wind_onshore,year_2019,avaConv,0.8879
h8350,wind_onshore,year_2019,avaConv,0.885
h8351,wind_onshore,year_2019,avaConv,0.8691
h8352,wind_onshore,year_2019,avaConv,0.8324
h8353,wind_onshore,year_2019,avaConv,0.7492
h8354,wind_onshore,year_2019,avaConv,0.6488
h8355,wind_onshore,year_2019,avaConv,0.6071
h8356,wind_onshore,year_2019,avaConv,0.6711
h8357,wind_onshore,year_2019,avaConv,0.7265
h8358,wind_onshore,year_2019,avaConv,0.713
h8359,wind_onshore,year_2019,avaConv,0.721
h8360,wind_onshore,year_2019,avaConv,0.7439
h8361,wind_onshore,year_2019,avaConv,0.7886
h8362,wind_onshore,year_2019,avaConv,0.8564
h8363,wind_onshore,year_2019,avaConv,0.895
h8364,wind_onshore,year_2019,avaConv,0.9074
h8365,wind_onshore,year_2019,avaConv,0.9101
h8366,wind_onshore,year_2019,avaConv,0.9286
h8367,wind_onshore,year_2019,avaConv,0.9165
h8368,wind_onshore,year_2019,avaConv,0.881
h8369,wind_onshore,year_2019,avaConv,0.8417
h8370,wind_onshore,year_2019,avaConv,0.7996
h8371,wind_onshore,year_2019,avaConv,0.759
h8372,wind_onshore,year_2019,avaConv,0.7212
h8373,wind_onshore,year_2019,avaConv,0.7042
h8374,wind_onshore,year_2019,avaConv,0.6777
h8375,wind_onshore,year_2019,avaConv,0.6682
h8376,wind_onshore,year_2019,avaConv,0.6851
h8377,wind_onshore,year_2019,avaConv,0.6763
h8378,wind_onshore,year_2019,avaConv,0.6178
h8379,wind_onshore,year_2019,avaConv,0.5724
h8380,wind_onshore,year_2019,avaConv,0.5296
h8381,wind_onshore,year_2019,avaConv,0.503
h8382,wind_onshore,year_2019,avaConv,0.5249
h8383,wind_onshore,year_2019,avaConv,0.5565
h8384,wind_onshore,year_2019,avaConv,0.5701
h8385,wind_onshore,year_2019,avaConv,0.5696
h8386,wind_onshore,year_2019,avaConv,0.5491
h8387,wind_onshore,year_2019,avaConv,0.5343
h8388,wind_onshore,year_2019,avaConv,0.5202
h8389,wind_onshore,year_2019,avaConv,0.5222
h8390,wind_onshore,year_2019,avaConv,0.5035
h8391,wind_onshore,year_2019,avaConv,0.4608
h8392,wind_onshore,year_2019,avaConv,0.4018
h8393,wind_onshore,year_2019,avaConv,0.3407
h8394,wind_onshore,year_2019,avaConv,0.2794
h8395,wind_onshore,year_2019,avaConv,0.2177
h8396,wind_onshore,year_2019,avaConv,0.1605
h8397,wind_onshore,year_2019,avaConv,0.1146
h8398,wind_onshore,year_2019,avaConv,0.0774
h8399,wind_onshore,year_2019,avaConv,0.0528
h8400,wind_onshore,year_2019,avaConv,0.0348
h8401,wind_onshore,year_2019,avaConv,0.0211
h8402,wind_onshore,year_2019,avaConv,0.0139
h8403,wind_onshore,year_2019,avaConv,0.012
h8404,wind_onshore,year_2019,avaConv,0.0144
h8405,wind_onshore,year_2019,avaConv,0.0218
h8406,wind_onshore,year_2019,avaConv,0.0386
h8407,wind_onshore,year_2019,avaConv,0.0622
h8408,wind_onshore,year_2019,avaConv,0.0886
h8409,wind_onshore,year_2019,avaConv,0.1033
h8410,wind_onshore,year_2019,avaConv,0.1101
h8411,wind_onshore,year_2019,avaConv,0.1141
h8412,wind_onshore,year_2019,avaConv,0.0956
h8413,wind_onshore,year_2019,avaConv,0.0947
h8414,wind_onshore,year_2019,avaConv,0.1069
h8415,wind_onshore,year_2019,avaConv,0.138
h8416,wind_onshore,year_2019,avaConv,0.1751
h8417,wind_onshore,year_2019,avaConv,0.2167
h8418,wind_onshore,year_2019,avaConv,0.2452
h8419,wind_onshore,year_2019,avaConv,0.2665
h8420,wind_onshore,year_2019,avaConv,0.2886
h8421,wind_onshore,year_2019,avaConv,0.3055
h8422,wind_onshore,year_2019,avaConv,0.3398
h8423,wind_onshore,year_2019,avaConv,0.3975
h8424,wind_onshore,year_2019,avaConv,0.4933
h8425,wind_onshore,year_2019,avaConv,0.619
h8426,wind_onshore,year_2019,avaConv,0.6684
h8427,wind_onshore,year_2019,avaConv,0.6913
h8428,wind_onshore,year_2019,avaConv,0.7115
h8429,wind_onshore,year_2019,avaConv,0.7053
h8430,wind_onshore,year_2019,avaConv,0.6723
h8431,wind_onshore,year_2019,avaConv,0.6181
h8432,wind_onshore,year_2019,avaConv,0.546
h8433,wind_onshore,year_2019,avaConv,0.455
h8434,wind_onshore,year_2019,avaConv,0.3736
h8435,wind_onshore,year_2019,avaConv,0.3256
h8436,wind_onshore,year_2019,avaConv,0.2959
h8437,wind_onshore,year_2019,avaConv,0.2688
h8438,wind_onshore,year_2019,avaConv,0.2542
h8439,wind_onshore,year_2019,avaConv,0.249
h8440,wind_onshore,year_2019,avaConv,0.2249
h8441,wind_onshore,year_2019,avaConv,0.216
h8442,wind_onshore,year_2019,avaConv,0.2137
h8443,wind_onshore,year_2019,avaConv,0.2299
h8444,wind_onshore,year_2019,avaConv,0.2635
