timestep_2,carrier_1,parameter,value
h7970,electricity,dem,47.74639175
h7971,electricity,dem,46.46082474
h7972,electricity,dem,46.0814433
h7973,electricity,dem,46.10309278
h7974,electricity,dem,45.5443299
h7975,electricity,dem,45.43402062
h7976,electricity,dem,47.59175258
h7977,electricity,dem,50.99587629
h7978,electricity,dem,54.78041237
h7979,electricity,dem,57.65876289
h7980,electricity,dem,60.54536082
h7981,electricity,dem,60.50618557
h7982,electricity,dem,58.71340206
h7983,electricity,dem,57.33092784
h7984,electricity,dem,57.31546392
h7985,electricity,dem,59.60618557
h7986,electricity,dem,62.56701031
h7987,electricity,dem,63.27731959
h7988,electricity,dem,61.7185567
h7989,electricity,dem,59.16804124
h7990,electricity,dem,57.49072165
h7991,electricity,dem,56.92474227
h7992,electricity,dem,53.03298969
h7993,electricity,dem,49.6556701
h7994,electricity,dem,47.92164948
h7995,electricity,dem,47.46597938
h7996,electricity,dem,48.18762887
h7997,electricity,dem,50.26597938
h7998,electricity,dem,55.01752577
h7999,electricity,dem,64.67113402
h8000,electricity,dem,72.59278351
h8001,electricity,dem,74.88762887
h8002,electricity,dem,75.45051546
h8003,electricity,dem,76.24123711
h8004,electricity,dem,77.69587629
h8005,electricity,dem,77.22989691
h8006,electricity,dem,77.00309278
h8007,electricity,dem,76.01237113
h8008,electricity,dem,75.89896907
h8009,electricity,dem,76.70618557
h8010,electricity,dem,78.24845361
h8011,electricity,dem,77.19793814
h8012,electricity,dem,75.3371134
h8013,electricity,dem,71.2742268
h8014,electricity,dem,67.47628866
h8015,electricity,dem,63.80618557
h8016,electricity,dem,58.55876289
h8017,electricity,dem,54.63505155
h8018,electricity,dem,52.42268041
h8019,electricity,dem,51.43505155
h8020,electricity,dem,52.0371134
h8021,electricity,dem,53.75979381
h8022,electricity,dem,57.76082474
h8023,electricity,dem,66.28865979
h8024,electricity,dem,73.61237113
h8025,electricity,dem,75.59072165
h8026,electricity,dem,75.26701031
h8027,electricity,dem,76.02886598
h8028,electricity,dem,77.29690722
h8029,electricity,dem,76.92268041
h8030,electricity,dem,76.43402062
h8031,electricity,dem,75.4556701
h8032,electricity,dem,75.31443299
h8033,electricity,dem,76.50515464
h8034,electricity,dem,78.26185567
h8035,electricity,dem,77.32989691
h8036,electricity,dem,75.47216495
h8037,electricity,dem,71.35154639
h8038,electricity,dem,67.41752577
h8039,electricity,dem,63.1
h8040,electricity,dem,57.9
h8041,electricity,dem,54.17010309
h8042,electricity,dem,51.96907216
h8043,electricity,dem,50.89278351
h8044,electricity,dem,51.61237113
h8045,electricity,dem,53.51134021
h8046,electricity,dem,57.38247423
h8047,electricity,dem,66.39484536
h8048,electricity,dem,73.26701031
h8049,electricity,dem,75.45979381
h8050,electricity,dem,75.51134021
h8051,electricity,dem,76.40206186
h8052,electricity,dem,77.16907216
h8053,electricity,dem,76.23195876
h8054,electricity,dem,75.60927835
h8055,electricity,dem,74.68556701
h8056,electricity,dem,74.54020619
h8057,electricity,dem,76.09278351
h8058,electricity,dem,78.5257732
h8059,electricity,dem,77.6443299
h8060,electricity,dem,75.77113402
h8061,electricity,dem,71.45051546
h8062,electricity,dem,67.50412371
h8063,electricity,dem,63.74020619
h8064,electricity,dem,58.44742268
h8065,electricity,dem,54.52268041
h8066,electricity,dem,52.51649485
h8067,electricity,dem,51.64226804
h8068,electricity,dem,52.11237113
h8069,electricity,dem,53.64742268
h8070,electricity,dem,57.3443299
h8071,electricity,dem,65.98865979
h8072,electricity,dem,73.28659794
h8073,electricity,dem,75.13402062
h8074,electricity,dem,74.94845361
h8075,electricity,dem,75.53402062
h8076,electricity,dem,76.10618557
h8077,electricity,dem,74.88350515
h8078,electricity,dem,74.04123711
h8079,electricity,dem,72.98247423
h8080,electricity,dem,73.06804124
h8081,electricity,dem,75.06701031
h8082,electricity,dem,78.21752577
h8083,electricity,dem,77.4371134
h8084,electricity,dem,75.50103093
h8085,electricity,dem,71.31546392
h8086,electricity,dem,67.40721649
h8087,electricity,dem,63.91752577
h8088,electricity,dem,59.0443299
h8089,electricity,dem,55.10103093
h8090,electricity,dem,53.24536082
h8091,electricity,dem,52.71546392
h8092,electricity,dem,52.8257732
h8093,electricity,dem,54.30618557
h8094,electricity,dem,57.92989691
h8095,electricity,dem,66.76907216
h8096,electricity,dem,74.09793814
h8097,electricity,dem,76.47010309
h8098,electricity,dem,76.33092784
h8099,electricity,dem,76.91958763
h8100,electricity,dem,77.20721649
h8101,electricity,dem,76.14536082
h8102,electricity,dem,74.47010309
h8103,electricity,dem,72.74536082
h8104,electricity,dem,72.4556701
h8105,electricity,dem,74.08453608
h8106,electricity,dem,76.30412371
h8107,electricity,dem,74.98865979
h8108,electricity,dem,72.72061856
h8109,electricity,dem,68.71030928
h8110,electricity,dem,64.91134021
h8111,electricity,dem,61.80412371
h8112,electricity,dem,57.42371134
h8113,electricity,dem,53.30309278
h8114,electricity,dem,50.77525773
h8115,electricity,dem,49.51546392
h8116,electricity,dem,49.31443299
h8117,electricity,dem,49.74845361
h8118,electricity,dem,50.11649485
h8119,electricity,dem,51.73917526
h8120,electricity,dem,55.69793814
h8121,electricity,dem,58.85876289
h8122,electricity,dem,61.50103093
h8123,electricity,dem,62.88762887
h8124,electricity,dem,63.93917526
h8125,electricity,dem,63.22989691
h8126,electricity,dem,61.27938144
h8127,electricity,dem,59.52783505
h8128,electricity,dem,59.74845361
h8129,electricity,dem,62.56082474
h8130,electricity,dem,65.81237113
h8131,electricity,dem,65.11340206
h8132,electricity,dem,63.0371134
h8133,electricity,dem,59.59381443
h8134,electricity,dem,57.15051546
h8135,electricity,dem,55.87525773
h8136,electricity,dem,52.42164948
h8137,electricity,dem,49.00412371
h8138,electricity,dem,46.58556701
h8139,electricity,dem,45.29484536
h8140,electricity,dem,45.05979381
h8141,electricity,dem,45.31237113
h8142,electricity,dem,45.05051546
h8143,electricity,dem,44.95773196
h8144,electricity,dem,47.29690722
h8145,electricity,dem,50.19896907
h8146,electricity,dem,53.65051546
h8147,electricity,dem,56.06391753
h8148,electricity,dem,58.30206186
h8149,electricity,dem,57.85463918
h8150,electricity,dem,56.00618557
h8151,electricity,dem,54.39793814
h8152,electricity,dem,54.20206186
h8153,electricity,dem,56.83608247
h8154,electricity,dem,60.68762887
h8155,electricity,dem,61.7257732
h8156,electricity,dem,60.4742268
h8157,electricity,dem,58.37938144
h8158,electricity,dem,56.45876289
h8159,electricity,dem,55.52989691
h8160,electricity,dem,51.64020619
h8161,electricity,dem,48.21237113
h8162,electricity,dem,46.34742268
h8163,electricity,dem,45.70412371
h8164,electricity,dem,46.53092784
h8165,electricity,dem,48.51340206
h8166,electricity,dem,53.42371134
h8167,electricity,dem,63.6443299
h8168,electricity,dem,71.60721649
h8169,electricity,dem,73.94329897
h8170,electricity,dem,73.88659794
h8171,electricity,dem,74.20206186
h8172,electricity,dem,75.00412371
h8173,electricity,dem,74.12268041
h8174,electricity,dem,73.73814433
h8175,electricity,dem,72.7556701
h8176,electricity,dem,72.66391753
h8177,electricity,dem,74.72474227
h8178,electricity,dem,78.09896907
h8179,electricity,dem,77.08865979
h8180,electricity,dem,75.12783505
h8181,electricity,dem,70.81443299
h8182,electricity,dem,66.92989691
h8183,electricity,dem,63.12164948
h8184,electricity,dem,57.77731959
h8185,electricity,dem,53.99278351
h8186,electricity,dem,51.79587629
h8187,electricity,dem,51.13505155
h8188,electricity,dem,51.90824742
h8189,electricity,dem,53.53814433
h8190,electricity,dem,57.47319588
h8191,electricity,dem,66.26494845
h8192,electricity,dem,73.61237113
h8193,electricity,dem,74.9628866
h8194,electricity,dem,74.44226804
h8195,electricity,dem,75.12371134
h8196,electricity,dem,75.68556701
h8197,electricity,dem,74.67319588
h8198,electricity,dem,73.99381443
h8199,electricity,dem,72.9742268
h8200,electricity,dem,72.97010309
h8201,electricity,dem,75.30721649
h8202,electricity,dem,78.41443299
h8203,electricity,dem,77.35773196
h8204,electricity,dem,75.3257732
h8205,electricity,dem,71.17835052
h8206,electricity,dem,67.26804124
h8207,electricity,dem,63.22371134
h8208,electricity,dem,58.23505155
h8209,electricity,dem,54.51752577
h8210,electricity,dem,52.2443299
h8211,electricity,dem,51.35773196
h8212,electricity,dem,51.78659794
h8213,electricity,dem,53.27731959
h8214,electricity,dem,57.34226804
h8215,electricity,dem,66.32989691
h8216,electricity,dem,74.01958763
h8217,electricity,dem,76.06185567
h8218,electricity,dem,75.91340206
h8219,electricity,dem,76.3371134
h8220,electricity,dem,76.90412371
h8221,electricity,dem,75.89484536
h8222,electricity,dem,75.13298969
h8223,electricity,dem,74.09690722
h8224,electricity,dem,73.7443299
h8225,electricity,dem,75.55360825
h8226,electricity,dem,78.59278351
h8227,electricity,dem,77.79072165
h8228,electricity,dem,75.74123711
h8229,electricity,dem,71.48453608
h8230,electricity,dem,67.70515464
h8231,electricity,dem,63.83608247
h8232,electricity,dem,58.9257732
h8233,electricity,dem,55.38350515
h8234,electricity,dem,53.2
h8235,electricity,dem,52.74639175
h8236,electricity,dem,53.18865979
h8237,electricity,dem,54.5443299
h8238,electricity,dem,58.27010309
h8239,electricity,dem,66.88969072
h8240,electricity,dem,74.17835052
h8241,electricity,dem,75.70206186
h8242,electricity,dem,75.09278351
h8243,electricity,dem,75.48247423
h8244,electricity,dem,76.61030928
h8245,electricity,dem,75.88556701
h8246,electricity,dem,75.31649485
h8247,electricity,dem,74.26494845
h8248,electricity,dem,74.15360825
h8249,electricity,dem,76.46082474
h8250,electricity,dem,79.19175258
h8251,electricity,dem,78.17113402
h8252,electricity,dem,76.21443299
h8253,electricity,dem,72.08659794
h8254,electricity,dem,68.13195876
h8255,electricity,dem,64.49793814
h8256,electricity,dem,59.61752577
h8257,electricity,dem,56.0742268
h8258,electricity,dem,53.87216495
h8259,electricity,dem,52.9371134
h8260,electricity,dem,53.25360825
h8261,electricity,dem,54.58247423
h8262,electricity,dem,58.22783505
h8263,electricity,dem,66.58556701
h8264,electricity,dem,74.00103093
h8265,electricity,dem,76.51237113
h8266,electricity,dem,76.74329897
h8267,electricity,dem,77.41237113
h8268,electricity,dem,77.66185567
h8269,electricity,dem,76.50412371
h8270,electricity,dem,75.17835052
h8271,electricity,dem,73.92680412
h8272,electricity,dem,73.74845361
h8273,electricity,dem,75.51752577
h8274,electricity,dem,76.86804124
h8275,electricity,dem,75.14020619
h8276,electricity,dem,72.6257732
h8277,electricity,dem,68.34948454
h8278,electricity,dem,64.81134021
h8279,electricity,dem,61.74226804
h8280,electricity,dem,57.33505155
h8281,electricity,dem,53.49381443
h8282,electricity,dem,51.08350515
h8283,electricity,dem,49.56804124
h8284,electricity,dem,49.35257732
h8285,electricity,dem,49.60515464
h8286,electricity,dem,49.82886598
h8287,electricity,dem,51.04639175
h8288,electricity,dem,55.09484536
h8289,electricity,dem,58.85876289
h8290,electricity,dem,61.5257732
h8291,electricity,dem,63.22164948
h8292,electricity,dem,63.99072165
h8293,electricity,dem,62.71546392
h8294,electricity,dem,61.05876289
h8295,electricity,dem,59.55257732
h8296,electricity,dem,59.74948454
h8297,electricity,dem,62.49278351
h8298,electricity,dem,65.23402062
h8299,electricity,dem,64.96701031
h8300,electricity,dem,62.92268041
h8301,electricity,dem,59.54845361
h8302,electricity,dem,57.18762887
h8303,electricity,dem,55.8443299
h8304,electricity,dem,52.44536082
h8305,electricity,dem,48.75051546
h8306,electricity,dem,46.45670103
h8307,electricity,dem,45.28659794
h8308,electricity,dem,44.9185567
h8309,electricity,dem,45.07319588
h8310,electricity,dem,44.96082474
h8311,electricity,dem,44.53092784
h8312,electricity,dem,46.48556701
h8313,electricity,dem,49.97835052
h8314,electricity,dem,53.65257732
h8315,electricity,dem,56.32371134
h8316,electricity,dem,58.94329897
h8317,electricity,dem,58.40206186
h8318,electricity,dem,56.45979381
h8319,electricity,dem,55.05360825
h8320,electricity,dem,54.83195876
h8321,electricity,dem,57.93195876
h8322,electricity,dem,61.47835052
h8323,electricity,dem,62.33917526
h8324,electricity,dem,61.24742268
h8325,electricity,dem,58.91958763
h8326,electricity,dem,57.21443299
h8327,electricity,dem,56.68762887
h8328,electricity,dem,53.16804124
h8329,electricity,dem,50.17216495
h8330,electricity,dem,48.45257732
h8331,electricity,dem,47.95257732
h8332,electricity,dem,48.49381443
h8333,electricity,dem,50.55154639
h8334,electricity,dem,55.11752577
h8335,electricity,dem,64.65773196
h8336,electricity,dem,72.55360825
h8337,electricity,dem,74.9371134
h8338,electricity,dem,74.9556701
h8339,electricity,dem,75.41649485
h8340,electricity,dem,76.08453608
h8341,electricity,dem,75.41958763
h8342,electricity,dem,74.76597938
h8343,electricity,dem,73.53402062
h8344,electricity,dem,73.30927835
h8345,electricity,dem,75.39072165
h8346,electricity,dem,77.71134021
h8347,electricity,dem,76.77113402
h8348,electricity,dem,74.7443299
h8349,electricity,dem,70.5443299
h8350,electricity,dem,66.7742268
h8351,electricity,dem,63.18247423
h8352,electricity,dem,57.75773196
h8353,electricity,dem,53.95979381
h8354,electricity,dem,51.94948454
h8355,electricity,dem,51.11134021
h8356,electricity,dem,51.40515464
h8357,electricity,dem,52.9814433
h8358,electricity,dem,56.6371134
h8359,electricity,dem,65.4371134
h8360,electricity,dem,73.07216495
h8361,electricity,dem,75.36185567
h8362,electricity,dem,75.12164948
h8363,electricity,dem,75.49690722
h8364,electricity,dem,75.90927835
h8365,electricity,dem,74.84226804
h8366,electricity,dem,74.24226804
h8367,electricity,dem,73.2556701
h8368,electricity,dem,72.91546392
h8369,electricity,dem,74.94536082
h8370,electricity,dem,77.47010309
h8371,electricity,dem,76.62989691
h8372,electricity,dem,74.73402062
h8373,electricity,dem,70.80927835
h8374,electricity,dem,66.92061856
h8375,electricity,dem,63.22268041
h8376,electricity,dem,58.0443299
h8377,electricity,dem,53.87628866
h8378,electricity,dem,51.61237113
h8379,electricity,dem,50.55051546
h8380,electricity,dem,50.9814433
h8381,electricity,dem,52.60824742
h8382,electricity,dem,56.40824742
h8383,electricity,dem,65.50515464
h8384,electricity,dem,73.09484536
h8385,electricity,dem,75.28041237
h8386,electricity,dem,75.18453608
h8387,electricity,dem,75.95979381
h8388,electricity,dem,76.55154639
h8389,electricity,dem,75.55670103
h8390,electricity,dem,75.07628866
h8391,electricity,dem,74.16597938
h8392,electricity,dem,74.07938144
h8393,electricity,dem,75.81030928
h8394,electricity,dem,77.25154639
h8395,electricity,dem,75.93195876
h8396,electricity,dem,73.75670103
h8397,electricity,dem,69.47938144
h8398,electricity,dem,65.56082474
h8399,electricity,dem,61.90412371
h8400,electricity,dem,56.3443299
h8401,electricity,dem,52.07113402
h8402,electricity,dem,49.70412371
h8403,electricity,dem,48.53917526
h8404,electricity,dem,48.80206186
h8405,electricity,dem,50.46907216
h8406,electricity,dem,54.44329897
h8407,electricity,dem,63.30515464
h8408,electricity,dem,70.58556701
h8409,electricity,dem,73.00618557
h8410,electricity,dem,72.87731959
h8411,electricity,dem,73.47113402
h8412,electricity,dem,73.97628866
h8413,electricity,dem,72.92164948
h8414,electricity,dem,72.12886598
h8415,electricity,dem,71.11030928
h8416,electricity,dem,70.58762887
h8417,electricity,dem,72.45154639
h8418,electricity,dem,75.0556701
h8419,electricity,dem,74.26391753
h8420,electricity,dem,72.14329897
h8421,electricity,dem,68.0185567
h8422,electricity,dem,64.12268041
h8423,electricity,dem,60.44845361
h8424,electricity,dem,55.22474227
h8425,electricity,dem,51.20412371
h8426,electricity,dem,48.68041237
h8427,electricity,dem,47.65360825
h8428,electricity,dem,48.08556701
h8429,electricity,dem,49.91340206
h8430,electricity,dem,53.48041237
h8431,electricity,dem,61.86907216
h8432,electricity,dem,69.51546392
h8433,electricity,dem,72.28762887
h8434,electricity,dem,71.95463918
h8435,electricity,dem,72.34742268
h8436,electricity,dem,72.40618557
h8437,electricity,dem,71.06494845
h8438,electricity,dem,69.52989691
h8439,electricity,dem,68.30412371
h8440,electricity,dem,67.79896907
h8441,electricity,dem,69.8443299
h8442,electricity,dem,71.87010309
h8443,electricity,dem,70.21752577
h8444,electricity,dem,67.81237113
h8445,electricity,dem,63.75463918
h8446,electricity,dem,60.17216495
h8447,electricity,dem,57.52783505
h8448,electricity,dem,52.87525773
h8449,electricity,dem,48.70721649
h8450,electricity,dem,46.26082474
h8451,electricity,dem,45.16185567
h8452,electricity,dem,45.08041237
h8453,electricity,dem,45.55463918
h8454,electricity,dem,46.05051546
h8455,electricity,dem,47.44329897
h8456,electricity,dem,51.49484536
h8457,electricity,dem,55.2556701
h8458,electricity,dem,57.98659794
h8459,electricity,dem,59.49690722
h8460,electricity,dem,60.26082474
h8461,electricity,dem,59.53814433
h8462,electricity,dem,57.69175258
h8463,electricity,dem,56.28247423
h8464,electricity,dem,56.10412371
h8465,electricity,dem,59.07628866
h8466,electricity,dem,62.78865979
h8467,electricity,dem,62.70721649
h8468,electricity,dem,60.6628866
h8469,electricity,dem,57.18247423
h8470,electricity,dem,54.51443299
h8471,electricity,dem,52.82680412
h8472,electricity,dem,49.06804124
h8473,electricity,dem,45.4
h8474,electricity,dem,42.79381443
h8475,electricity,dem,41.56082474
h8476,electricity,dem,41.44020619
