timestep_2,technology_1,scenario,parameter,value
h7684,wind_onshore,year_2018,avaConv,0.2026
h7685,wind_onshore,year_2018,avaConv,0.214
h7686,wind_onshore,year_2018,avaConv,0.2227
h7687,wind_onshore,year_2018,avaConv,0.2329
h7688,wind_onshore,year_2018,avaConv,0.2535
h7689,wind_onshore,year_2018,avaConv,0.2807
h7690,wind_onshore,year_2018,avaConv,0.2817
h7691,wind_onshore,year_2018,avaConv,0.2585
h7692,wind_onshore,year_2018,avaConv,0.23
h7693,wind_onshore,year_2018,avaConv,0.203
h7694,wind_onshore,year_2018,avaConv,0.1788
h7695,wind_onshore,year_2018,avaConv,0.1741
h7696,wind_onshore,year_2018,avaConv,0.1705
h7697,wind_onshore,year_2018,avaConv,0.1521
h7698,wind_onshore,year_2018,avaConv,0.1419
h7699,wind_onshore,year_2018,avaConv,0.157
h7700,wind_onshore,year_2018,avaConv,0.1751
h7701,wind_onshore,year_2018,avaConv,0.171
h7702,wind_onshore,year_2018,avaConv,0.15
h7703,wind_onshore,year_2018,avaConv,0.1286
h7704,wind_onshore,year_2018,avaConv,0.1129
h7705,wind_onshore,year_2018,avaConv,0.1004
h7706,wind_onshore,year_2018,avaConv,0.0954
h7707,wind_onshore,year_2018,avaConv,0.0978
h7708,wind_onshore,year_2018,avaConv,0.1
h7709,wind_onshore,year_2018,avaConv,0.1084
h7710,wind_onshore,year_2018,avaConv,0.1429
h7711,wind_onshore,year_2018,avaConv,0.1636
h7712,wind_onshore,year_2018,avaConv,0.1595
h7713,wind_onshore,year_2018,avaConv,0.1524
h7714,wind_onshore,year_2018,avaConv,0.1768
h7715,wind_onshore,year_2018,avaConv,0.2212
h7716,wind_onshore,year_2018,avaConv,0.2605
h7717,wind_onshore,year_2018,avaConv,0.2903
h7718,wind_onshore,year_2018,avaConv,0.3139
h7719,wind_onshore,year_2018,avaConv,0.355
h7720,wind_onshore,year_2018,avaConv,0.4076
h7721,wind_onshore,year_2018,avaConv,0.4708
h7722,wind_onshore,year_2018,avaConv,0.5174
h7723,wind_onshore,year_2018,avaConv,0.5487
h7724,wind_onshore,year_2018,avaConv,0.5567
h7725,wind_onshore,year_2018,avaConv,0.5462
h7726,wind_onshore,year_2018,avaConv,0.5277
h7727,wind_onshore,year_2018,avaConv,0.5013
h7728,wind_onshore,year_2018,avaConv,0.4806
h7729,wind_onshore,year_2018,avaConv,0.4778
h7730,wind_onshore,year_2018,avaConv,0.5009
h7731,wind_onshore,year_2018,avaConv,0.5405
h7732,wind_onshore,year_2018,avaConv,0.5796
h7733,wind_onshore,year_2018,avaConv,0.6114
h7734,wind_onshore,year_2018,avaConv,0.6333
h7735,wind_onshore,year_2018,avaConv,0.6544
h7736,wind_onshore,year_2018,avaConv,0.6706
h7737,wind_onshore,year_2018,avaConv,0.6779
h7738,wind_onshore,year_2018,avaConv,0.6799
h7739,wind_onshore,year_2018,avaConv,0.6789
h7740,wind_onshore,year_2018,avaConv,0.6795
h7741,wind_onshore,year_2018,avaConv,0.6894
h7742,wind_onshore,year_2018,avaConv,0.707
h7743,wind_onshore,year_2018,avaConv,0.725
h7744,wind_onshore,year_2018,avaConv,0.7399
h7745,wind_onshore,year_2018,avaConv,0.7483
h7746,wind_onshore,year_2018,avaConv,0.747
h7747,wind_onshore,year_2018,avaConv,0.7398
h7748,wind_onshore,year_2018,avaConv,0.7302
h7749,wind_onshore,year_2018,avaConv,0.7259
h7750,wind_onshore,year_2018,avaConv,0.7258
h7751,wind_onshore,year_2018,avaConv,0.7278
h7752,wind_onshore,year_2018,avaConv,0.7265
h7753,wind_onshore,year_2018,avaConv,0.729
h7754,wind_onshore,year_2018,avaConv,0.7339
h7755,wind_onshore,year_2018,avaConv,0.7398
h7756,wind_onshore,year_2018,avaConv,0.7501
h7757,wind_onshore,year_2018,avaConv,0.7677
h7758,wind_onshore,year_2018,avaConv,0.7891
h7759,wind_onshore,year_2018,avaConv,0.806
h7760,wind_onshore,year_2018,avaConv,0.8151
h7761,wind_onshore,year_2018,avaConv,0.812
h7762,wind_onshore,year_2018,avaConv,0.7941
h7763,wind_onshore,year_2018,avaConv,0.768
h7764,wind_onshore,year_2018,avaConv,0.7549
h7765,wind_onshore,year_2018,avaConv,0.7601
h7766,wind_onshore,year_2018,avaConv,0.7793
h7767,wind_onshore,year_2018,avaConv,0.8058
h7768,wind_onshore,year_2018,avaConv,0.8285
h7769,wind_onshore,year_2018,avaConv,0.8411
h7770,wind_onshore,year_2018,avaConv,0.8439
h7771,wind_onshore,year_2018,avaConv,0.8414
h7772,wind_onshore,year_2018,avaConv,0.8349
h7773,wind_onshore,year_2018,avaConv,0.8266
h7774,wind_onshore,year_2018,avaConv,0.8231
h7775,wind_onshore,year_2018,avaConv,0.817
h7776,wind_onshore,year_2018,avaConv,0.8042
h7777,wind_onshore,year_2018,avaConv,0.7905
h7778,wind_onshore,year_2018,avaConv,0.7778
h7779,wind_onshore,year_2018,avaConv,0.7702
h7780,wind_onshore,year_2018,avaConv,0.7699
h7781,wind_onshore,year_2018,avaConv,0.7692
h7782,wind_onshore,year_2018,avaConv,0.7664
h7783,wind_onshore,year_2018,avaConv,0.7568
h7784,wind_onshore,year_2018,avaConv,0.7373
h7785,wind_onshore,year_2018,avaConv,0.7038
h7786,wind_onshore,year_2018,avaConv,0.6516
h7787,wind_onshore,year_2018,avaConv,0.585
h7788,wind_onshore,year_2018,avaConv,0.5171
h7789,wind_onshore,year_2018,avaConv,0.4679
h7790,wind_onshore,year_2018,avaConv,0.4497
h7791,wind_onshore,year_2018,avaConv,0.4626
h7792,wind_onshore,year_2018,avaConv,0.4927
h7793,wind_onshore,year_2018,avaConv,0.5188
h7794,wind_onshore,year_2018,avaConv,0.531
h7795,wind_onshore,year_2018,avaConv,0.5248
h7796,wind_onshore,year_2018,avaConv,0.502
h7797,wind_onshore,year_2018,avaConv,0.4614
h7798,wind_onshore,year_2018,avaConv,0.4133
h7799,wind_onshore,year_2018,avaConv,0.3644
h7800,wind_onshore,year_2018,avaConv,0.3219
h7801,wind_onshore,year_2018,avaConv,0.2954
h7802,wind_onshore,year_2018,avaConv,0.2895
h7803,wind_onshore,year_2018,avaConv,0.2975
h7804,wind_onshore,year_2018,avaConv,0.3012
h7805,wind_onshore,year_2018,avaConv,0.2978
h7806,wind_onshore,year_2018,avaConv,0.29
h7807,wind_onshore,year_2018,avaConv,0.2789
h7808,wind_onshore,year_2018,avaConv,0.2662
h7809,wind_onshore,year_2018,avaConv,0.2487
h7810,wind_onshore,year_2018,avaConv,0.225
h7811,wind_onshore,year_2018,avaConv,0.2
h7812,wind_onshore,year_2018,avaConv,0.1767
h7813,wind_onshore,year_2018,avaConv,0.1587
h7814,wind_onshore,year_2018,avaConv,0.1496
h7815,wind_onshore,year_2018,avaConv,0.1503
h7816,wind_onshore,year_2018,avaConv,0.1551
h7817,wind_onshore,year_2018,avaConv,0.1597
h7818,wind_onshore,year_2018,avaConv,0.1588
h7819,wind_onshore,year_2018,avaConv,0.1506
h7820,wind_onshore,year_2018,avaConv,0.1378
h7821,wind_onshore,year_2018,avaConv,0.1232
h7822,wind_onshore,year_2018,avaConv,0.1096
h7823,wind_onshore,year_2018,avaConv,0.0993
h7824,wind_onshore,year_2018,avaConv,0.0914
h7825,wind_onshore,year_2018,avaConv,0.0865
h7826,wind_onshore,year_2018,avaConv,0.0833
h7827,wind_onshore,year_2018,avaConv,0.0788
h7828,wind_onshore,year_2018,avaConv,0.0733
h7829,wind_onshore,year_2018,avaConv,0.0668
h7830,wind_onshore,year_2018,avaConv,0.0617
h7831,wind_onshore,year_2018,avaConv,0.0602
h7832,wind_onshore,year_2018,avaConv,0.0618
h7833,wind_onshore,year_2018,avaConv,0.0616
h7834,wind_onshore,year_2018,avaConv,0.0524
h7835,wind_onshore,year_2018,avaConv,0.0377
h7836,wind_onshore,year_2018,avaConv,0.0224
h7837,wind_onshore,year_2018,avaConv,0.0132
h7838,wind_onshore,year_2018,avaConv,0.0088
h7839,wind_onshore,year_2018,avaConv,0.0074
h7840,wind_onshore,year_2018,avaConv,0.0086
h7841,wind_onshore,year_2018,avaConv,0.0119
h7842,wind_onshore,year_2018,avaConv,0.0157
h7843,wind_onshore,year_2018,avaConv,0.0175
h7844,wind_onshore,year_2018,avaConv,0.0168
h7845,wind_onshore,year_2018,avaConv,0.0143
h7846,wind_onshore,year_2018,avaConv,0.0099
h7847,wind_onshore,year_2018,avaConv,0.0057
h7848,wind_onshore,year_2018,avaConv,0.0031
h7849,wind_onshore,year_2018,avaConv,0.0017
h7850,wind_onshore,year_2018,avaConv,0.0008
h7851,wind_onshore,year_2018,avaConv,0.0002
h7852,wind_onshore,year_2018,avaConv,0.0001
h7853,wind_onshore,year_2018,avaConv,0.0002
h7854,wind_onshore,year_2018,avaConv,0.0003
h7855,wind_onshore,year_2018,avaConv,0.001
h7856,wind_onshore,year_2018,avaConv,0.0027
h7857,wind_onshore,year_2018,avaConv,0.0044
h7858,wind_onshore,year_2018,avaConv,0.0079
h7859,wind_onshore,year_2018,avaConv,0.0147
h7860,wind_onshore,year_2018,avaConv,0.0234
h7861,wind_onshore,year_2018,avaConv,0.0358
h7862,wind_onshore,year_2018,avaConv,0.0487
h7863,wind_onshore,year_2018,avaConv,0.0617
h7864,wind_onshore,year_2018,avaConv,0.0722
h7865,wind_onshore,year_2018,avaConv,0.0767
h7866,wind_onshore,year_2018,avaConv,0.0746
h7867,wind_onshore,year_2018,avaConv,0.0685
h7868,wind_onshore,year_2018,avaConv,0.0622
h7869,wind_onshore,year_2018,avaConv,0.0578
h7870,wind_onshore,year_2018,avaConv,0.055
h7871,wind_onshore,year_2018,avaConv,0.0545
h7872,wind_onshore,year_2018,avaConv,0.0576
h7873,wind_onshore,year_2018,avaConv,0.0621
h7874,wind_onshore,year_2018,avaConv,0.0664
h7875,wind_onshore,year_2018,avaConv,0.0701
h7876,wind_onshore,year_2018,avaConv,0.0745
h7877,wind_onshore,year_2018,avaConv,0.0836
h7878,wind_onshore,year_2018,avaConv,0.0989
h7879,wind_onshore,year_2018,avaConv,0.1213
h7880,wind_onshore,year_2018,avaConv,0.1463
h7881,wind_onshore,year_2018,avaConv,0.1612
h7882,wind_onshore,year_2018,avaConv,0.1644
h7883,wind_onshore,year_2018,avaConv,0.1598
h7884,wind_onshore,year_2018,avaConv,0.1518
h7885,wind_onshore,year_2018,avaConv,0.1519
h7886,wind_onshore,year_2018,avaConv,0.1666
h7887,wind_onshore,year_2018,avaConv,0.1954
h7888,wind_onshore,year_2018,avaConv,0.2287
h7889,wind_onshore,year_2018,avaConv,0.259
h7890,wind_onshore,year_2018,avaConv,0.2787
h7891,wind_onshore,year_2018,avaConv,0.287
h7892,wind_onshore,year_2018,avaConv,0.2917
h7893,wind_onshore,year_2018,avaConv,0.2955
h7894,wind_onshore,year_2018,avaConv,0.298
h7895,wind_onshore,year_2018,avaConv,0.2963
h7896,wind_onshore,year_2018,avaConv,0.2924
h7897,wind_onshore,year_2018,avaConv,0.2888
h7898,wind_onshore,year_2018,avaConv,0.2849
h7899,wind_onshore,year_2018,avaConv,0.2793
h7900,wind_onshore,year_2018,avaConv,0.2716
h7901,wind_onshore,year_2018,avaConv,0.2611
h7902,wind_onshore,year_2018,avaConv,0.2459
h7903,wind_onshore,year_2018,avaConv,0.2299
h7904,wind_onshore,year_2018,avaConv,0.2155
h7905,wind_onshore,year_2018,avaConv,0.1987
h7906,wind_onshore,year_2018,avaConv,0.1764
h7907,wind_onshore,year_2018,avaConv,0.1522
h7908,wind_onshore,year_2018,avaConv,0.1273
h7909,wind_onshore,year_2018,avaConv,0.1044
h7910,wind_onshore,year_2018,avaConv,0.0869
h7911,wind_onshore,year_2018,avaConv,0.0761
h7912,wind_onshore,year_2018,avaConv,0.071
h7913,wind_onshore,year_2018,avaConv,0.0686
h7914,wind_onshore,year_2018,avaConv,0.0676
h7915,wind_onshore,year_2018,avaConv,0.0649
h7916,wind_onshore,year_2018,avaConv,0.0612
h7917,wind_onshore,year_2018,avaConv,0.0562
h7918,wind_onshore,year_2018,avaConv,0.0531
h7919,wind_onshore,year_2018,avaConv,0.0519
h7920,wind_onshore,year_2018,avaConv,0.0518
h7921,wind_onshore,year_2018,avaConv,0.0523
h7922,wind_onshore,year_2018,avaConv,0.051
h7923,wind_onshore,year_2018,avaConv,0.0478
h7924,wind_onshore,year_2018,avaConv,0.0444
h7925,wind_onshore,year_2018,avaConv,0.0439
h7926,wind_onshore,year_2018,avaConv,0.0488
h7927,wind_onshore,year_2018,avaConv,0.0582
h7928,wind_onshore,year_2018,avaConv,0.072
h7929,wind_onshore,year_2018,avaConv,0.0918
h7930,wind_onshore,year_2018,avaConv,0.1148
h7931,wind_onshore,year_2018,avaConv,0.1365
h7932,wind_onshore,year_2018,avaConv,0.1539
h7933,wind_onshore,year_2018,avaConv,0.1659
h7934,wind_onshore,year_2018,avaConv,0.1718
h7935,wind_onshore,year_2018,avaConv,0.1815
h7936,wind_onshore,year_2018,avaConv,0.2096
h7937,wind_onshore,year_2018,avaConv,0.2534
h7938,wind_onshore,year_2018,avaConv,0.2984
h7939,wind_onshore,year_2018,avaConv,0.3355
h7940,wind_onshore,year_2018,avaConv,0.3648
h7941,wind_onshore,year_2018,avaConv,0.3919
h7942,wind_onshore,year_2018,avaConv,0.4123
h7943,wind_onshore,year_2018,avaConv,0.4249
h7944,wind_onshore,year_2018,avaConv,0.4411
h7945,wind_onshore,year_2018,avaConv,0.4582
h7946,wind_onshore,year_2018,avaConv,0.4765
h7947,wind_onshore,year_2018,avaConv,0.4911
h7948,wind_onshore,year_2018,avaConv,0.4972
h7949,wind_onshore,year_2018,avaConv,0.5111
h7950,wind_onshore,year_2018,avaConv,0.5309
h7951,wind_onshore,year_2018,avaConv,0.545
h7952,wind_onshore,year_2018,avaConv,0.5591
h7953,wind_onshore,year_2018,avaConv,0.579
h7954,wind_onshore,year_2018,avaConv,0.6023
h7955,wind_onshore,year_2018,avaConv,0.6245
h7956,wind_onshore,year_2018,avaConv,0.6412
h7957,wind_onshore,year_2018,avaConv,0.6562
h7958,wind_onshore,year_2018,avaConv,0.6798
h7959,wind_onshore,year_2018,avaConv,0.7138
h7960,wind_onshore,year_2018,avaConv,0.7585
h7961,wind_onshore,year_2018,avaConv,0.8032
h7962,wind_onshore,year_2018,avaConv,0.8363
h7963,wind_onshore,year_2018,avaConv,0.8598
h7964,wind_onshore,year_2018,avaConv,0.8786
h7965,wind_onshore,year_2018,avaConv,0.894
h7966,wind_onshore,year_2018,avaConv,0.9038
h7967,wind_onshore,year_2018,avaConv,0.9049
h7968,wind_onshore,year_2018,avaConv,0.8957
h7969,wind_onshore,year_2018,avaConv,0.8794
h7970,wind_onshore,year_2018,avaConv,0.8616
h7971,wind_onshore,year_2018,avaConv,0.8342
h7972,wind_onshore,year_2018,avaConv,0.795
h7973,wind_onshore,year_2018,avaConv,0.7536
h7974,wind_onshore,year_2018,avaConv,0.7351
h7975,wind_onshore,year_2018,avaConv,0.7466
h7976,wind_onshore,year_2018,avaConv,0.777
h7977,wind_onshore,year_2018,avaConv,0.8071
h7978,wind_onshore,year_2018,avaConv,0.8254
h7979,wind_onshore,year_2018,avaConv,0.8453
h7980,wind_onshore,year_2018,avaConv,0.8598
h7981,wind_onshore,year_2018,avaConv,0.8708
h7982,wind_onshore,year_2018,avaConv,0.8845
h7983,wind_onshore,year_2018,avaConv,0.894
h7984,wind_onshore,year_2018,avaConv,0.9027
h7985,wind_onshore,year_2018,avaConv,0.9163
h7986,wind_onshore,year_2018,avaConv,0.9167
h7987,wind_onshore,year_2018,avaConv,0.8996
h7988,wind_onshore,year_2018,avaConv,0.8444
h7989,wind_onshore,year_2018,avaConv,0.7643
h7990,wind_onshore,year_2018,avaConv,0.713
h7991,wind_onshore,year_2018,avaConv,0.7078
h7992,wind_onshore,year_2018,avaConv,0.7368
h7993,wind_onshore,year_2018,avaConv,0.7446
h7994,wind_onshore,year_2018,avaConv,0.7518
h7995,wind_onshore,year_2018,avaConv,0.7382
h7996,wind_onshore,year_2018,avaConv,0.7286
h7997,wind_onshore,year_2018,avaConv,0.7174
h7998,wind_onshore,year_2018,avaConv,0.7084
h7999,wind_onshore,year_2018,avaConv,0.698
h8000,wind_onshore,year_2018,avaConv,0.6857
h8001,wind_onshore,year_2018,avaConv,0.6767
h8002,wind_onshore,year_2018,avaConv,0.6652
h8003,wind_onshore,year_2018,avaConv,0.64
h8004,wind_onshore,year_2018,avaConv,0.6143
h8005,wind_onshore,year_2018,avaConv,0.5931
h8006,wind_onshore,year_2018,avaConv,0.5727
h8007,wind_onshore,year_2018,avaConv,0.5485
h8008,wind_onshore,year_2018,avaConv,0.5327
h8009,wind_onshore,year_2018,avaConv,0.5274
h8010,wind_onshore,year_2018,avaConv,0.5324
h8011,wind_onshore,year_2018,avaConv,0.5465
h8012,wind_onshore,year_2018,avaConv,0.5521
h8013,wind_onshore,year_2018,avaConv,0.5492
h8014,wind_onshore,year_2018,avaConv,0.5224
h8015,wind_onshore,year_2018,avaConv,0.4867
h8016,wind_onshore,year_2018,avaConv,0.4645
h8017,wind_onshore,year_2018,avaConv,0.4477
h8018,wind_onshore,year_2018,avaConv,0.4302
h8019,wind_onshore,year_2018,avaConv,0.4013
h8020,wind_onshore,year_2018,avaConv,0.3605
h8021,wind_onshore,year_2018,avaConv,0.3304
h8022,wind_onshore,year_2018,avaConv,0.3043
h8023,wind_onshore,year_2018,avaConv,0.2694
h8024,wind_onshore,year_2018,avaConv,0.2266
h8025,wind_onshore,year_2018,avaConv,0.2072
h8026,wind_onshore,year_2018,avaConv,0.2147
h8027,wind_onshore,year_2018,avaConv,0.2244
h8028,wind_onshore,year_2018,avaConv,0.222
h8029,wind_onshore,year_2018,avaConv,0.2163
h8030,wind_onshore,year_2018,avaConv,0.2199
h8031,wind_onshore,year_2018,avaConv,0.2286
h8032,wind_onshore,year_2018,avaConv,0.2595
h8033,wind_onshore,year_2018,avaConv,0.3089
h8034,wind_onshore,year_2018,avaConv,0.3655
h8035,wind_onshore,year_2018,avaConv,0.4223
h8036,wind_onshore,year_2018,avaConv,0.4712
h8037,wind_onshore,year_2018,avaConv,0.4896
h8038,wind_onshore,year_2018,avaConv,0.4666
h8039,wind_onshore,year_2018,avaConv,0.4225
h8040,wind_onshore,year_2018,avaConv,0.3885
h8041,wind_onshore,year_2018,avaConv,0.3739
h8042,wind_onshore,year_2018,avaConv,0.3606
h8043,wind_onshore,year_2018,avaConv,0.365
h8044,wind_onshore,year_2018,avaConv,0.363
h8045,wind_onshore,year_2018,avaConv,0.3771
h8046,wind_onshore,year_2018,avaConv,0.3672
h8047,wind_onshore,year_2018,avaConv,0.3565
h8048,wind_onshore,year_2018,avaConv,0.3438
h8049,wind_onshore,year_2018,avaConv,0.3323
h8050,wind_onshore,year_2018,avaConv,0.3014
h8051,wind_onshore,year_2018,avaConv,0.3026
h8052,wind_onshore,year_2018,avaConv,0.3039
h8053,wind_onshore,year_2018,avaConv,0.3002
h8054,wind_onshore,year_2018,avaConv,0.2806
h8055,wind_onshore,year_2018,avaConv,0.2673
h8056,wind_onshore,year_2018,avaConv,0.252
h8057,wind_onshore,year_2018,avaConv,0.2425
h8058,wind_onshore,year_2018,avaConv,0.2412
h8059,wind_onshore,year_2018,avaConv,0.2461
h8060,wind_onshore,year_2018,avaConv,0.2885
h8061,wind_onshore,year_2018,avaConv,0.3435
h8062,wind_onshore,year_2018,avaConv,0.365
h8063,wind_onshore,year_2018,avaConv,0.3892
h8064,wind_onshore,year_2018,avaConv,0.4243
h8065,wind_onshore,year_2018,avaConv,0.4672
h8066,wind_onshore,year_2018,avaConv,0.4881
h8067,wind_onshore,year_2018,avaConv,0.4868
h8068,wind_onshore,year_2018,avaConv,0.5028
h8069,wind_onshore,year_2018,avaConv,0.5248
h8070,wind_onshore,year_2018,avaConv,0.5361
h8071,wind_onshore,year_2018,avaConv,0.5631
h8072,wind_onshore,year_2018,avaConv,0.5909
h8073,wind_onshore,year_2018,avaConv,0.6183
h8074,wind_onshore,year_2018,avaConv,0.6416
h8075,wind_onshore,year_2018,avaConv,0.6418
h8076,wind_onshore,year_2018,avaConv,0.6451
h8077,wind_onshore,year_2018,avaConv,0.6206
h8078,wind_onshore,year_2018,avaConv,0.566
h8079,wind_onshore,year_2018,avaConv,0.5185
h8080,wind_onshore,year_2018,avaConv,0.4729
h8081,wind_onshore,year_2018,avaConv,0.4502
h8082,wind_onshore,year_2018,avaConv,0.4654
h8083,wind_onshore,year_2018,avaConv,0.4984
h8084,wind_onshore,year_2018,avaConv,0.5193
h8085,wind_onshore,year_2018,avaConv,0.5269
h8086,wind_onshore,year_2018,avaConv,0.5323
h8087,wind_onshore,year_2018,avaConv,0.5407
h8088,wind_onshore,year_2018,avaConv,0.5387
h8089,wind_onshore,year_2018,avaConv,0.5288
h8090,wind_onshore,year_2018,avaConv,0.5313
h8091,wind_onshore,year_2018,avaConv,0.5336
h8092,wind_onshore,year_2018,avaConv,0.5433
h8093,wind_onshore,year_2018,avaConv,0.5751
h8094,wind_onshore,year_2018,avaConv,0.6132
h8095,wind_onshore,year_2018,avaConv,0.6355
h8096,wind_onshore,year_2018,avaConv,0.6332
h8097,wind_onshore,year_2018,avaConv,0.6246
h8098,wind_onshore,year_2018,avaConv,0.5897
h8099,wind_onshore,year_2018,avaConv,0.5469
h8100,wind_onshore,year_2018,avaConv,0.5193
h8101,wind_onshore,year_2018,avaConv,0.5088
h8102,wind_onshore,year_2018,avaConv,0.5075
h8103,wind_onshore,year_2018,avaConv,0.5061
h8104,wind_onshore,year_2018,avaConv,0.4985
h8105,wind_onshore,year_2018,avaConv,0.4889
h8106,wind_onshore,year_2018,avaConv,0.4782
h8107,wind_onshore,year_2018,avaConv,0.4621
h8108,wind_onshore,year_2018,avaConv,0.441
h8109,wind_onshore,year_2018,avaConv,0.4229
h8110,wind_onshore,year_2018,avaConv,0.4186
h8111,wind_onshore,year_2018,avaConv,0.4187
h8112,wind_onshore,year_2018,avaConv,0.4014
h8113,wind_onshore,year_2018,avaConv,0.3731
h8114,wind_onshore,year_2018,avaConv,0.3442
h8115,wind_onshore,year_2018,avaConv,0.3158
h8116,wind_onshore,year_2018,avaConv,0.2788
h8117,wind_onshore,year_2018,avaConv,0.2371
h8118,wind_onshore,year_2018,avaConv,0.1977
h8119,wind_onshore,year_2018,avaConv,0.1635
h8120,wind_onshore,year_2018,avaConv,0.1475
h8121,wind_onshore,year_2018,avaConv,0.1472
h8122,wind_onshore,year_2018,avaConv,0.1568
h8123,wind_onshore,year_2018,avaConv,0.1666
h8124,wind_onshore,year_2018,avaConv,0.1929
h8125,wind_onshore,year_2018,avaConv,0.2225
h8126,wind_onshore,year_2018,avaConv,0.2492
h8127,wind_onshore,year_2018,avaConv,0.27
h8128,wind_onshore,year_2018,avaConv,0.2947
h8129,wind_onshore,year_2018,avaConv,0.3283
h8130,wind_onshore,year_2018,avaConv,0.366
h8131,wind_onshore,year_2018,avaConv,0.3947
h8132,wind_onshore,year_2018,avaConv,0.4127
h8133,wind_onshore,year_2018,avaConv,0.408
h8134,wind_onshore,year_2018,avaConv,0.3748
h8135,wind_onshore,year_2018,avaConv,0.3329
h8136,wind_onshore,year_2018,avaConv,0.2987
h8137,wind_onshore,year_2018,avaConv,0.2797
h8138,wind_onshore,year_2018,avaConv,0.2622
h8139,wind_onshore,year_2018,avaConv,0.2489
h8140,wind_onshore,year_2018,avaConv,0.223
h8141,wind_onshore,year_2018,avaConv,0.2125
h8142,wind_onshore,year_2018,avaConv,0.2221
h8143,wind_onshore,year_2018,avaConv,0.209
h8144,wind_onshore,year_2018,avaConv,0.2234
h8145,wind_onshore,year_2018,avaConv,0.2329
h8146,wind_onshore,year_2018,avaConv,0.2639
h8147,wind_onshore,year_2018,avaConv,0.2999
h8148,wind_onshore,year_2018,avaConv,0.3107
h8149,wind_onshore,year_2018,avaConv,0.3081
h8150,wind_onshore,year_2018,avaConv,0.3021
h8151,wind_onshore,year_2018,avaConv,0.3158
h8152,wind_onshore,year_2018,avaConv,0.3605
h8153,wind_onshore,year_2018,avaConv,0.405
h8154,wind_onshore,year_2018,avaConv,0.4448
h8155,wind_onshore,year_2018,avaConv,0.48
h8156,wind_onshore,year_2018,avaConv,0.5085
h8157,wind_onshore,year_2018,avaConv,0.5388
h8158,wind_onshore,year_2018,avaConv,0.5317
h8159,wind_onshore,year_2018,avaConv,0.4702
h8160,wind_onshore,year_2018,avaConv,0.3964
h8161,wind_onshore,year_2018,avaConv,0.3515
h8162,wind_onshore,year_2018,avaConv,0.3433
h8163,wind_onshore,year_2018,avaConv,0.3419
h8164,wind_onshore,year_2018,avaConv,0.3191
h8165,wind_onshore,year_2018,avaConv,0.2951
h8166,wind_onshore,year_2018,avaConv,0.3049
h8167,wind_onshore,year_2018,avaConv,0.3521
h8168,wind_onshore,year_2018,avaConv,0.4038
h8169,wind_onshore,year_2018,avaConv,0.4821
h8170,wind_onshore,year_2018,avaConv,0.5444
h8171,wind_onshore,year_2018,avaConv,0.555
h8172,wind_onshore,year_2018,avaConv,0.559
h8173,wind_onshore,year_2018,avaConv,0.5678
h8174,wind_onshore,year_2018,avaConv,0.5648
h8175,wind_onshore,year_2018,avaConv,0.5549
h8176,wind_onshore,year_2018,avaConv,0.5666
h8177,wind_onshore,year_2018,avaConv,0.5972
h8178,wind_onshore,year_2018,avaConv,0.6153
h8179,wind_onshore,year_2018,avaConv,0.6065
h8180,wind_onshore,year_2018,avaConv,0.6617
h8181,wind_onshore,year_2018,avaConv,0.7074
h8182,wind_onshore,year_2018,avaConv,0.72
h8183,wind_onshore,year_2018,avaConv,0.7292
h8184,wind_onshore,year_2018,avaConv,0.7547
h8185,wind_onshore,year_2018,avaConv,0.7773
h8186,wind_onshore,year_2018,avaConv,0.8328
h8187,wind_onshore,year_2018,avaConv,0.8573
h8188,wind_onshore,year_2018,avaConv,0.8536
h8189,wind_onshore,year_2018,avaConv,0.8752
h8190,wind_onshore,year_2018,avaConv,0.8934
h8191,wind_onshore,year_2018,avaConv,0.8865
h8192,wind_onshore,year_2018,avaConv,0.8777
h8193,wind_onshore,year_2018,avaConv,0.8816
h8194,wind_onshore,year_2018,avaConv,0.886
h8195,wind_onshore,year_2018,avaConv,0.9069
h8196,wind_onshore,year_2018,avaConv,0.9231
h8197,wind_onshore,year_2018,avaConv,0.926
h8198,wind_onshore,year_2018,avaConv,0.931
h8199,wind_onshore,year_2018,avaConv,0.9387
h8200,wind_onshore,year_2018,avaConv,0.9418
h8201,wind_onshore,year_2018,avaConv,0.9375
h8202,wind_onshore,year_2018,avaConv,0.9203
h8203,wind_onshore,year_2018,avaConv,0.8947
h8204,wind_onshore,year_2018,avaConv,0.8472
h8205,wind_onshore,year_2018,avaConv,0.7489
h8206,wind_onshore,year_2018,avaConv,0.6497
h8207,wind_onshore,year_2018,avaConv,0.6109
h8208,wind_onshore,year_2018,avaConv,0.5999
h8209,wind_onshore,year_2018,avaConv,0.5849
h8210,wind_onshore,year_2018,avaConv,0.5571
h8211,wind_onshore,year_2018,avaConv,0.5246
h8212,wind_onshore,year_2018,avaConv,0.4896
h8213,wind_onshore,year_2018,avaConv,0.4443
h8214,wind_onshore,year_2018,avaConv,0.4249
h8215,wind_onshore,year_2018,avaConv,0.444
h8216,wind_onshore,year_2018,avaConv,0.4847
h8217,wind_onshore,year_2018,avaConv,0.5325
h8218,wind_onshore,year_2018,avaConv,0.591
h8219,wind_onshore,year_2018,avaConv,0.6476
h8220,wind_onshore,year_2018,avaConv,0.6659
h8221,wind_onshore,year_2018,avaConv,0.6811
h8222,wind_onshore,year_2018,avaConv,0.6926
h8223,wind_onshore,year_2018,avaConv,0.6935
